shape,r,s,n,k,optional_r,imprimitive_prime,admitted_q_mod20,status
serial,7603,1596631,1596631,1,0,,"11,19",OPEN
serial,7603,1596631,3193262,2,0,,"3,7",OPEN
serial,7603,1596631,4789893,3,0,,"11,19",OPEN
serial,7603,1596631,9579786,6,0,,"3,7",OPEN
serial,7603,1596631,11176417,7,0,,"11,19",OPEN
serial,7603,1596631,22352834,14,0,,"3,7",OPEN
serial,7603,1596631,33529251,21,0,,"11,19",OPEN
serial,7603,1596631,67058502,42,0,,"3,7",OPEN
serial,7603,1596631,12139185493,1,1,,"11,19",OPEN
serial,7603,1596631,24278370986,2,1,,"3,7",OPEN
serial,7603,1596631,36417556479,3,1,,"11,19",OPEN
serial,7603,1596631,72835112958,6,1,,"3,7",OPEN
serial,7603,1596631,84974298451,7,1,,"11,19",OPEN
serial,7603,1596631,169948596902,14,1,,"3,7",OPEN
serial,7603,1596631,254922895353,21,1,1596631,"11,19",OPEN
serial,7603,1596631,509845790706,42,1,,"3,7",OPEN
serial,7603,188721667,188721667,1,0,,"11,19",OPEN
serial,7603,188721667,377443334,2,0,,"3,7",OPEN
serial,7603,188721667,566165001,3,0,,"11,19",OPEN
serial,7603,188721667,1132330002,6,0,,"3,7",OPEN
serial,7603,188721667,1321051669,7,0,,"11,19",OPEN
serial,7603,188721667,2642103338,14,0,,"3,7",OPEN
serial,7603,188721667,3963155007,21,0,,"11,19",OPEN
serial,7603,188721667,7926310014,42,0,,"3,7",OPEN
serial,7603,188721667,1434850834201,1,1,,"11,19",OPEN
serial,7603,188721667,2869701668402,2,1,,"3,7",OPEN
serial,7603,188721667,4304552502603,3,1,,"11,19",OPEN
serial,7603,188721667,8609105005206,6,1,,"3,7",OPEN
serial,7603,188721667,10043955839407,7,1,,"11,19",OPEN
serial,7603,188721667,20087911678814,14,1,,"3,7",OPEN
serial,7603,188721667,30131867518221,21,1,,"11,19",OPEN
serial,7603,188721667,60263735036442,42,1,188721667,"3,7",OPEN
serial,7603,648003691,648003691,1,0,,"11,19",OPEN
serial,7603,648003691,1296007382,2,0,,"3,7",OPEN
serial,7603,648003691,1944011073,3,0,,"11,19",OPEN
serial,7603,648003691,3888022146,6,0,,"3,7",OPEN
serial,7603,648003691,4536025837,7,0,,"11,19",OPEN
serial,7603,648003691,9072051674,14,0,,"3,7",OPEN
serial,7603,648003691,13608077511,21,0,,"11,19",OPEN
serial,7603,648003691,27216155022,42,0,,"3,7",OPEN
serial,7603,648003691,4926772062673,1,1,,"11,19",OPEN
serial,7603,648003691,9853544125346,2,1,,"3,7",OPEN
serial,7603,648003691,14780316188019,3,1,648003691,"11,19",OPEN
serial,7603,648003691,29560632376038,6,1,,"3,7",OPEN
serial,7603,648003691,34487404438711,7,1,,"11,19",OPEN
serial,7603,648003691,68974808877422,14,1,,"3,7",OPEN
serial,7603,648003691,103462213316133,21,1,,"11,19",OPEN
serial,7603,648003691,206924426632266,42,1,,"3,7",OPEN
serial,19531,11835787,11835787,1,0,,"11,19",OPEN
serial,19531,11835787,23671574,2,0,,"3,7",OPEN
serial,19531,11835787,35507361,3,0,,"11,19",OPEN
serial,19531,11835787,71014722,6,0,,"3,7",OPEN
serial,19531,11835787,82850509,7,0,,"11,19",OPEN
serial,19531,11835787,165701018,14,0,,"3,7",OPEN
serial,19531,11835787,248551527,21,0,,"11,19",OPEN
serial,19531,11835787,497103054,42,0,,"3,7",OPEN
serial,19531,11835787,231164755897,1,1,,"11,19",OPEN
serial,19531,11835787,462329511794,2,1,11835787,"3,7",OPEN
serial,19531,11835787,693494267691,3,1,,"11,19",OPEN
serial,19531,11835787,1386988535382,6,1,,"3,7",OPEN
serial,19531,11835787,1618153291279,7,1,,"11,19",OPEN
serial,19531,11835787,3236306582558,14,1,,"3,7",OPEN
serial,19531,11835787,4854459873837,21,1,,"11,19",OPEN
serial,19531,11835787,9708919747674,42,1,,"3,7",OPEN
serial,19531,42304147,42304147,1,0,,"11,19",OPEN
serial,19531,42304147,84608294,2,0,,"3,7",OPEN
serial,19531,42304147,126912441,3,0,,"11,19",OPEN
serial,19531,42304147,253824882,6,0,,"3,7",OPEN
serial,19531,42304147,296129029,7,0,,"11,19",OPEN
serial,19531,42304147,592258058,14,0,,"3,7",OPEN
serial,19531,42304147,888387087,21,0,,"11,19",OPEN
serial,19531,42304147,1776774174,42,0,,"3,7",OPEN
serial,19531,42304147,826242295057,1,1,,"11,19",OPEN
serial,19531,42304147,1652484590114,2,1,,"3,7",OPEN
serial,19531,42304147,2478726885171,3,1,,"11,19",OPEN
serial,19531,42304147,4957453770342,6,1,42304147,"3,7",OPEN
serial,19531,42304147,5783696065399,7,1,,"11,19",OPEN
serial,19531,42304147,11567392130798,14,1,,"3,7",OPEN
serial,19531,42304147,17351088196197,21,1,,"11,19",OPEN
serial,19531,42304147,34702176392394,42,1,,"3,7",OPEN
serial,19531,3326871479,3326871479,1,0,,"11,19",OPEN
serial,19531,3326871479,6653742958,2,0,,"3,7",OPEN
serial,19531,3326871479,9980614437,3,0,,"11,19",OPEN
serial,19531,3326871479,19961228874,6,0,,"3,7",OPEN
serial,19531,3326871479,23288100353,7,0,,"11,19",OPEN
serial,19531,3326871479,46576200706,14,0,,"3,7",OPEN
serial,19531,3326871479,69864301059,21,0,,"11,19",OPEN
serial,19531,3326871479,139728602118,42,0,,"3,7",OPEN
serial,19531,3326871479,64977126856349,1,1,3326871479,"11,19",OPEN
serial,19531,3326871479,129954253712698,2,1,,"3,7",OPEN
serial,19531,3326871479,194931380569047,3,1,,"11,19",OPEN
serial,19531,3326871479,389862761138094,6,1,,"3,7",OPEN
serial,19531,3326871479,454839887994443,7,1,,"11,19",OPEN
serial,19531,3326871479,909679775988886,14,1,,"3,7",OPEN
serial,19531,3326871479,1364519663983329,21,1,,"11,19",OPEN
serial,19531,3326871479,2729039327966658,42,1,,"3,7",OPEN
serial,519499,36364931,36364931,1,0,,"11,19",OPEN
serial,519499,36364931,72729862,2,0,,"3,7",OPEN
serial,519499,36364931,109094793,3,0,,"11,19",OPEN
serial,519499,36364931,218189586,6,0,,"3,7",OPEN
serial,519499,36364931,254554517,7,0,,"11,19",OPEN
serial,519499,36364931,509109034,14,0,,"3,7",OPEN
serial,519499,36364931,763663551,21,0,,"11,19",OPEN
serial,519499,36364931,1527327102,42,0,,"3,7",OPEN
serial,519499,36364931,18891545289569,1,1,,"11,19",OPEN
serial,519499,36364931,37783090579138,2,1,,"3,7",OPEN
serial,519499,36364931,56674635868707,3,1,,"11,19",OPEN
serial,519499,36364931,113349271737414,6,1,,"3,7",OPEN
serial,519499,36364931,132240817026983,7,1,36364931,"11,19",OPEN
serial,519499,36364931,264481634053966,14,1,,"3,7",OPEN
serial,519499,36364931,396722451080949,21,1,,"11,19",OPEN
serial,519499,36364931,793444902161898,42,1,,"3,7",OPEN
serial,519499,327284371,327284371,1,0,,"11,19",OPEN
serial,519499,327284371,654568742,2,0,,"3,7",OPEN
serial,519499,327284371,981853113,3,0,,"11,19",OPEN
serial,519499,327284371,1963706226,6,0,,"3,7",OPEN
serial,519499,327284371,2290990597,7,0,,"11,19",OPEN
serial,519499,327284371,4581981194,14,0,,"3,7",OPEN
serial,519499,327284371,6872971791,21,0,,"11,19",OPEN
serial,519499,327284371,13745943582,42,0,,"3,7",OPEN
serial,519499,327284371,170023903450129,1,1,,"11,19",OPEN
serial,519499,327284371,340047806900258,2,1,,"3,7",OPEN
serial,519499,327284371,510071710350387,3,1,,"11,19",OPEN
serial,519499,327284371,1020143420700774,6,1,,"3,7",OPEN
serial,519499,327284371,1190167324150903,7,1,,"11,19",OPEN
serial,519499,327284371,2380334648301806,14,1,,"3,7",OPEN
serial,519499,327284371,3570501972452709,21,1,327284371,"11,19",OPEN
serial,519499,327284371,7141003944905418,42,1,,"3,7",OPEN
