pair_index,c,d,shift,target_survival_count,target_survival_frequency,h_-720_persistent_covered,h_-720_survival_count,h_-720_survival_frequency,h_-360_persistent_covered,h_-360_survival_count,h_-360_survival_frequency,h_0_persistent_covered,h_0_survival_count,h_0_survival_frequency,h_360_persistent_covered,h_360_survival_count,h_360_survival_frequency,h_720_persistent_covered,h_720_survival_count,h_720_survival_frequency,mean_control_frequency_numerator,mean_control_frequency_denominator,mean_control_frequency_decimal,target_minus_mean_control_frequency_numerator,target_minus_mean_control_frequency_denominator,target_minus_mean_control_frequency_decimal,rank_target_survival_frequency,rank_target_excess_above_control_mean,rank_target_deficit_below_control_mean
127,7,8,392812,63,0.245136186770428015564202334630,1,0,0,0,57,0.221789883268482490272373540856,0,63,0.245136186770428015564202334630,0,70,0.272373540856031128404669260700,1,0,0,127,1028,0.123540856031128404669260700389,125,1028,0.121595330739299610894941634241,103,22,386
128,7,9,1955312,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,258,205,149
129,7,10,9767812,69,0.268482490272373540856031128405,0,68,0.264591439688715953307392996109,0,64,0.249027237354085603112840466926,0,69,0.268482490272373540856031128405,0,66,0.256809338521400778210116731518,1,0,0,198,1028,0.192607003891050583657587548638,39,514,0.0758754863813229571984435797665,42,71,336
130,7,11,48830312,0,0,1,0,0,0,52,0.202334630350194552529182879377,1,0,0,0,44,0.171206225680933852140077821012,0,53,0.206225680933852140077821011673,149,1028,0.144941634241245136186770428016,-149,1028,-0.144941634241245136186770428016,259,338,70
131,7,12,244142812,65,0.252918287937743190661478599222,0,68,0.264591439688715953307392996109,0,63,0.245136186770428015564202334630,0,65,0.252918287937743190661478599222,0,69,0.268482490272373540856031128405,0,63,0.245136186770428015564202334630,263,1028,0.255836575875486381322957198444,-3,1028,-0.00291828793774319066147859922179,83,306,101
132,7,13,1220705312,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,260,206,150
133,7,14,6103517812,64,0.249027237354085603112840466926,1,0,0,0,69,0.268482490272373540856031128405,0,64,0.249027237354085603112840466926,0,65,0.252918287937743190661478599222,0,81,0.315175097276264591439688715953,215,1028,0.209143968871595330739299610895,41,1028,0.0398832684824902723735408560311,91,126,282
134,7,15,30517580312,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,261,207,151
135,7,16,152587892812,59,0.229571984435797665369649805447,1,0,0,0,73,0.284046692607003891050583657588,0,59,0.229571984435797665369649805447,0,66,0.256809338521400778210116731518,1,0,0,139,1028,0.135214007782101167315175097276,97,1028,0.0943579766536964980544747081712,143,37,368
136,8,0,6562,70,0.272373540856031128404669260700,0,55,0.214007782101167315175097276265,1,0,0,0,70,0.272373540856031128404669260700,0,66,0.256809338521400778210116731518,0,71,0.276264591439688715953307392996,192,1028,0.186770428015564202334630350195,22,257,0.0856031128404669260700389105058,29,53,355
137,8,1,6566,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,262,208,152
138,8,2,6586,0,0,0,66,0.256809338521400778210116731518,0,62,0.241245136186770428015564202335,1,0,0,0,73,0.284046692607003891050583657588,0,65,0.252918287937743190661478599222,266,1028,0.258754863813229571984435797665,-133,514,-0.258754863813229571984435797665,263,395,13
139,8,3,6686,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,264,209,153
140,8,4,7186,65,0.252918287937743190661478599222,1,0,0,0,67,0.260700389105058365758754863813,0,65,0.252918287937743190661478599222,0,63,0.245136186770428015564202334630,0,59,0.229571984435797665369649805447,189,1028,0.183852140077821011673151750973,71,1028,0.0690661478599221789883268482490,84,83,325
141,8,5,9686,57,0.221789883268482490272373540856,0,51,0.198443579766536964980544747082,0,52,0.202334630350194552529182879377,0,57,0.221789883268482490272373540856,0,48,0.186770428015564202334630350195,1,0,0,151,1028,0.146887159533073929961089494163,77,1028,0.0749027237354085603112840466926,152,73,334
142,8,6,22186,67,0.260700389105058365758754863813,1,0,0,1,0,0,0,67,0.260700389105058365758754863813,0,65,0.252918287937743190661478599222,0,69,0.268482490272373540856031128405,134,1028,0.130350194552529182879377431907,67,514,0.130350194552529182879377431907,56,18,389
143,8,7,84686,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,265,210,154
144,8,8,397186,58,0.225680933852140077821011673152,0,57,0.221789883268482490272373540856,0,62,0.241245136186770428015564202335,0,58,0.225680933852140077821011673152,0,72,0.280155642023346303501945525292,0,64,0.249027237354085603112840466926,255,1028,0.248054474708171206225680933852,-23,1028,-0.0223735408560311284046692607004,149,323,85
145,8,9,1959686,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,266,211,155
146,8,10,9772186,67,0.260700389105058365758754863813,0,66,0.256809338521400778210116731518,0,62,0.241245136186770428015564202335,0,67,0.260700389105058365758754863813,0,67,0.260700389105058365758754863813,0,71,0.276264591439688715953307392996,266,1028,0.258754863813229571984435797665,1,514,0.00194552529182879377431906614786,57,157,249
147,8,11,48834686,47,0.182879377431906614785992217899,0,51,0.198443579766536964980544747082,0,54,0.210116731517509727626459143969,0,47,0.182879377431906614785992217899,0,60,0.233463035019455252918287937743,1,0,0,165,1028,0.160505836575875486381322957198,23,1028,0.0223735408560311284046692607004,183,143,265
148,8,12,244147186,0,0,0,64,0.249027237354085603112840466926,1,0,0,1,0,0,0,71,0.276264591439688715953307392996,0,54,0.210116731517509727626459143969,189,1028,0.183852140077821011673151750973,-189,1028,-0.183852140077821011673151750973,267,351,56
149,8,13,1220709686,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,268,212,156
150,8,14,6103522186,0,0,1,0,0,0,66,0.256809338521400778210116731518,1,0,0,0,78,0.303501945525291828793774319066,0,70,0.272373540856031128404669260700,214,1028,0.208171206225680933852140077821,-107,514,-0.208171206225680933852140077821,269,376,32
151,8,15,30517584686,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,270,213,157
152,8,16,152587897186,61,0.237354085603112840466926070039,0,67,0.260700389105058365758754863813,0,70,0.272373540856031128404669260700,0,61,0.237354085603112840466926070039,0,73,0.284046692607003891050583657588,0,70,0.272373540856031128404669260700,280,1028,0.272373540856031128404669260700,-9,257,-0.0350194552529182879377431906615,123,334,74
153,9,0,19684,64,0.249027237354085603112840466926,1,0,0,0,55,0.214007782101167315175097276265,0,64,0.249027237354085603112840466926,1,0,0,0,70,0.272373540856031128404669260700,125,1028,0.121595330739299610894941634241,131,1028,0.127431906614785992217898832685,92,20,388
154,9,1,19688,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,271,214,158
155,9,2,19708,73,0.284046692607003891050583657588,0,71,0.276264591439688715953307392996,1,0,0,0,73,0.284046692607003891050583657588,0,70,0.272373540856031128404669260700,0,71,0.276264591439688715953307392996,212,1028,0.206225680933852140077821011673,20,257,0.0778210116731517509727626459144,12,66,340
156,9,3,19808,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,272,215,159
157,9,4,20308,70,0.272373540856031128404669260700,0,73,0.284046692607003891050583657588,0,73,0.284046692607003891050583657588,0,70,0.272373540856031128404669260700,0,62,0.241245136186770428015564202335,1,0,0,208,1028,0.202334630350194552529182879377,18,257,0.0700389105058365758754863813230,30,80,326
158,9,5,22808,45,0.175097276264591439688715953307,0,49,0.190661478599221789883268482490,0,53,0.206225680933852140077821011673,0,45,0.175097276264591439688715953307,1,0,0,0,68,0.264591439688715953307392996109,170,1028,0.165369649805447470817120622568,5,514,0.00972762645914396887159533073930,186,151,257
159,9,6,35308,62,0.241245136186770428015564202335,1,0,0,0,62,0.241245136186770428015564202335,0,62,0.241245136186770428015564202335,0,64,0.249027237354085603112840466926,0,61,0.237354085603112840466926070039,187,1028,0.181906614785992217898832684825,61,1028,0.0593385214007782101167315175097,113,92,315
160,9,7,97808,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,273,216,160
161,9,8,410308,0,0,0,64,0.249027237354085603112840466926,1,0,0,1,0,0,0,67,0.260700389105058365758754863813,0,61,0.237354085603112840466926070039,192,1028,0.186770428015564202334630350195,-48,257,-0.186770428015564202334630350195,274,357,51
162,9,9,1972808,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,275,217,161
163,9,10,9785308,65,0.252918287937743190661478599222,0,67,0.260700389105058365758754863813,0,77,0.299610894941634241245136186770,0,65,0.252918287937743190661478599222,1,0,0,0,69,0.268482490272373540856031128405,213,1028,0.207198443579766536964980544747,47,1028,0.0457198443579766536964980544747,85,115,291
164,9,11,48847808,64,0.249027237354085603112840466926,0,53,0.206225680933852140077821011673,0,59,0.229571984435797665369649805447,0,64,0.249027237354085603112840466926,1,0,0,0,60,0.233463035019455252918287937743,172,1028,0.167315175097276264591439688716,21,257,0.0817120622568093385214007782101,93,57,349
165,9,12,244160308,68,0.264591439688715953307392996109,1,0,0,0,70,0.272373540856031128404669260700,0,68,0.264591439688715953307392996109,1,0,0,0,72,0.280155642023346303501945525292,142,1028,0.138132295719844357976653696498,65,514,0.126459143968871595330739299611,50,21,387
166,9,13,1220722808,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,276,218,162
167,9,14,6103535308,70,0.272373540856031128404669260700,0,74,0.287937743190661478599221789883,1,0,0,0,70,0.272373540856031128404669260700,0,69,0.268482490272373540856031128405,0,60,0.233463035019455252918287937743,203,1028,0.197470817120622568093385214008,77,1028,0.0749027237354085603112840466926,31,74,335
168,9,15,30517597808,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,277,219,163
169,9,16,152587910308,0,0,0,66,0.256809338521400778210116731518,0,58,0.225680933852140077821011673152,1,0,0,0,63,0.245136186770428015564202334630,0,66,0.256809338521400778210116731518,253,1028,0.246108949416342412451361867704,-253,1028,-0.246108949416342412451361867704,278,382,25
170,10,0,59050,62,0.241245136186770428015564202335,0,63,0.245136186770428015564202334630,0,56,0.217898832684824902723735408560,0,62,0.241245136186770428015564202335,0,68,0.264591439688715953307392996109,1,0,0,187,1028,0.181906614785992217898832684825,61,1028,0.0593385214007782101167315175097,114,93,316
171,10,1,59054,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,279,220,164
172,10,2,59074,60,0.233463035019455252918287937743,0,71,0.276264591439688715953307392996,0,59,0.229571984435797665369649805447,0,60,0.233463035019455252918287937743,0,60,0.233463035019455252918287937743,0,67,0.260700389105058365758754863813,257,1028,0.25,-17,1028,-0.0165369649805447470817120622568,133,320,87
173,10,3,59174,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,280,221,165
174,10,4,59674,62,0.241245136186770428015564202335,0,57,0.221789883268482490272373540856,0,68,0.264591439688715953307392996109,0,62,0.241245136186770428015564202335,0,63,0.245136186770428015564202334630,0,67,0.260700389105058365758754863813,255,1028,0.248054474708171206225680933852,-7,1028,-0.00680933852140077821011673151751,115,309,99
175,10,5,62174,52,0.202334630350194552529182879377,1,0,0,0,52,0.202334630350194552529182879377,0,52,0.202334630350194552529182879377,0,52,0.202334630350194552529182879377,1,0,0,104,1028,0.101167315175097276264591439689,26,257,0.101167315175097276264591439689,169,33,375
176,10,6,74674,71,0.276264591439688715953307392996,0,64,0.249027237354085603112840466926,0,72,0.280155642023346303501945525292,0,71,0.276264591439688715953307392996,0,64,0.249027237354085603112840466926,1,0,0,200,1028,0.194552529182879377431906614786,21,257,0.0817120622568093385214007782101,21,58,350
177,10,7,137174,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,281,222,166
178,10,8,449674,62,0.241245136186770428015564202335,0,71,0.276264591439688715953307392996,0,73,0.284046692607003891050583657588,0,62,0.241245136186770428015564202335,1,0,0,0,66,0.256809338521400778210116731518,210,1028,0.204280155642023346303501945525,19,514,0.0369649805447470817120622568093,116,128,279
179,10,9,2012174,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,282,223,167
180,10,10,9824674,0,0,0,69,0.268482490272373540856031128405,0,66,0.256809338521400778210116731518,1,0,0,0,58,0.225680933852140077821011673152,1,0,0,193,1028,0.187743190661478599221789883268,-193,1028,-0.187743190661478599221789883268,283,359,49
181,10,11,48887174,51,0.198443579766536964980544747082,1,0,0,0,48,0.186770428015564202334630350195,0,51,0.198443579766536964980544747082,0,54,0.210116731517509727626459143969,0,48,0.186770428015564202334630350195,150,1028,0.145914396887159533073929961089,27,514,0.0525291828793774319066147859922,170,106,303
182,10,12,244199674,71,0.276264591439688715953307392996,0,71,0.276264591439688715953307392996,0,63,0.245136186770428015564202334630,0,71,0.276264591439688715953307392996,0,69,0.268482490272373540856031128405,1,0,0,203,1028,0.197470817120622568093385214008,81,1028,0.0787937743190661478599221789883,22,65,343
183,10,13,1220762174,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,284,224,168
184,10,14,6103574674,0,0,0,59,0.229571984435797665369649805447,0,57,0.221789883268482490272373540856,1,0,0,0,65,0.252918287937743190661478599222,0,63,0.245136186770428015564202334630,244,1028,0.237354085603112840466926070039,-61,257,-0.237354085603112840466926070039,285,379,29
185,10,15,30517637174,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,286,225,169
186,10,16,152587949674,0,0,0,70,0.272373540856031128404669260700,0,67,0.260700389105058365758754863813,1,0,0,0,66,0.256809338521400778210116731518,0,68,0.264591439688715953307392996109,271,1028,0.263618677042801556420233463035,-271,1028,-0.263618677042801556420233463035,287,400,7
187,11,0,177148,0,0,0,69,0.268482490272373540856031128405,0,67,0.260700389105058365758754863813,1,0,0,0,70,0.272373540856031128404669260700,0,62,0.241245136186770428015564202335,268,1028,0.260700389105058365758754863813,-67,257,-0.260700389105058365758754863813,288,398,11
188,11,1,177152,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,289,226,170
189,11,2,177172,71,0.276264591439688715953307392996,0,69,0.268482490272373540856031128405,0,63,0.245136186770428015564202334630,0,71,0.276264591439688715953307392996,1,0,0,0,63,0.245136186770428015564202334630,195,1028,0.189688715953307392996108949416,89,1028,0.0865758754863813229571984435798,23,51,357
190,11,3,177272,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,290,227,171
191,11,4,177772,67,0.260700389105058365758754863813,1,0,0,0,65,0.252918287937743190661478599222,0,67,0.260700389105058365758754863813,0,66,0.256809338521400778210116731518,1,0,0,131,1028,0.127431906614785992217898832685,137,1028,0.133268482490272373540856031128,58,17,391
192,11,5,180272,0,0,0,47,0.182879377431906614785992217899,0,57,0.221789883268482490272373540856,1,0,0,0,49,0.190661478599221789883268482490,0,55,0.214007782101167315175097276265,208,1028,0.202334630350194552529182879377,-52,257,-0.202334630350194552529182879377,291,372,36
193,11,6,192772,0,0,0,67,0.260700389105058365758754863813,0,58,0.225680933852140077821011673152,1,0,0,0,63,0.245136186770428015564202334630,0,72,0.280155642023346303501945525292,260,1028,0.252918287937743190661478599222,-65,257,-0.252918287937743190661478599222,292,389,20
194,11,7,255272,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,293,228,172
195,11,8,567772,57,0.221789883268482490272373540856,0,67,0.260700389105058365758754863813,0,65,0.252918287937743190661478599222,0,57,0.221789883268482490272373540856,0,67,0.260700389105058365758754863813,0,63,0.245136186770428015564202334630,262,1028,0.254863813229571984435797665370,-17,514,-0.0330739299610894941634241245136,153,333,75
196,11,9,2130272,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,294,229,173
197,11,10,9942772,74,0.287937743190661478599221789883,1,0,0,0,68,0.264591439688715953307392996109,0,74,0.287937743190661478599221789883,0,71,0.276264591439688715953307392996,0,75,0.291828793774319066147859922179,214,1028,0.208171206225680933852140077821,41,514,0.0797665369649805447470817120623,5,61,344
198,11,11,49005272,0,0,0,54,0.210116731517509727626459143969,0,45,0.175097276264591439688715953307,1,0,0,0,57,0.221789883268482490272373540856,0,48,0.186770428015564202334630350195,204,1028,0.198443579766536964980544747082,-51,257,-0.198443579766536964980544747082,295,370,39
199,11,12,244317772,0,0,0,65,0.252918287937743190661478599222,0,62,0.241245136186770428015564202335,1,0,0,0,61,0.237354085603112840466926070039,0,61,0.237354085603112840466926070039,249,1028,0.242217898832684824902723735409,-249,1028,-0.242217898832684824902723735409,296,380,28
200,11,13,1220880272,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,297,230,174
201,11,14,6103692772,60,0.233463035019455252918287937743,0,79,0.307392996108949416342412451362,0,65,0.252918287937743190661478599222,0,60,0.233463035019455252918287937743,1,0,0,0,66,0.256809338521400778210116731518,210,1028,0.204280155642023346303501945525,15,514,0.0291828793774319066147859922179,134,137,271
202,11,15,30517755272,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,298,231,175
203,11,16,152588067772,0,0,1,0,0,0,58,0.225680933852140077821011673152,1,0,0,0,67,0.260700389105058365758754863813,0,70,0.272373540856031128404669260700,195,1028,0.189688715953307392996108949416,-195,1028,-0.189688715953307392996108949416,299,361,47
204,12,0,531442,67,0.260700389105058365758754863813,0,71,0.276264591439688715953307392996,0,64,0.249027237354085603112840466926,0,67,0.260700389105058365758754863813,1,0,0,0,60,0.233463035019455252918287937743,195,1028,0.189688715953307392996108949416,73,1028,0.0710116731517509727626459143969,59,79,329
205,12,1,531446,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,300,232,176
206,12,2,531466,66,0.256809338521400778210116731518,0,71,0.276264591439688715953307392996,0,61,0.237354085603112840466926070039,0,66,0.256809338521400778210116731518,0,56,0.217898832684824902723735408560,1,0,0,188,1028,0.182879377431906614785992217899,19,257,0.0739299610894941634241245136187,71,75,333
207,12,3,531566,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,301,233,177
208,12,4,532066,68,0.264591439688715953307392996109,0,71,0.276264591439688715953307392996,0,69,0.268482490272373540856031128405,0,68,0.264591439688715953307392996109,0,77,0.299610894941634241245136186770,0,68,0.264591439688715953307392996109,285,1028,0.277237354085603112840466926070,-13,1028,-0.0126459143968871595330739299611,51,317,92
209,12,5,534566,51,0.198443579766536964980544747082,0,50,0.194552529182879377431906614786,0,56,0.217898832684824902723735408560,0,51,0.198443579766536964980544747082,0,47,0.182879377431906614785992217899,0,50,0.194552529182879377431906614786,203,1028,0.197470817120622568093385214008,1,1028,0.000972762645914396887159533073930,171,160,248
210,12,6,547066,57,0.221789883268482490272373540856,1,0,0,0,71,0.276264591439688715953307392996,0,57,0.221789883268482490272373540856,1,0,0,0,78,0.303501945525291828793774319066,149,1028,0.144941634241245136186770428016,79,1028,0.0768482490272373540856031128405,154,70,339
211,12,7,609566,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,302,234,178
212,12,8,922066,67,0.260700389105058365758754863813,0,57,0.221789883268482490272373540856,0,65,0.252918287937743190661478599222,0,67,0.260700389105058365758754863813,0,71,0.276264591439688715953307392996,1,0,0,193,1028,0.187743190661478599221789883268,75,1028,0.0729571984435797665369649805447,60,78,332
213,12,9,2484566,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,303,235,179
214,12,10,10297066,63,0.245136186770428015564202334630,0,70,0.272373540856031128404669260700,1,0,0,0,63,0.245136186770428015564202334630,0,66,0.256809338521400778210116731518,0,61,0.237354085603112840466926070039,197,1028,0.191634241245136186770428015564,55,1028,0.0535019455252918287937743190661,104,102,304
215,12,11,49359566,54,0.210116731517509727626459143969,1,0,0,0,46,0.178988326848249027237354085603,0,54,0.210116731517509727626459143969,0,58,0.225680933852140077821011673152,0,54,0.210116731517509727626459143969,158,1028,0.153696498054474708171206225681,29,514,0.0564202334630350194552529182879,163,99,309
216,12,12,244672066,0,0,0,69,0.268482490272373540856031128405,0,65,0.252918287937743190661478599222,1,0,0,1,0,0,0,75,0.291828793774319066147859922179,209,1028,0.203307392996108949416342412451,-209,1028,-0.203307392996108949416342412451,304,373,34
217,12,13,1221234566,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,305,236,180
218,12,14,6104047066,69,0.268482490272373540856031128405,0,72,0.280155642023346303501945525292,0,64,0.249027237354085603112840466926,0,69,0.268482490272373540856031128405,0,72,0.280155642023346303501945525292,1,0,0,208,1028,0.202334630350194552529182879377,17,257,0.0661478599221789883268482490272,43,86,322
219,12,15,30518109566,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,306,237,181
220,12,16,152588422066,72,0.280155642023346303501945525292,1,0,0,1,0,0,0,72,0.280155642023346303501945525292,0,66,0.256809338521400778210116731518,0,66,0.256809338521400778210116731518,132,1028,0.128404669260700389105058365759,39,257,0.151750972762645914396887159533,19,8,401
221,13,0,1594324,75,0.291828793774319066147859922179,0,65,0.252918287937743190661478599222,0,64,0.249027237354085603112840466926,0,75,0.291828793774319066147859922179,0,59,0.229571984435797665369649805447,0,63,0.245136186770428015564202334630,251,1028,0.244163424124513618677042801556,49,1028,0.0476653696498054474708171206226,3,113,296
222,13,1,1594328,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,307,238,182
223,13,2,1594348,0,0,1,0,0,0,64,0.249027237354085603112840466926,1,0,0,0,54,0.210116731517509727626459143969,0,67,0.260700389105058365758754863813,185,1028,0.179961089494163424124513618677,-185,1028,-0.179961089494163424124513618677,308,348,60
224,13,3,1594448,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,309,239,183
225,13,4,1594948,79,0.307392996108949416342412451362,1,0,0,0,67,0.260700389105058365758754863813,0,79,0.307392996108949416342412451362,1,0,0,1,0,0,67,1028,0.0651750972762645914396887159533,249,1028,0.242217898832684824902723735409,1,1,407
226,13,5,1597448,0,0,0,61,0.237354085603112840466926070039,1,0,0,1,0,0,0,54,0.210116731517509727626459143969,0,48,0.186770428015564202334630350195,163,1028,0.158560311284046692607003891051,-163,1028,-0.158560311284046692607003891051,310,341,67
227,13,6,1609948,64,0.249027237354085603112840466926,0,69,0.268482490272373540856031128405,0,66,0.256809338521400778210116731518,0,64,0.249027237354085603112840466926,0,70,0.272373540856031128404669260700,0,68,0.264591439688715953307392996109,273,1028,0.265564202334630350194552529183,-17,1028,-0.0165369649805447470817120622568,94,321,88
228,13,7,1672448,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,311,240,184
229,13,8,1984948,73,0.284046692607003891050583657588,0,60,0.233463035019455252918287937743,0,66,0.256809338521400778210116731518,0,73,0.284046692607003891050583657588,0,67,0.260700389105058365758754863813,0,63,0.245136186770428015564202334630,256,1028,0.249027237354085603112840466926,9,257,0.0350194552529182879377431906615,13,132,277
230,13,9,3547448,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,312,241,185
231,13,10,11359948,61,0.237354085603112840466926070039,0,67,0.260700389105058365758754863813,0,66,0.256809338521400778210116731518,0,61,0.237354085603112840466926070039,0,64,0.249027237354085603112840466926,1,0,0,197,1028,0.191634241245136186770428015564,47,1028,0.0457198443579766536964980544747,124,116,292
232,13,11,50422448,0,0,0,46,0.178988326848249027237354085603,0,57,0.221789883268482490272373540856,1,0,0,0,49,0.190661478599221789883268482490,0,57,0.221789883268482490272373540856,209,1028,0.203307392996108949416342412451,-209,1028,-0.203307392996108949416342412451,313,374,35
233,13,12,245734948,0,0,0,69,0.268482490272373540856031128405,0,67,0.260700389105058365758754863813,1,0,0,0,60,0.233463035019455252918287937743,0,71,0.276264591439688715953307392996,267,1028,0.259727626459143968871595330739,-267,1028,-0.259727626459143968871595330739,314,396,12
234,13,13,1222297448,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,315,242,186
235,13,14,6105109948,65,0.252918287937743190661478599222,1,0,0,0,66,0.256809338521400778210116731518,0,65,0.252918287937743190661478599222,0,61,0.237354085603112840466926070039,0,66,0.256809338521400778210116731518,193,1028,0.187743190661478599221789883268,67,1028,0.0651750972762645914396887159533,86,88,321
236,13,15,30519172448,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,316,243,187
237,13,16,152589484948,67,0.260700389105058365758754863813,0,68,0.264591439688715953307392996109,0,70,0.272373540856031128404669260700,0,67,0.260700389105058365758754863813,0,70,0.272373540856031128404669260700,1,0,0,208,1028,0.202334630350194552529182879377,15,257,0.0583657587548638132295719844358,61,96,313
238,14,0,4782970,66,0.256809338521400778210116731518,0,68,0.264591439688715953307392996109,1,0,0,0,66,0.256809338521400778210116731518,1,0,0,1,0,0,68,1028,0.0661478599221789883268482490272,49,257,0.190661478599221789883268482490,72,2,406
239,14,1,4782974,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,317,244,188
240,14,2,4782994,0,0,0,70,0.272373540856031128404669260700,1,0,0,1,0,0,0,78,0.303501945525291828793774319066,0,70,0.272373540856031128404669260700,218,1028,0.212062256809338521400778210117,-109,514,-0.212062256809338521400778210117,318,377,31
241,14,3,4783094,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,319,245,189
242,14,4,4783594,65,0.252918287937743190661478599222,0,66,0.256809338521400778210116731518,0,61,0.237354085603112840466926070039,0,65,0.252918287937743190661478599222,0,64,0.249027237354085603112840466926,1,0,0,191,1028,0.185797665369649805447470817121,69,1028,0.0671206225680933852140077821012,87,85,323
243,14,5,4786094,55,0.214007782101167315175097276265,0,50,0.194552529182879377431906614786,0,54,0.210116731517509727626459143969,0,55,0.214007782101167315175097276265,1,0,0,1,0,0,104,1028,0.101167315175097276264591439689,29,257,0.112840466926070038910505836576,160,28,379
244,14,6,4798594,60,0.233463035019455252918287937743,0,65,0.252918287937743190661478599222,0,67,0.260700389105058365758754863813,0,60,0.233463035019455252918287937743,0,65,0.252918287937743190661478599222,0,73,0.284046692607003891050583657588,270,1028,0.262645914396887159533073929961,-15,514,-0.0291828793774319066147859922179,135,328,80
245,14,7,4861094,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,320,246,190
246,14,8,5173594,0,0,0,60,0.233463035019455252918287937743,0,72,0.280155642023346303501945525292,1,0,0,0,74,0.287937743190661478599221789883,0,70,0.272373540856031128404669260700,276,1028,0.268482490272373540856031128405,-69,257,-0.268482490272373540856031128405,321,405,3
247,14,9,6736094,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,322,247,191
248,14,10,14548594,64,0.249027237354085603112840466926,0,68,0.264591439688715953307392996109,0,60,0.233463035019455252918287937743,0,64,0.249027237354085603112840466926,1,0,0,0,73,0.284046692607003891050583657588,201,1028,0.195525291828793774319066147860,55,1028,0.0535019455252918287937743190661,95,103,305
249,14,11,53611094,45,0.175097276264591439688715953307,0,56,0.217898832684824902723735408560,0,50,0.194552529182879377431906614786,0,45,0.175097276264591439688715953307,0,45,0.175097276264591439688715953307,1,0,0,151,1028,0.146887159533073929961089494163,29,1028,0.0282101167315175097276264591440,187,138,269
