h,pair_index,c,d,shift,survival_count,survival_frequency_numerator,survival_frequency_denominator,survival_frequency_decimal,first_winning_k,last_winning_k,longest_consecutive_winning_run,never_wins,wins_every_k,leave_anchor_out_survival_count,leave_anchor_out_frequency_numerator,leave_anchor_out_frequency_denominator,leave_anchor_out_frequency_decimal
-360,72,4,4,706,57,57,257,0.221789883268482490272373540856,-126,125,2,0,0,,,,
-360,73,4,5,3206,55,55,257,0.214007782101167315175097276265,-127,124,3,0,0,,,,
-360,74,4,6,15706,62,62,257,0.241245136186770428015564202335,-127,125,3,0,0,,,,
-360,76,4,8,390706,59,59,257,0.229571984435797665369649805447,-123,125,3,0,0,,,,
-360,78,4,10,9765706,71,71,257,0.276264591439688715953307392996,-128,125,3,0,0,,,,
-360,79,4,11,48828206,48,48,257,0.186770428015564202334630350195,-124,128,3,0,0,,,,
-360,80,4,12,244140706,68,68,257,0.264591439688715953307392996109,-128,128,3,0,0,,,,
-360,82,4,14,6103515706,58,58,257,0.225680933852140077821011673152,-127,125,3,0,0,,,,
-360,84,4,16,152587890706,72,72,257,0.280155642023346303501945525292,-126,125,3,0,0,,,,
-360,85,5,0,244,58,58,257,0.225680933852140077821011673152,-125,124,3,0,0,,,,
-360,87,5,2,268,70,70,257,0.272373540856031128404669260700,-126,126,3,0,0,,,,
-360,89,5,4,868,62,62,257,0.241245136186770428015564202335,-126,127,3,0,0,,,,
-360,90,5,5,3368,54,54,257,0.210116731517509727626459143969,-125,128,3,0,0,,,,
-360,91,5,6,15868,59,59,257,0.229571984435797665369649805447,-124,124,2,0,0,,,,
-360,95,5,10,9765868,55,55,257,0.214007782101167315175097276265,-125,124,3,0,0,,,,
-360,96,5,11,48828368,48,48,257,0.186770428015564202334630350195,-120,128,2,0,0,,,,
-360,97,5,12,244140868,61,61,257,0.237354085603112840466926070039,-122,124,3,0,0,,,,
-360,99,5,14,6103515868,65,65,257,0.252918287937743190661478599222,-124,124,3,0,0,,,,
-360,101,5,16,152587890868,68,68,257,0.264591439688715953307392996109,-126,119,3,0,0,,,,
-360,102,6,0,730,70,70,257,0.272373540856031128404669260700,-126,121,3,0,0,,,,
-360,104,6,2,754,65,65,257,0.252918287937743190661478599222,-128,122,3,0,0,,,,
-360,107,6,5,3854,63,63,257,0.245136186770428015564202334630,-128,128,3,0,0,,,,
-360,108,6,6,16354,65,65,257,0.252918287937743190661478599222,-126,128,2,0,0,,,,
-360,110,6,8,391354,67,67,257,0.260700389105058365758754863813,-127,125,3,0,0,,,,
-360,113,6,11,48828854,54,54,257,0.210116731517509727626459143969,-124,125,3,0,0,,,,
-360,114,6,12,244141354,68,68,257,0.264591439688715953307392996109,-123,125,3,0,0,,,,
-360,119,7,0,2188,65,65,257,0.252918287937743190661478599222,-126,126,3,0,0,,,,
-360,121,7,2,2212,76,76,257,0.295719844357976653696498054475,-126,124,3,0,0,,,,
-360,124,7,5,5312,50,50,257,0.194552529182879377431906614786,-128,128,2,0,0,,,,
-360,125,7,6,17812,66,66,257,0.256809338521400778210116731518,-124,127,2,0,0,,,,
-360,127,7,8,392812,57,57,257,0.221789883268482490272373540856,-126,123,3,0,0,,,,
-360,129,7,10,9767812,64,64,257,0.249027237354085603112840466926,-122,123,3,0,0,,,,
-360,130,7,11,48830312,52,52,257,0.202334630350194552529182879377,-120,120,2,0,0,,,,
-360,131,7,12,244142812,63,63,257,0.245136186770428015564202334630,-117,126,3,0,0,,,,
-360,133,7,14,6103517812,69,69,257,0.268482490272373540856031128405,-126,127,3,0,0,,,,
-360,135,7,16,152587892812,73,73,257,0.284046692607003891050583657588,-125,123,3,0,0,,,,
-360,138,8,2,6586,62,62,257,0.241245136186770428015564202335,-127,125,3,0,0,,,,
-360,140,8,4,7186,67,67,257,0.260700389105058365758754863813,-127,122,2,0,0,,,,
-360,141,8,5,9686,52,52,257,0.202334630350194552529182879377,-127,121,2,0,0,,,,
-360,144,8,8,397186,62,62,257,0.241245136186770428015564202335,-126,125,2,0,0,,,,
-360,146,8,10,9772186,62,62,257,0.241245136186770428015564202335,-127,125,3,0,0,,,,
-360,147,8,11,48834686,54,54,257,0.210116731517509727626459143969,-127,128,3,0,0,,,,
-360,150,8,14,6103522186,66,66,257,0.256809338521400778210116731518,-128,122,3,0,0,,,,
