h,pair_index,c,d,shift,survival_count,survival_frequency_numerator,survival_frequency_denominator,survival_frequency_decimal,first_winning_k,last_winning_k,longest_consecutive_winning_run,never_wins,wins_every_k,leave_anchor_out_survival_count,leave_anchor_out_frequency_numerator,leave_anchor_out_frequency_denominator,leave_anchor_out_frequency_decimal
-360,152,8,16,152587897186,70,70,257,0.272373540856031128404669260700,-128,125,3,0,0,,,,
-360,153,9,0,19684,55,55,257,0.214007782101167315175097276265,-122,124,3,0,0,,,,
-360,157,9,4,20308,73,73,257,0.284046692607003891050583657588,-126,127,3,0,0,,,,
-360,158,9,5,22808,53,53,257,0.206225680933852140077821011673,-128,127,3,0,0,,,,
-360,159,9,6,35308,62,62,257,0.241245136186770428015564202335,-126,127,3,0,0,,,,
-360,163,9,10,9785308,77,77,257,0.299610894941634241245136186770,-125,127,3,0,0,,,,
-360,164,9,11,48847808,59,59,257,0.229571984435797665369649805447,-126,128,3,0,0,,,,
-360,165,9,12,244160308,70,70,257,0.272373540856031128404669260700,-125,127,3,0,0,,,,
-360,169,9,16,152587910308,58,58,257,0.225680933852140077821011673152,-126,124,3,0,0,,,,
-360,170,10,0,59050,56,56,257,0.217898832684824902723735408560,-128,125,3,0,0,,,,
-360,172,10,2,59074,59,59,257,0.229571984435797665369649805447,-124,121,3,0,0,,,,
-360,174,10,4,59674,68,68,257,0.264591439688715953307392996109,-119,122,3,0,0,,,,
-360,175,10,5,62174,52,52,257,0.202334630350194552529182879377,-128,128,2,0,0,,,,
-360,176,10,6,74674,72,72,257,0.280155642023346303501945525292,-127,122,3,0,0,,,,
-360,178,10,8,449674,73,73,257,0.284046692607003891050583657588,-128,128,3,0,0,,,,
-360,180,10,10,9824674,66,66,257,0.256809338521400778210116731518,-126,128,3,0,0,,,,
-360,181,10,11,48887174,48,48,257,0.186770428015564202334630350195,-127,126,3,0,0,,,,
-360,182,10,12,244199674,63,63,257,0.245136186770428015564202334630,-126,124,3,0,0,,,,
-360,184,10,14,6103574674,57,57,257,0.221789883268482490272373540856,-123,125,3,0,0,,,,
-360,186,10,16,152587949674,67,67,257,0.260700389105058365758754863813,-128,122,3,0,0,,,,
-360,187,11,0,177148,67,67,257,0.260700389105058365758754863813,-124,126,3,0,0,,,,
-360,189,11,2,177172,63,63,257,0.245136186770428015564202334630,-125,127,3,0,0,,,,
-360,191,11,4,177772,65,65,257,0.252918287937743190661478599222,-125,127,2,0,0,,,,
-360,192,11,5,180272,57,57,257,0.221789883268482490272373540856,-128,128,3,0,0,,,,
-360,193,11,6,192772,58,58,257,0.225680933852140077821011673152,-125,127,3,0,0,,,,
-360,195,11,8,567772,65,65,257,0.252918287937743190661478599222,-121,126,3,0,0,,,,
-360,197,11,10,9942772,68,68,257,0.264591439688715953307392996109,-117,124,3,0,0,,,,
-360,198,11,11,49005272,45,45,257,0.175097276264591439688715953307,-112,123,3,0,0,,,,
-360,199,11,12,244317772,62,62,257,0.241245136186770428015564202335,-126,127,3,0,0,,,,
-360,201,11,14,6103692772,65,65,257,0.252918287937743190661478599222,-125,123,3,0,0,,,,
-360,203,11,16,152588067772,58,58,257,0.225680933852140077821011673152,-124,124,3,0,0,,,,
-360,204,12,0,531442,64,64,257,0.249027237354085603112840466926,-126,121,2,0,0,,,,
-360,206,12,2,531466,61,61,257,0.237354085603112840466926070039,-128,128,3,0,0,,,,
-360,208,12,4,532066,69,69,257,0.268482490272373540856031128405,-128,128,3,0,0,,,,
-360,209,12,5,534566,56,56,257,0.217898832684824902723735408560,-127,125,3,0,0,,,,
-360,210,12,6,547066,71,71,257,0.276264591439688715953307392996,-127,125,3,0,0,,,,
-360,212,12,8,922066,65,65,257,0.252918287937743190661478599222,-124,122,3,0,0,,,,
-360,215,12,11,49359566,46,46,257,0.178988326848249027237354085603,-127,128,3,0,0,,,,
-360,216,12,12,244672066,65,65,257,0.252918287937743190661478599222,-126,125,3,0,0,,,,
-360,218,12,14,6104047066,64,64,257,0.249027237354085603112840466926,-126,125,2,0,0,,,,
-360,221,13,0,1594324,64,64,257,0.249027237354085603112840466926,-126,127,3,0,0,,,,
-360,223,13,2,1594348,64,64,257,0.249027237354085603112840466926,-125,127,3,0,0,,,,
-360,225,13,4,1594948,67,67,257,0.260700389105058365758754863813,-124,123,3,0,0,,,,
-360,227,13,6,1609948,66,66,257,0.256809338521400778210116731518,-125,126,3,0,0,,,,
-360,229,13,8,1984948,66,66,257,0.256809338521400778210116731518,-126,127,3,0,0,,,,
-360,231,13,10,11359948,66,66,257,0.256809338521400778210116731518,-121,127,3,0,0,,,,
-360,232,13,11,50422448,57,57,257,0.221789883268482490272373540856,-126,128,3,0,0,,,,
-360,233,13,12,245734948,67,67,257,0.260700389105058365758754863813,-126,122,3,0,0,,,,
-360,235,13,14,6105109948,66,66,257,0.256809338521400778210116731518,-124,123,3,0,0,,,,
-360,237,13,16,152589484948,70,70,257,0.272373540856031128404669260700,-125,127,3,0,0,,,,
-360,242,14,4,4783594,61,61,257,0.237354085603112840466926070039,-128,124,3,0,0,,,,
-360,243,14,5,4786094,54,54,257,0.210116731517509727626459143969,-127,126,2,0,0,,,,
-360,244,14,6,4798594,67,67,257,0.260700389105058365758754863813,-124,122,3,0,0,,,,
-360,246,14,8,5173594,72,72,257,0.280155642023346303501945525292,-127,124,3,0,0,,,,
-360,248,14,10,14548594,60,60,257,0.233463035019455252918287937743,-127,128,3,0,0,,,,
-360,249,14,11,53611094,50,50,257,0.194552529182879377431906614786,-127,126,3,0,0,,,,
-360,252,14,14,6108298594,72,72,257,0.280155642023346303501945525292,-126,128,3,0,0,,,,
-360,254,14,16,152592673594,64,64,257,0.249027237354085603112840466926,-127,124,3,0,0,,,,
-360,255,15,0,14348908,54,54,257,0.210116731517509727626459143969,-118,127,2,0,0,,,,
-360,259,15,4,14349532,68,68,257,0.264591439688715953307392996109,-125,127,3,0,0,,,,
-360,260,15,5,14352032,53,53,257,0.206225680933852140077821011673,-125,128,3,0,0,,,,
-360,261,15,6,14364532,70,70,257,0.272373540856031128404669260700,-125,118,3,0,0,,,,
-360,265,15,10,24114532,63,63,257,0.245136186770428015564202334630,-125,123,3,0,0,,,,
-360,266,15,11,63177032,47,47,257,0.182879377431906614785992217899,-121,126,3,0,0,,,,
-360,267,15,12,258489532,63,63,257,0.245136186770428015564202334630,-116,123,3,0,0,,,,
-360,271,15,16,152602239532,67,67,257,0.260700389105058365758754863813,-124,127,2,0,0,,,,
-360,272,16,0,43046722,63,63,257,0.245136186770428015564202334630,-127,125,3,0,0,,,,
-360,274,16,2,43046746,76,76,257,0.295719844357976653696498054475,-127,120,3,0,0,,,,
-360,276,16,4,43047346,66,66,257,0.256809338521400778210116731518,-127,117,3,0,0,,,,
-360,277,16,5,43049846,53,53,257,0.206225680933852140077821011673,-116,125,3,0,0,,,,
-360,278,16,6,43062346,56,56,257,0.217898832684824902723735408560,-128,125,3,0,0,,,,
-360,282,16,10,52812346,58,58,257,0.225680933852140077821011673152,-126,122,3,0,0,,,,
-360,283,16,11,91874846,60,60,257,0.233463035019455252918287937743,-127,128,3,0,0,,,,
-360,284,16,12,287187346,67,67,257,0.260700389105058365758754863813,-127,125,3,0,0,,,,
-360,286,16,14,6146562346,67,67,257,0.260700389105058365758754863813,-128,128,3,0,0,,,,
-360,288,16,16,152630937346,66,66,257,0.256809338521400778210116731518,-127,122,3,0,0,,,,
-360,289,17,0,129140164,60,60,257,0.233463035019455252918287937743,-124,124,2,0,0,,,,
-360,291,17,2,129140188,69,69,257,0.268482490272373540856031128405,-125,127,3,0,0,,,,
-360,293,17,4,129140788,58,58,257,0.225680933852140077821011673152,-124,127,2,0,0,,,,
-360,294,17,5,129143288,55,55,257,0.214007782101167315175097276265,-128,122,2,0,0,,,,
-360,295,17,6,129155788,66,66,257,0.256809338521400778210116731518,-126,127,3,0,0,,,,
-360,297,17,8,129530788,61,61,257,0.237354085603112840466926070039,-125,127,3,0,0,,,,
-360,299,17,10,138905788,61,61,257,0.237354085603112840466926070039,-124,126,3,0,0,,,,
-360,300,17,11,177968288,51,51,257,0.198443579766536964980544747082,-120,128,3,0,0,,,,
-360,301,17,12,373280788,64,64,257,0.249027237354085603112840466926,-125,123,3,0,0,,,,
-360,305,17,16,152717030788,72,72,257,0.280155642023346303501945525292,-125,127,3,0,0,,,,
-360,306,18,0,387420490,66,66,257,0.256809338521400778210116731518,-127,122,3,0,0,,,,
-360,308,18,2,387420514,68,68,257,0.264591439688715953307392996109,-126,128,3,0,0,,,,
-360,311,18,5,387423614,52,52,257,0.202334630350194552529182879377,-127,126,3,0,0,,,,
-360,312,18,6,387436114,69,69,257,0.268482490272373540856031128405,-128,125,3,0,0,,,,
-360,314,18,8,387811114,72,72,257,0.280155642023346303501945525292,-126,128,3,0,0,,,,
-360,317,18,11,436248614,55,55,257,0.214007782101167315175097276265,-127,126,3,0,0,,,,
-360,318,18,12,631561114,60,60,257,0.233463035019455252918287937743,-127,125,3,0,0,,,,
-360,320,18,14,6490936114,59,59,257,0.229571984435797665369649805447,-127,117,3,0,0,,,,
-360,323,19,0,1162261468,62,62,257,0.241245136186770428015564202335,-124,126,3,0,0,,,,
-360,325,19,2,1162261492,67,67,257,0.260700389105058365758754863813,-124,124,3,0,0,,,,
-360,327,19,4,1162262092,60,60,257,0.233463035019455252918287937743,-126,119,3,0,0,,,,
-360,328,19,5,1162264592,55,55,257,0.214007782101167315175097276265,-128,127,2,0,0,,,,
-360,329,19,6,1162277092,59,59,257,0.229571984435797665369649805447,-125,124,3,0,0,,,,
-360,331,19,8,1162652092,60,60,257,0.233463035019455252918287937743,-125,126,3,0,0,,,,
-360,333,19,10,1172027092,67,67,257,0.260700389105058365758754863813,-126,127,3,0,0,,,,
-360,334,19,11,1211089592,49,49,257,0.190661478599221789883268482490,-120,128,3,0,0,,,,
-360,335,19,12,1406402092,70,70,257,0.272373540856031128404669260700,-125,126,3,0,0,,,,
-360,337,19,14,7265777092,61,61,257,0.237354085603112840466926070039,-125,127,3,0,0,,,,
-360,339,19,16,153750152092,65,65,257,0.252918287937743190661478599222,-124,124,3,0,0,,,,
-360,342,20,2,3486784426,64,64,257,0.249027237354085603112840466926,-126,120,3,0,0,,,,
-360,344,20,4,3486785026,65,65,257,0.252918287937743190661478599222,-127,125,3,0,0,,,,
-360,345,20,5,3486787526,50,50,257,0.194552529182879377431906614786,-127,125,2,0,0,,,,
-360,348,20,8,3487175026,66,66,257,0.256809338521400778210116731518,-127,125,2,0,0,,,,
-360,350,20,10,3496550026,64,64,257,0.249027237354085603112840466926,-128,125,3,0,0,,,,
-360,351,20,11,3535612526,46,46,257,0.178988326848249027237354085603,-124,125,2,0,0,,,,
-360,354,20,14,9590300026,83,83,257,0.322957198443579766536964980545,-127,124,3,0,0,,,,
-360,356,20,16,156074675026,66,66,257,0.256809338521400778210116731518,-124,128,3,0,0,,,,
-360,357,21,0,10460353204,69,69,257,0.268482490272373540856031128405,-126,127,3,0,0,,,,
-360,359,21,2,10460353228,74,74,257,0.287937743190661478599221789883,-125,127,3,0,0,,,,
-360,361,21,4,10460353828,60,60,257,0.233463035019455252918287937743,-124,124,3,0,0,,,,
-360,362,21,5,10460356328,53,53,257,0.206225680933852140077821011673,-128,122,3,0,0,,,,
-360,363,21,6,10460368828,58,58,257,0.225680933852140077821011673152,-124,124,2,0,0,,,,
-360,367,21,10,10470118828,63,63,257,0.245136186770428015564202334630,-126,124,3,0,0,,,,
-360,368,21,11,10509181328,45,45,257,0.175097276264591439688715953307,-126,114,3,0,0,,,,
-360,369,21,12,10704493828,66,66,257,0.256809338521400778210116731518,-122,119,3,0,0,,,,
-360,373,21,16,163048243828,66,66,257,0.256809338521400778210116731518,-116,124,3,0,0,,,,
-360,374,22,0,31381059610,67,67,257,0.260700389105058365758754863813,-127,125,3,0,0,,,,
-360,376,22,2,31381059634,64,64,257,0.249027237354085603112840466926,-126,125,3,0,0,,,,
-360,378,22,4,31381060234,59,59,257,0.229571984435797665369649805447,-128,128,2,0,0,,,,
-360,379,22,5,31381062734,54,54,257,0.210116731517509727626459143969,-127,126,3,0,0,,,,
-360,380,22,6,31381075234,65,65,257,0.252918287937743190661478599222,-128,125,3,0,0,,,,
-360,382,22,8,31381450234,69,69,257,0.268482490272373540856031128405,-123,121,3,0,0,,,,
-360,384,22,10,31390825234,61,61,257,0.237354085603112840466926070039,-127,125,3,0,0,,,,
-360,385,22,11,31429887734,48,48,257,0.186770428015564202334630350195,-127,120,2,0,0,,,,
-360,386,22,12,31625200234,67,67,257,0.260700389105058365758754863813,-128,128,3,0,0,,,,
-360,388,22,14,37484575234,59,59,257,0.229571984435797665369649805447,-124,125,3,0,0,,,,
-360,390,22,16,183968950234,68,68,257,0.264591439688715953307392996109,-127,125,3,0,0,,,,
-360,391,23,0,94143178828,68,68,257,0.264591439688715953307392996109,-125,127,3,0,0,,,,
-360,393,23,2,94143178852,65,65,257,0.252918287937743190661478599222,-126,124,3,0,0,,,,
-360,395,23,4,94143179452,70,70,257,0.272373540856031128404669260700,-125,127,3,0,0,,,,
-360,396,23,5,94143181952,56,56,257,0.217898832684824902723735408560,-128,128,3,0,0,,,,
-360,397,23,6,94143194452,62,62,257,0.241245136186770428015564202335,-126,127,3,0,0,,,,
-360,399,23,8,94143569452,57,57,257,0.221789883268482490272373540856,-126,127,2,0,0,,,,
-360,401,23,10,94152944452,73,73,257,0.284046692607003891050583657588,-121,124,3,0,0,,,,
-360,402,23,11,94192006952,54,54,257,0.210116731517509727626459143969,-121,128,2,0,0,,,,
-360,403,23,12,94387319452,63,63,257,0.245136186770428015564202334630,-124,126,3,0,0,,,,
-360,405,23,14,100246694452,61,61,257,0.237354085603112840466926070039,-125,127,3,0,0,,,,
0,0,0,0,2,50,50,257,0.194552529182879377431906614786,-116,122,2,0,0,50,50,256,0.1953125
0,3,0,3,126,63,63,257,0.245136186770428015564202334630,-127,126,3,0,0,63,63,256,0.24609375
0,6,0,6,15626,56,56,257,0.217898832684824902723735408560,-128,128,2,0,0,55,55,256,0.21484375
0,9,0,9,1953126,63,63,257,0.245136186770428015564202334630,-127,121,3,0,0,63,63,256,0.24609375
0,11,0,11,48828126,72,72,257,0.280155642023346303501945525292,-127,126,3,0,0,72,72,256,0.28125
0,12,0,12,244140626,41,41,257,0.159533073929961089494163424125,-127,128,2,0,0,41,41,256,0.16015625
0,15,0,15,30517578126,60,60,257,0.233463035019455252918287937743,-127,126,3,0,0,60,60,256,0.234375
0,17,1,0,4,61,61,257,0.237354085603112840466926070039,-125,124,3,0,0,61,61,256,0.23828125
0,19,1,2,28,58,58,257,0.225680933852140077821011673152,-126,127,3,0,0,58,58,256,0.2265625
0,20,1,3,128,47,47,257,0.182879377431906614785992217899,-128,112,2,0,0,47,47,256,0.18359375
0,21,1,4,628,70,70,257,0.272373540856031128404669260700,-126,126,3,0,0,70,70,256,0.2734375
0,25,1,8,390628,72,72,257,0.280155642023346303501945525292,-124,127,2,0,0,72,72,256,0.28125
0,26,1,9,1953128,50,50,257,0.194552529182879377431906614786,-128,119,2,0,0,50,50,256,0.1953125
0,27,1,10,9765628,73,73,257,0.284046692607003891050583657588,-125,124,3,0,0,73,73,256,0.28515625
0,31,1,14,6103515628,66,66,257,0.256809338521400778210116731518,-122,124,3,0,0,66,66,256,0.2578125
0,32,1,15,30517578128,59,59,257,0.229571984435797665369649805447,-121,128,3,0,0,58,58,256,0.2265625
0,34,2,0,10,60,60,257,0.233463035019455252918287937743,-128,121,3,0,0,60,60,256,0.234375
0,38,2,4,634,59,59,257,0.229571984435797665369649805447,-126,125,3,0,0,59,59,256,0.23046875
0,39,2,5,3134,54,54,257,0.210116731517509727626459143969,-127,121,3,0,0,54,54,256,0.2109375
0,40,2,6,15634,71,71,257,0.276264591439688715953307392996,-127,125,3,0,0,71,71,256,0.27734375
0,44,2,10,9765634,68,68,257,0.264591439688715953307392996109,-127,117,3,0,0,68,68,256,0.265625
0,45,2,11,48828134,45,45,257,0.175097276264591439688715953307,-127,128,2,0,0,45,45,256,0.17578125
0,46,2,12,244140634,59,59,257,0.229571984435797665369649805447,-127,121,3,0,0,59,59,256,0.23046875
0,50,2,16,152587890634,62,62,257,0.241245136186770428015564202335,-128,128,3,0,0,62,62,256,0.2421875
0,51,3,0,28,58,58,257,0.225680933852140077821011673152,-126,127,3,0,0,58,58,256,0.2265625
0,55,3,4,652,59,59,257,0.229571984435797665369649805447,-125,124,3,0,0,59,59,256,0.23046875
0,56,3,5,3152,56,56,257,0.217898832684824902723735408560,-128,120,2,0,0,56,56,256,0.21875
0,57,3,6,15652,61,61,257,0.237354085603112840466926070039,-124,127,3,0,0,61,61,256,0.23828125
0,59,3,8,390652,65,65,257,0.252918287937743190661478599222,-124,127,3,0,0,65,65,256,0.25390625
0,61,3,10,9765652,66,66,257,0.256809338521400778210116731518,-125,124,3,0,0,66,66,256,0.2578125
0,62,3,11,48828152,42,42,257,0.163424124513618677042801556420,-113,128,3,0,0,42,42,256,0.1640625
0,65,3,14,6103515652,65,65,257,0.252918287937743190661478599222,-124,119,3,0,0,65,65,256,0.25390625
0,67,3,16,152587890652,66,66,257,0.256809338521400778210116731518,-124,127,3,0,0,66,66,256,0.2578125
0,68,4,0,82,62,62,257,0.241245136186770428015564202335,-128,128,3,0,0,62,62,256,0.2421875
0,70,4,2,106,63,63,257,0.245136186770428015564202334630,-127,121,3,0,0,63,63,256,0.24609375
0,73,4,5,3206,50,50,257,0.194552529182879377431906614786,-127,125,3,0,0,49,49,256,0.19140625
0,74,4,6,15706,59,59,257,0.229571984435797665369649805447,-127,121,3,0,0,59,59,256,0.23046875
0,79,4,11,48828206,58,58,257,0.225680933852140077821011673152,-127,125,2,0,0,58,58,256,0.2265625
0,80,4,12,244140706,73,73,257,0.284046692607003891050583657588,-127,125,3,0,0,73,73,256,0.28515625
0,82,4,14,6103515706,65,65,257,0.252918287937743190661478599222,-126,128,3,0,0,64,64,256,0.25
0,84,4,16,152587890706,68,68,257,0.264591439688715953307392996109,-126,128,3,0,0,68,68,256,0.265625
0,87,5,2,268,75,75,257,0.291828793774319066147859922179,-126,124,3,0,0,75,75,256,0.29296875
0,89,5,4,868,60,60,257,0.233463035019455252918287937743,-125,127,2,0,0,60,60,256,0.234375
0,90,5,5,3368,44,44,257,0.171206225680933852140077821012,-126,127,2,0,0,44,44,256,0.171875
0,93,5,8,390868,72,72,257,0.280155642023346303501945525292,-126,126,3,0,0,72,72,256,0.28125
0,95,5,10,9765868,70,70,257,0.272373540856031128404669260700,-122,124,2,0,0,70,70,256,0.2734375
0,96,5,11,48828368,50,50,257,0.194552529182879377431906614786,-109,127,3,0,0,50,50,256,0.1953125
0,99,5,14,6103515868,69,69,257,0.268482490272373540856031128405,-125,124,3,0,0,69,69,256,0.26953125
0,101,5,16,152587890868,69,69,257,0.268482490272373540856031128405,-126,127,3,0,0,69,69,256,0.26953125
0,102,6,0,730,72,72,257,0.280155642023346303501945525292,-128,125,3,0,0,72,72,256,0.28125
0,104,6,2,754,67,67,257,0.260700389105058365758754863813,-127,125,3,0,0,67,67,256,0.26171875
0,106,6,4,1354,62,62,257,0.241245136186770428015564202335,-126,128,3,0,0,61,61,256,0.23828125
0,107,6,5,3854,45,45,257,0.175097276264591439688715953307,-123,126,2,0,0,45,45,256,0.17578125
0,110,6,8,391354,60,60,257,0.233463035019455252918287937743,-128,128,3,0,0,60,60,256,0.234375
0,112,6,10,9766354,63,63,257,0.245136186770428015564202334630,-127,125,3,0,0,63,63,256,0.24609375
0,114,6,12,244141354,60,60,257,0.233463035019455252918287937743,-126,122,3,0,0,60,60,256,0.234375
0,116,6,14,6103516354,66,66,257,0.256809338521400778210116731518,-127,125,2,0,0,66,66,256,0.2578125
0,119,7,0,2188,60,60,257,0.233463035019455252918287937743,-126,124,3,0,0,60,60,256,0.234375
0,121,7,2,2212,66,66,257,0.256809338521400778210116731518,-124,123,3,0,0,66,66,256,0.2578125
0,123,7,4,2812,62,62,257,0.241245136186770428015564202335,-125,124,3,0,0,62,62,256,0.2421875
0,125,7,6,17812,59,59,257,0.229571984435797665369649805447,-125,127,2,0,0,59,59,256,0.23046875
0,127,7,8,392812,63,63,257,0.245136186770428015564202334630,-125,123,3,0,0,63,63,256,0.24609375
0,129,7,10,9767812,69,69,257,0.268482490272373540856031128405,-125,127,3,0,0,69,69,256,0.26953125
0,131,7,12,244142812,65,65,257,0.252918287937743190661478599222,-125,127,3,0,0,65,65,256,0.25390625
0,133,7,14,6103517812,64,64,257,0.249027237354085603112840466926,-126,127,3,0,0,64,64,256,0.25
0,135,7,16,152587892812,59,59,257,0.229571984435797665369649805447,-125,123,3,0,0,59,59,256,0.23046875
0,136,8,0,6562,70,70,257,0.272373540856031128404669260700,-118,125,3,0,0,70,70,256,0.2734375
0,140,8,4,7186,65,65,257,0.252918287937743190661478599222,-128,125,3,0,0,65,65,256,0.25390625
0,141,8,5,9686,57,57,257,0.221789883268482490272373540856,-128,126,2,0,0,57,57,256,0.22265625
0,142,8,6,22186,67,67,257,0.260700389105058365758754863813,-127,122,3,0,0,67,67,256,0.26171875
0,144,8,8,397186,58,58,257,0.225680933852140077821011673152,-127,125,2,0,0,58,58,256,0.2265625
0,146,8,10,9772186,67,67,257,0.260700389105058365758754863813,-120,122,3,0,0,66,66,256,0.2578125
0,147,8,11,48834686,47,47,257,0.182879377431906614785992217899,-127,121,2,0,0,47,47,256,0.18359375
0,152,8,16,152587897186,61,61,257,0.237354085603112840466926070039,-127,124,3,0,0,61,61,256,0.23828125
0,153,9,0,19684,64,64,257,0.249027237354085603112840466926,-125,127,3,0,0,64,64,256,0.25
0,155,9,2,19708,73,73,257,0.284046692607003891050583657588,-124,124,3,0,0,73,73,256,0.28515625
0,157,9,4,20308,70,70,257,0.272373540856031128404669260700,-125,124,3,0,0,70,70,256,0.2734375
0,158,9,5,22808,45,45,257,0.175097276264591439688715953307,-126,123,3,0,0,45,45,256,0.17578125
0,159,9,6,35308,62,62,257,0.241245136186770428015564202335,-125,123,3,0,0,62,62,256,0.2421875
0,163,9,10,9785308,65,65,257,0.252918287937743190661478599222,-126,127,3,0,0,65,65,256,0.25390625
0,164,9,11,48847808,64,64,257,0.249027237354085603112840466926,-125,122,3,0,0,64,64,256,0.25
0,165,9,12,244160308,68,68,257,0.264591439688715953307392996109,-126,127,3,0,0,68,68,256,0.265625
0,167,9,14,6103535308,70,70,257,0.272373540856031128404669260700,-126,127,3,0,0,70,70,256,0.2734375
0,170,10,0,59050,62,62,257,0.241245136186770428015564202335,-127,122,3,0,0,62,62,256,0.2421875
0,172,10,2,59074,60,60,257,0.233463035019455252918287937743,-126,121,3,0,0,60,60,256,0.234375
0,174,10,4,59674,62,62,257,0.241245136186770428015564202335,-127,114,3,0,0,62,62,256,0.2421875
0,175,10,5,62174,52,52,257,0.202334630350194552529182879377,-123,125,2,0,0,52,52,256,0.203125
0,176,10,6,74674,71,71,257,0.276264591439688715953307392996,-127,128,3,0,0,71,71,256,0.27734375
0,178,10,8,449674,62,62,257,0.241245136186770428015564202335,-127,125,3,0,0,62,62,256,0.2421875
0,181,10,11,48887174,51,51,257,0.198443579766536964980544747082,-128,124,3,0,0,51,51,256,0.19921875
0,182,10,12,244199674,71,71,257,0.276264591439688715953307392996,-127,121,3,0,0,71,71,256,0.27734375
0,189,11,2,177172,71,71,257,0.276264591439688715953307392996,-126,127,3,0,0,71,71,256,0.27734375
0,191,11,4,177772,67,67,257,0.260700389105058365758754863813,-122,127,3,0,0,67,67,256,0.26171875
0,195,11,8,567772,57,57,257,0.221789883268482490272373540856,-126,127,3,0,0,57,57,256,0.22265625
0,197,11,10,9942772,74,74,257,0.287937743190661478599221789883,-126,127,3,0,0,74,74,256,0.2890625
0,201,11,14,6103692772,60,60,257,0.233463035019455252918287937743,-121,127,3,0,0,60,60,256,0.234375
0,204,12,0,531442,67,67,257,0.260700389105058365758754863813,-127,128,3,0,0,67,67,256,0.26171875
0,206,12,2,531466,66,66,257,0.256809338521400778210116731518,-127,125,3,0,0,65,65,256,0.25390625
0,208,12,4,532066,68,68,257,0.264591439688715953307392996109,-127,124,3,0,0,68,68,256,0.265625
0,209,12,5,534566,51,51,257,0.198443579766536964980544747082,-128,125,2,0,0,51,51,256,0.19921875
0,210,12,6,547066,57,57,257,0.221789883268482490272373540856,-127,125,3,0,0,57,57,256,0.22265625
0,212,12,8,922066,67,67,257,0.260700389105058365758754863813,-128,124,3,0,0,67,67,256,0.26171875
0,214,12,10,10297066,63,63,257,0.245136186770428015564202334630,-127,116,3,0,0,63,63,256,0.24609375
0,215,12,11,49359566,54,54,257,0.210116731517509727626459143969,-127,121,2,0,0,54,54,256,0.2109375
0,218,12,14,6104047066,69,69,257,0.268482490272373540856031128405,-127,128,3,0,0,69,69,256,0.26953125
0,220,12,16,152588422066,72,72,257,0.280155642023346303501945525292,-128,128,3,0,0,72,72,256,0.28125
0,221,13,0,1594324,75,75,257,0.291828793774319066147859922179,-126,126,3,0,0,75,75,256,0.29296875
0,225,13,4,1594948,79,79,257,0.307392996108949416342412451362,-125,127,3,0,0,79,79,256,0.30859375
0,227,13,6,1609948,64,64,257,0.249027237354085603112840466926,-125,127,3,0,0,64,64,256,0.25
0,229,13,8,1984948,73,73,257,0.284046692607003891050583657588,-125,127,3,0,0,73,73,256,0.28515625
0,231,13,10,11359948,61,61,257,0.237354085603112840466926070039,-122,127,3,0,0,61,61,256,0.23828125
0,235,13,14,6105109948,65,65,257,0.252918287937743190661478599222,-125,124,3,0,0,65,65,256,0.25390625
0,237,13,16,152589484948,67,67,257,0.260700389105058365758754863813,-125,127,3,0,0,67,67,256,0.26171875
0,238,14,0,4782970,66,66,257,0.256809338521400778210116731518,-124,125,3,0,0,66,66,256,0.2578125
0,242,14,4,4783594,65,65,257,0.252918287937743190661478599222,-127,125,3,0,0,65,65,256,0.25390625
0,243,14,5,4786094,55,55,257,0.214007782101167315175097276265,-123,126,3,0,0,55,55,256,0.21484375
0,244,14,6,4798594,60,60,257,0.233463035019455252918287937743,-127,122,3,0,0,60,60,256,0.234375
0,248,14,10,14548594,64,64,257,0.249027237354085603112840466926,-128,125,3,0,0,63,63,256,0.24609375
0,249,14,11,53611094,45,45,257,0.175097276264591439688715953307,-128,128,2,0,0,45,45,256,0.17578125
0,250,14,12,248923594,67,67,257,0.260700389105058365758754863813,-128,128,3,0,0,67,67,256,0.26171875
0,254,14,16,152592673594,64,64,257,0.249027237354085603112840466926,-127,125,3,0,0,63,63,256,0.24609375
0,255,15,0,14348908,56,56,257,0.217898832684824902723735408560,-125,127,3,0,0,56,56,256,0.21875
0,257,15,2,14348932,67,67,257,0.260700389105058365758754863813,-125,127,3,0,0,67,67,256,0.26171875
0,259,15,4,14349532,66,66,257,0.256809338521400778210116731518,-125,127,3,0,0,66,66,256,0.2578125
0,260,15,5,14352032,56,56,257,0.217898832684824902723735408560,-125,127,2,0,0,55,55,256,0.21484375
0,261,15,6,14364532,74,74,257,0.287937743190661478599221789883,-126,127,3,0,0,74,74,256,0.2890625
0,263,15,8,14739532,64,64,257,0.249027237354085603112840466926,-125,127,3,0,0,64,64,256,0.25
0,266,15,11,63177032,53,53,257,0.206225680933852140077821011673,-128,119,3,0,0,53,53,256,0.20703125
0,267,15,12,258489532,70,70,257,0.272373540856031128404669260700,-126,124,3,0,0,70,70,256,0.2734375
0,269,15,14,6117864532,71,71,257,0.276264591439688715953307392996,-126,124,3,0,0,71,71,256,0.27734375
0,271,15,16,152602239532,66,66,257,0.256809338521400778210116731518,-125,127,3,0,0,66,66,256,0.2578125
0,272,16,0,43046722,63,63,257,0.245136186770428015564202334630,-127,125,2,0,0,63,63,256,0.24609375
