point_ordinal,mask_index,class_index,point_index,n,T,mask_sha256
238,238,70,2,215467334354,32,1cd2363c9ee00ba7790d21b0fca6c761fa268c77ff9d2e98831b1bbdf2f20e33
239,239,71,2,215536712474,38,29ac62570ec5e04003f4986d9c0f5c6c9eb2602efdc52be706f39ada44d68d74
240,240,72,2,215596257634,49,ffc769a62e3dbf7104422d56906dbf0f50dfd9e7c8bce554c2fa27fb68262574
241,241,73,2,215702527754,43,4552728172932b44649c4bc874d8e9320249e7b4637a28527c12ab2225a64ede
242,242,74,2,215875894394,26,e68e53c11334dc247f5f7bc5e44b7fec0ec1800dab8ac22f9389f05c2837ab0d
243,243,75,2,215971205834,28,f68e74283d9be24da1f5b2de8de6491a434614e1056c3688d5fc5b74fb0f0f39
244,244,76,2,215976107234,26,ca779595d83b20e529842eabfafb9fb9d42dc07131b492c0e4f798747963379f
245,245,77,2,216041709674,35,a9397d72ed67168b8d95677b0c140a1f98853894863f8702d6730a1d0961dc36
246,246,78,2,216296096114,30,c59edb3d4c6a78838eeeaff0c2592edd75982327a9491286be2f020a66975152
247,247,79,2,216430823674,54,86a65786abbba5b6cb0e10c5ff009f6524f81540afdf869fd48d50cd6ba1eac0
248,248,80,2,216469462754,24,522496d4df2cf6e1ad4d2f38b3e59d35c64eef54143e0ea44421e6e4eda6654c
249,249,81,2,216569675594,31,091154bbd492fc900931a516d9e06c167d37661b6504dc9e3f8e5af4bedb591e
250,250,82,2,216639053714,25,dd777f3dad11259f044dbeefb3ed711ea5b8634f00bc9381a7e33429d5a1c277
251,251,83,2,216654471074,34,dc4b11621bdfdaf34f8dab80ec64f4fbf7cebfd22d7379d76b8ca8c0a0784b7b
252,252,0,3,216974459954,42,106f515335727d02f0761ddba50a4146bd8c023e777a7d213955270dc4a482c3
253,253,1,3,217118113354,53,4fe99d4ed0bc53dc80f6cc1f2c1c2dc367bbb4b69e1c7d7e394d42a75e434420
254,254,2,3,217202971754,25,82be57280aea3968f8d42c6e01103f109f75092f05af2f7e14f20a0807de6dff
255,255,3,3,217216297594,56,6f41a54003d2d380ef4afad7a41a779bd26081a983542032357c0968f2944509
256,256,4,3,217461758194,56,b881084c6172d3fb66e6b7338601ef0719a06d09b75acb5279c928988456439b
257,257,5,3,217487008514,28,c98dc228ab59cbbb87cc96d20ad36f2b446399402d17858a572ac7f3562c5ba6
258,258,6,3,217568028314,31,ef94e01ad91d4e7893261cba03c2b616cd0bbebbaba4b7a1e8b20a2e369c9ab2
259,259,7,3,217741394954,31,c1657e9d7299fcdf59e2543c8db8bd939a852f90bdd720fa9198980762ebaa7f
260,260,8,3,217841607794,24,30798595c9a5b55db346e921e7b5bd2f42b73d6c636a48cf93a76619b2f8e8dd
261,261,9,3,218161596674,37,0f4eb924671d9d8e19ec810b896708cf5336f3f47b8df49a521b3650af19321e
262,262,10,3,218419758794,31,04eb868ddae01831d3d7684bc7703b157a5d41e0e8aca0c772ef039ff8932884
263,263,11,3,218519971634,37,c6cdc6c6ddc264e5b06a12c7d17a5c5ad5a83858de6e3dddd1928433ba9a4ea8
264,264,12,3,218639969074,53,ddb43f9a8902fb5b1baf123e20f5097790f0ca03d283c9bb125f6ca598ec1dd6
265,265,13,3,218774358074,30,b1c1149d09541412b37f85969d3c78ccbe2146c241953ff63044d2df64839663
266,266,14,3,219352509074,29,f53e4b7cf78d0274d691fe280a09d28153a3a2c491934b1b4813795a8bbf2210
267,267,15,3,219437304554,31,35d28fb2bb2ca7c8dff07ef4054e233bcc92f7fcac5ae5d5a408d46812df6310
268,268,16,3,219522100034,24,0a2c337b4640522ea73be1346e43787207e46e8175f38f47f5195fd2d9c4182b
269,269,17,3,219572719354,55,2ae1f1cba887afc302fb1c11836decd2b4e67de550fdb5577f0949d60aa4d51c
270,270,18,3,220063640554,48,214d394fbcf54e74b05287e0abe1b11c8f4d4efefed7c0dea7fd8890b70aab1b
271,271,19,3,220131085754,37,26c4b26c77042b2851137748a7bd386e72049e645797af5548edab94045ce3fb
272,272,20,3,220370054834,27,d549b0cfd309e7e15b934ae5469aabe508dba635b9a15afdf37658e6a2d703b9
273,273,21,3,220470267674,36,e8a36db73107db0835d4e462f54870eba453a2afece3fb02126413c7b29cf2d7
274,274,22,3,220701838114,57,3ceee60ceb3b3132bd7ff8c2f2f2c49e506f7a7a6330aec59324cfd6cef2693c
275,275,23,3,220959847514,32,0af00585220f6399f46f66007a21baf82ded471f468197a8250b8274f1b1ec74
276,276,24,3,221094575074,56,9190e8d69cc6e280e96fd6a28e3147528d79764d40d9a3410079cf297e5d247c
277,277,25,3,221218009634,29,cef163c2f6f67116645117cb3dd59421fdd05157562e5ca60ba1b9860be44771
278,278,26,3,221302805114,26,743e35bda102527b51c89cbe6cfea9565693ca57210230e1f4b062c0aaa059bd
279,279,27,3,221468620394,26,61a1189339c2ef6894b159a9885a6e744ae70548506801c9144a74daa227dcc5
280,280,28,3,221472396074,27,0a8f033e0c349fa2ee01fbe16dd03734ded3e4ddb68a8ab16309e0ae9108a8d3
281,281,29,3,221572608914,21,e2428ca6966d4ad8d5b6241bc0a0a32703865466bb761c5066280eafc76b0e71
282,282,30,3,221616799634,20,915a4a0f6ab110f769179fa355088707f060a156144af93f93b68fc8e210f8ec
283,283,31,3,221641987034,29,feaef2fc3738c5ef5475d8d923ed536c03ee493b6c6259864ecb1cbffafdd40f
284,284,32,3,221996586314,28,fdc5e93f0f80a227f973f13fb466ad8b64ca3eeab0108d6a718854e572757465
285,285,33,3,222027325354,60,673dcdb2d70b0f6999c598ea23c8cb369b7660c33f1ab49a05e04e6076f21653
286,286,34,3,222081381794,24,30d8a82e83705a0ea20629bf1f94653c138b4cd08b666ca4900cc054c9c241ae
287,287,35,3,222320350874,30,bd1a8771dbeaff6d57c8945d7649e50be1dff7d176068eba3789560d22674066
288,288,36,3,222370970194,52,7e45508aa7c135692795745e60ef39fb1aa0e425517c57d9dcc31524cb4ad3f8
289,289,37,3,223168305674,36,dbb038ad34eeb2a02d11c28fcd42a27c2be320113630bff77909b1c4b36c149f
290,290,38,3,223183723034,34,ed9932dc82d8b7fd59904bf399878295b0525774ffeb477ceabcdd188fe0d6a6
291,291,39,3,223205536234,54,000b756ab573c03dbd89f02745bf0180018fb51186c5483e98f30047e5dc739c
292,292,40,3,223253101154,25,6c8e1ef2acabebb28fc8a4b779ccda44e95f7e9db60fee78dc8688d61bb30547
293,293,41,3,223259154194,25,747cb111f957ed35b389fbb4737776a3815f2f3e701f95e44d7582438bf6dfce
294,294,42,3,223268518514,24,b1b4a56678f7d7d512ea9e3cc5995811dca5dc1894b351bdb2d4b0717072f2b0
295,295,43,3,223946882354,28,abf611260124305af2017b4fbd3c596b41f288feb5d9e551cef3027856e294db
296,296,44,3,224031677834,32,4fc04cf0140739000b411ba8ffaaaba49efc40e1aa9e4bd6919af90cdecd481c
297,297,45,3,224097280274,37,46f8471f3c38b57c9af0a6d1f248ad6e012d9282a13d9f2d88bfba7b8235d5a0
298,298,46,3,224187378634,51,e37e2e33a53faa4f9748cce916fe50e823a56d0481179b69e7245800a589a908
299,299,47,3,224266871234,37,1c4a000cfe0c8b878a723ea98f3581b7611035e4c100ddbe60ff3a8fcb5bd4a0
300,300,48,3,224270646914,24,e9d1e03851cfde120aedcd610aa2b0f91b326d06a6fd0d176e420b166d4e7fe9
301,301,49,3,224370859754,20,5c09c6023c5d217566ec1fc701967a67fddb4730e2469fa297b462cbc194c3e4
302,302,50,3,224440237874,23,6561db7a47ce6228f8ff1bb961a2e92c73eddaaad683b04d0c6a6e1ca3116e8c
303,303,51,3,224629207714,58,8df192ff5ddd6395989033d249ebcd794c1927459f58396fb0ac150b81684dd9
304,304,52,3,224690848634,26,1a47252e08eb8714bc513f15b6c6acfafc527bd36b4b7c34cac80410909c860d
305,305,53,3,224794837154,31,a189c60b8240f4eb459c241f2bc017bb2b1eaa29dd9e4dfae08b2760faf20eab
306,306,54,3,225030030554,33,11bb0744a77e3162d5e45b0c016f74316e4bf99cb718ec7462b1a369e6905bfa
307,307,55,3,225106803074,20,00596ad778acdc057180b8e437c48f16f47d07edf42e953d0c0faa0fb82e0541
308,308,56,3,225118601714,33,ddb4a77c4509e646d55ab76d221fe909d152ea318d141d1b48381ebf5584a628
309,309,57,3,225134019074,26,8ea08ca0ae66bf7773f9834dcb25bad60c93766756e025c784a9fc8959836bb1
310,310,58,3,225203397194,25,44c33dee7a3b91580098a6768e856da0a30be83c536a503a5c71d514531af67c
311,311,59,3,225369212474,34,a2012edfe0a90b0f68a978a28f2da8b0f316f1f1a3a64cc2760a0b5c15f81675
312,312,60,3,225517391714,35,f0fa03161099f49f9f621454e5cb33df7bd691effc44bd5cfbedb8af10d7ede4
313,313,61,3,225758326474,51,900c7316ccc5a24671a9b17c7a92dab4007c2224738392f519cc2bab4d9e7eb8
314,314,62,3,225796965554,26,e61abe844bd1a8dda49e5fee7e0af131a0e54c02bded1fe4d7431a03caacd3d6
315,315,63,3,225897178394,26,1263517d99a2de39d7af04a7a044a38c831289717656087c318292784ad224d2
316,316,64,3,225962780834,32,3eb7d247317258347b4cc469a841168e38aca5e826b34bc3f97e92e904ba068d
317,317,65,3,225966556514,27,460dbdc76ff4347f92871d8af0a74c4170ab4f8d8e43d97b9bf2763233d9e729
318,318,66,3,225981973874,30,2cd95e609ee6da71656939360bcae4b03713c5b5e8b110e0121ce988b479711c
319,319,67,3,226030627514,21,c8498b35e8503303c4c55ec6d824933698ff49729865c948e1fc3f015bc7bd21
320,320,68,3,226051351994,26,749e7ad1fc025e9546ae2dfcacda8d8f818151bf0fcddf3ee65127d6a22458c7
321,321,69,3,226132371794,35,1e243fe9f68d61bba682ce593b8707ff767dbc698bd616f3232d5565c110b72a
322,322,70,3,226249247674,54,ad4deb480a297cf05d4def07054edf84dbffccdccc745dc5c55271328c5d0b3c
323,323,71,3,226305738434,28,66872f15b5167e27f996b61b8ea4f116572e22ae98552d8ac5194d5ee1caa8f8
324,324,72,3,226556349194,32,f597fda87949298e64250acaa223e45de720a675cd643f6587a1fb4a93ceda08
325,325,73,3,226729715834,26,87bf790fb117c318674b323fc04cbd2a9c31df05265cc1c7e2fbe7f4696b56d5
326,326,74,3,226745133194,30,41859fd29544af4cdf012168f3b848503f36f39add00ab2e0b780627880214b3
327,327,75,3,226814511314,31,4a981c5f9117af1e0d51b8d0513839e769e74a374b45844ff788e96d4ee638b2
328,328,76,3,227169110594,25,f18b23057361500eb8fa782d1b455c32aaefa1c066f50862767aeb0668acdb41
329,329,77,3,227593087994,31,e71492d630c42aeae64732e9b62ce91c771aac97a623ee1b5dee135610c50288
330,330,78,3,227623827034,51,2340c1a833fdb6f535cfe86733586c68acb5833a1d2cea34d56511926a21ca59
331,331,79,3,227672919154,55,44e761d8767a666040087615122d1d7eaa79d5fd596640d0bd16dde2bc1ca9df
332,332,80,3,227747261594,22,e3f07f6d5972dff13907e8622ac2c7da9d8c19984873e99e68a48d2d0462944c
333,333,81,3,227828281394,40,2faea3047ec79b62d5be0346fc4f0b83f4fa46bec5024b6244ebb063ce2f73c9
334,334,82,3,227847474434,30,cb7207022770fe45b66bc62c98af51241e5fc196e64982514d40c06e0c3f26e6
335,335,83,3,227916852554,34,b5129cd0bc47192e6b340781c518655b92441964e2b1bb74e1bf2012d93be732
336,336,0,4,227932269914,27,05d78b076a6f9315d774f4c64310bfbcf5cc5ea36b62ed5b5a42247e6681350b
337,337,1,4,228001648034,18,ceee95393290cdf071e0ca5ca84a18b93f8d8d53b10c8e61907d6053a07a490b
338,338,2,4,228016563994,56,3a65f1da64464d5b60c300562bdbd48d96560e1bd04776a98f4f20728b3f75be
339,339,3,4,228167463314,33,1c4435456f879937fd4bcb27b4763b2c514444f5ab10ec7ee3ea18e16a03b639
340,340,4,4,228525838274,26,c23ef455bff9308450966c0b596f33cbbc7c3c8a3614fc478f4c91fb0f824cbb
341,341,5,4,228764807354,25,555dca848e835145ff699b3aa1fe4ecbe175886360c33db956a1bc2a8bcb0abb
342,342,6,4,228930622634,33,4a5b8a4c4434d21db005f838634c9e8835e24c2c2cd7a3811b1c5d04137fac2c
343,343,7,4,229103989274,22,05e40564e571cf98b73b270b337e9fc40e321fd25df26945fa4c4806d14c5868
344,344,8,4,229458588554,25,f7710af6b40229fa50c2a3a6a791c2f9220ce67522fc388061302f0dbdb75be9
345,345,9,4,229527966674,23,8449cff7dbad0790bd570c93865ec8688936ed41fb9cb5249fef667b0af72fef
346,346,10,4,229543384034,24,548f52a3fbf321b62f05d4f21acda392853161343907a44bb324a4802a67fd36
347,347,11,4,229628179514,31,8ca1e8f00d4f8c36e0e5f298d2157527c42ac18ccc9d884167c0a9b60386464d
348,348,12,4,229697557634,28,43a10edb75ee30ae2e37ecce6a31b63d2abe31835303c60daf90fe534c6ea575
349,349,13,4,229797770474,29,63f6f67e70073a8ee7516805fe01358b0d2bf1ff47726a91bcdfdc8354b36765
350,350,14,4,229863372914,33,362bba3c89d5874c4af654f351ca910121238d5329fcde6672e61da0082d9e16
351,351,15,4,230127525154,58,8b01801c792b06301f92b01674bdf53b362969cce9dcce021f858155b1aedb0c
352,352,16,4,230476134314,32,662455a73ff7020b2428f48dfbbcd3c72e2e3abc10d470e6d746a6ea23f706ea
353,353,17,4,230626532234,35,b1cfd00613a0d73a84f7752d2a96fa71f78b090d4d2f02808a8cac47d6f0df0d
354,354,18,4,230630307914,30,b49d9228dca26e9d9d6fd19b331707d14e29bf12a36131b41523c1826e06cdc3
355,355,19,4,230715103394,27,33c0354af5751b287d161d2a69c04d8538731526a4ff1f8b38e40576e56d617b
356,356,20,4,230799898874,39,6af4bef61a171726a4db8de64cc7e39b9938ddd7b15573fb9d2da0f83e7b5e77
357,357,21,4,230969489834,25,d15e0a3ad954643b06a3423503478cea96b0920a43b0ef0e31d8a7a00811b085
358,358,22,4,231158459674,52,1dd9ccefc4bf61ebb32da0c7fa695ff94095b668c834ad50a837df7c2d8acf8c
359,359,23,4,231324089114,34,f91d06e1be79871c5b46c55092f398d1881ed89fc06de5e9eb7390c9e29a2927
360,360,24,4,231408884594,43,4473d70cd4e99b72b2dc532728b084deefb11af9589ef232b3e4bbc4cac54252
361,361,25,4,231578475554,22,5bfee06df4b8198cee8f9a0f92c799fdca024b8112edbad53f3e0f98a8a825d0
362,362,26,4,231647853674,21,b4fdc6fd47119483077b5eb0afc0cee36988cc25fed7e8d007624f63a2cea8fd
363,363,27,4,232238486314,49,1b8d60edb3d3d18218e6b6f0c20b6dca56694bdc49c9627af8a1bb961d0fde19
364,364,28,4,232287578434,55,6c9e68b9db44735e7980146ae30afd055f1855baf1d5ebef330026acc66617a4
365,365,29,4,232426430354,23,37977fb9e5962cff4deef4760ab2f76febb15651868d895c7093b75a00ae9730
366,366,30,4,232580603954,29,8cdd41dca4bc12e6d1e48ed73ec2d3eb8ae7447d741ada69b6003a790d94a150
367,367,31,4,232661623754,40,7bb62ceaa751c4d102f73162e05a933af2e557e21ed2ccaa6b96a1039f6c3dff
368,368,32,4,233220328714,54,7047bc71c139a6c2b8857d73d53e2f93af8b5e50de4dcc118afd1b446dd7246b
369,369,33,4,233274385154,25,eb329ef4a3f6be4738e212eaedbf7cc302317199a703deb0e0af1cf7f47b6e85
370,370,34,4,233359180634,27,02ace1bb0fdedce8092f644a200421103ae6e38e06206595bf46366de4ab01b3
371,371,35,4,233598149714,26,2cd1641625b188b7eacaec2ec6bdb895ebb5384b5ada8f8dd4d1c80c1fa8816f
372,372,36,4,233698362554,29,9fe88fd8793ce6933de1162506ddf2d900e24727d4eb6f8422ebeb438b5b114f
373,373,37,4,233763964994,39,8ab12aae78fe072dc3e06581eae52535b220f8784d3c8e47b6d77bbec6438169
374,374,38,4,233907618394,54,c80b76160e371d24cd49c442b144f667cbd3a0ef0c941012fc602d2b8568d3b8
375,375,39,4,234018351434,35,a91416f7b9da45b8e4e4a45c820699fa63fbbb65db20aa527981720e30f1d1e8
376,376,40,4,234153078994,68,e624a054942196177d7981f2cc103d2eaccae28f952d06238eff931509cb86aa
377,377,41,4,234191718074,25,ff6319e9137118be708e7979a34161b7e8f6ad60458e4a49bbc23f903ee9866b
378,378,42,4,234357533354,28,8dccbd6f1b147a8fb9702b5eca7d95e35e3391df268bd8e3c834e50a3a477d66
379,379,43,4,234376726394,29,55de18189d2b8d1eacb35926d3ffa7169fd4e264fa025a6d5bfc412473d67dab
380,380,44,4,234496723834,50,049ed5b1b17071f0a63cd5c13389abd9657afad4f3b746646bb8756bcb3ef94a
381,381,45,4,234530899994,38,b98e714494eead8c2d783f46a578a3b9c2f5400e6ac84fc3a810e5828de4ad3d
382,382,46,4,234644000194,61,5ff071e38390ddf7f98eb1868235d9a2fbe7f514ea7b4926694516c28c602b8b
383,383,47,4,235063577594,33,098a81b1e494e5cceea9801ed8647f3e4c03de000b10f49aed20c3314a6a2bb6
384,384,48,4,235224681194,39,c224601002127fac9706720633f88e6ce67149052087513c9257212007509938
385,385,49,4,235268871914,26,2e200d9514181e65a7b86794a257b8c9b4f9ae93222ee8044326e3452f9d2207
386,386,50,4,235309476674,27,86e5a8729a053fceef9bceed81bbbabd875459c7fc9f56d9616d5a504f7ec638
387,387,51,4,235629465554,36,29b6ba4d1d1a19b625ea4d6df6baf832206eebc886bb3712dcd6e9dca9f8c6f9
388,388,52,4,235883851994,30,b8f55aa274ff61062e1521f2004cd9c849c683137b1518704840aacbd9abfab4
389,389,53,4,236057218634,31,2190f112a2e9409afea34c2fe4d65927478cf3dd50967ac6e2ff1180110edf56
390,390,54,4,236072635994,32,ca3b529b95900cc19b5ac0be3666340d2e5a7ed466d6e42a360c533342f07e66
391,391,55,4,236142014114,30,8f2a1480d776e31ee632e75ea06983a6cdd0697ff925463e3868adf4b36480b3
392,392,56,4,236157431474,32,20e9e90ad5196fd49200ddbcf8cf02d65875271e80d3c4ae5e942aab3918199a
393,393,57,4,236496613394,40,23a81c50428d4fa04527c569802d2e40c118cd722f4cd2645f6a8e9cf57ba231
394,394,58,4,236902237714,55,435d0938677ac8d99d07124cadb58f3dff8ed6454391a4e7f8bfb7bead126782
395,395,59,4,236920590794,35,6e875ddd76b77e1229ec1a0023f25b9779f8b0f6d83bed8f5a3d95df3d752152
396,396,60,4,237074764394,32,211ab87fb2ecb8b81e56cb55e408188ee83e6d2273fa7bd434042db5faecce16
397,397,61,4,237155784194,34,88a43730622e4ec28c16e43aeb4d020f2c852d3b97754436eee22594660fd6b7
398,398,62,4,237174977234,30,aef2b5248a8680bbfd3cb53664dd2f160947a98c437f4460a5147df119cbd10a
399,399,63,4,237244355354,26,9e45f29650d5f2c0ac34e63b0e12ab52d2365e21c7499a802a76b126031c7c45
400,400,64,4,237259772714,28,bab2fb7492a8f952c61602201227f7ec0d0e28a008b7fadf6ad20b34b532e31e
401,401,65,4,237329150834,22,e6b97fce5ff83af7f1014bb214b4fb7aed9ff1ed528b6c26271a56823a97528a
402,402,66,4,237494966114,27,72232763d736f65dbbe6259942e9655b0abbce618d7d9d09c6d762c92b1d6f4b
403,403,67,4,238007514674,20,64d2d70468bb48710a4c1f0481e96c22db40fcf34cadfb345d4d9953a2d434ef
404,404,68,4,238022932034,29,f04ebaedd3458aa2dcf43a52b152bb5af47da998566338f467bb9ce9f36e4e28
405,405,69,4,238092310154,36,8e175aa833320dca90698444731d3b89c701a163743154d8352e19ece3871e5b
406,406,70,4,238107727514,26,f5b42fda92d35ed06113e9a16260cbc894020e6f1abe03af22ba495e521ced6f
407,407,71,4,238258125434,36,4f8c49bf7b765fec071b0714def9d530ac893f7a1c3687efabf3ee69a3323afd
408,408,72,4,238424093434,55,e443c9565051c50e227b4ecb724e53c5a5c9b5432128558cc13e22c1ee570ab2
409,409,73,4,238431492074,23,f594ae04561de698d35d63dd2d6fe97831880aadd46e34b90f622da9bf07e6a8
410,410,74,4,238522277674,67,3de47dcb22bb8c27c5267119fb71e460ee887db52a35eac19e1d6ebd91b70e6f
411,411,75,4,238571369794,54,275998384232c497c3bbc2793cf16305bd7ddaf6e0785e439668de828f244df0
412,412,76,4,238682102834,33,50287ecaa37e1acb861f9ecc10de0be805eb89111855abf0316ec71b28bd8b4e
413,413,77,4,238786091354,37,93e5f49b0871bc70cebbb025532faa6417ad72c5407a6f4b4cab6b4b506d55d3
414,414,78,4,238816830394,56,6ec53a6e0ba8efe56170a7031599c512339769dccc124f708c328dbb3a1543e2
415,415,79,4,238855469474,26,5fcffdcc777ea3e98fe6e11d0fce8d6af286861db25c6b6eec80d95bbe055d2d
416,416,80,4,238940264954,27,da52c5d89a277bbfddcf997ab38d580b27d66e3b28ea8becf3fb5570857b746c
417,417,81,4,239021284754,27,b610e3bf441f95d7c8672d12c4e70f4b8487ce24fbefa4cd1bd4161662ed7482
418,418,82,4,239025060434,21,d0c8de4d422733add1d225474cc6690aec3f59482ca298d6d49b9a927bd954ea
419,419,83,4,239125273274,36,5c0c68bddc7496bb248ab6f68c311b3f0bb22d148d581890ad5fe43b4f5ac02b
420,420,0,5,239194651394,28,8434100e78d6ec78748f92ef48d4733dcaeefa61634dea15f2013de372246f14
421,421,1,5,239294864234,35,2569ea4bd4521d499a1afad78f4a7129a2c27a789394e7be9f52fd2ecad4cd84
422,422,2,5,239682699794,28,02ce32a85060bc843cefd516ba09d6a759bd93e42bb11925b8887e9a4e83e55a
423,423,3,5,241653720314,29,fdd9ba7fa3af8d8f0a1a1604c24b46b2ad5692febc765ae0b04e0fb06c508ce7
424,424,4,5,241819535594,38,5a4201ad5a8a1b2481a76f55df8f366465771b049d36924ba284890c6772bdeb
425,425,5,5,241908106754,28,04ba1cdd48d33252e308d8033ae692dc77c6f1611045ac29786cb6fcd80e361b
426,426,6,5,241992902234,27,8030799f86a9ed08f06187260735fefbb8c125c43a11eeeae79ca2eb0428c1ae
427,427,7,5,242413103954,40,29953506ddc7535824708a672bf344d78760e03adc8f306bf53e537c33bc544c
428,428,8,5,242686683434,28,527a53da2a16c9e509e07ce91ca4ccd6f2c5205f5ba2c45a21e538f099d22aab
429,429,9,5,242840857034,28,42bb9501e2abdc7c58ec6a13c5d08c616c1b48bf090b24d26a513e16d486d0ea
430,430,10,5,242925652514,30,193fd907f49edf74f6d5c0a7bcd86debbd9e1a25475f8e759e3539169988dc68
431,431,11,5,243025865354,23,2ef0b822a506f774060195c68fefc6d0c35cb9ac43a7a701b2e0d3e863840608
432,432,12,5,243345854234,38,e8360db213cda084065dea1f3d80cb3c77afaeb66e660080c2d73a9237bbcb31
433,433,13,5,243480581794,55,169773ff790cee8a0edaddb1c92f0759e7acd8c1587562e23498dbca6f2776a8
434,434,14,5,243519220874,28,ce21ff2061091865a7cef14f0a4f9b7964f4be4602dd151d5756654a156ded39
435,435,15,5,243604016354,23,ed828b4b225953c36de996a82dc38c16b4fd6fb75fe368b7d65e2251ee99c33f
436,436,16,5,243685036154,38,025c2dc0802cc32ed40c99da5312d896990459946deaa9bf056fce397067b4ef
437,437,17,5,243773607314,33,8999a87856f57668817be02e77f9796258d6ffd69d3397c7a8e432c71d8bfd7b
438,438,18,5,243858402794,30,2a01cc369555d13e546a0429f6437727987279728f99fb0fa7fd614b6643cb78
439,439,19,5,243958615634,42,5e5ccaf594dc802370a70efd08eda98c7b9735d40059fc3c5c6c8e93004e2aee
440,440,20,5,244278604514,29,c2fbcf544d02b7e9f1d975724f9d50311d43684a9ac6e579e86635a0907d391d
441,441,21,5,244451971154,35,98ee7f4643a25ad23b721bd4be7a50c383a26d7ac84e00acab3b931b3a3eec86
442,442,22,5,244636979474,34,50c851073f3a7ef52422548a8154bc1a5a29332dab1b002e2a38be84965d6499
443,443,23,5,244904253274,63,25fa48f302469ae9fd0bf62944e9308fc621cceb4c7e7fd7d9238c0f3b8f4888
444,444,24,5,244956968354,32,789d747ecaa8a20efd67744f5674a9b58e0d0c0d2bcc5de2f29ee51baf819927
445,445,25,5,245346082354,69,0323fb1adb477909fcb3cc515bd1fda4e7c2e0d883604458a54450b7c0e8185c
446,446,26,5,245444266594,64,0582c0cadcd3ac7c569edec461d502438d107fa66729bc4cb8e7042cd0c21bc9
447,447,27,5,245469516914,29,c240266e3bc8fd27b72b015c521ef3f219575e27501104bb65dc8c4feef423a4
448,448,28,5,245550536714,31,5282581d63bb78dae1f77f3a682fa0e02b5900072a40b52731b78de7f5d852b5
449,449,29,5,245723903354,30,736816d43fa858f467838829535f0d3809ead14c0de4fba7b4a0f53d77553f5d
450,450,30,5,245824116194,22,aabd4e69d31ce916736aeb14fc85d42fadeb3f37726f0159cfb1f42b0d3ec6d7
451,451,31,5,246033372034,55,412e036134c807e667b2692ccba6a7ac2738d6728fa524c4fd49b8b4e9f64e64
452,452,32,5,246248093594,21,5c267ab592100d29373c84f40badc79231e995f947beaa965fcdfe8c0c18ea06
453,453,33,5,246587275514,27,afe470955949faecbc8faf0c1bb82db0e770743f4bf9a1e87c9a8934d5e3914e
