class_index,class_id,t3,t7,t11,t23,G,uncovered_pairs,crt_residue,point_index,n,active_pairs,T,mask_offset,mask_sha256
0,CAL-216,2,41,74,504,216,191,626828474,0,184673186354,407,31,128,1848eb34e5d2f9c230b3bc4e4af5e205b7aacefc07550133043c076e69dc110e
0,CAL-216,2,41,74,504,216,191,626828474,1,185802305114,407,32,179,cd194191255b4a0aecf67fd5a1983408724ef80d1b349cfa64ad48822aa25e77
0,CAL-216,2,41,74,504,216,191,626828474,2,186931423874,407,33,230,b923916f692fe8e700c97be6ff5bb96f6b42c9439611c908b53fa935cb4d789f
0,CAL-216,2,41,74,504,216,191,626828474,3,188060542634,407,23,281,5a6c3c97224181ec95cebf9dc3143e577e77085338bdd985503163fb563bb8c8
0,CAL-216,2,41,74,504,216,191,626828474,4,189189661394,407,34,332,d1470bc4b5dc8074df3b95820c148776afa5c68f81e6072b1285b3bd71b7b577
0,CAL-216,2,41,74,504,216,191,626828474,5,190318780154,407,35,383,7aec937ddac80342b4262d63f20bd93952fae9f2c9a69947f96878b0e5bf731f
0,CAL-216,2,41,74,504,216,191,626828474,6,191447898914,407,30,434,f613154293b287c17bc9a6f6dc4da8ae2685a6719bdcfc08ae67697b3d8f7301
0,CAL-216,2,41,74,504,216,191,626828474,7,192577017674,407,34,485,07b972ce7327eefceb8efb0334339afced7189bbae947a1ddb102df0d411c9a4
0,CAL-216,2,41,74,504,216,191,626828474,8,193706136434,407,30,536,6e08458e6a8c0caa49cfc052e94f76a8310054ed2e85a781c8de008d74b5a676
0,CAL-216,2,41,74,504,216,191,626828474,9,194835255194,407,23,587,6a49b7abd0120854cb23868fc9e3b73294579fa8c0a595cd2e66be05930d522a
0,CAL-216,2,41,74,504,216,191,626828474,10,195964373954,407,22,638,ab0c8977c5afad8c342fcc71fe19cf3ddbb40e0c8f74630df562be2f0a82882b
0,CAL-216,2,41,74,504,216,191,626828474,11,197093492714,407,26,689,546bf7e8184dbdb30bd10e7111c032ab2b732f4b786980f0c0adc3d9cc30fbd1
0,CAL-216,2,41,74,504,216,191,626828474,12,198222611474,407,27,740,25e0d48dca0b8536b08a412f2f19d2fdbfa22738f722888371be6c60f6f5c185
0,CAL-216,2,41,74,504,216,191,626828474,13,199351730234,407,30,791,4e1c4e36cc8562e0cee79a621875dad03d6570b1e704f1c574c00fa83e1e5df9
0,CAL-216,2,41,74,504,216,191,626828474,14,200480848994,407,39,842,e2dd345ef045025ea50e23f293bb2255939f94498bde885d7fcfa0e9d49e98cb
0,CAL-216,2,41,74,504,216,191,626828474,15,201609967754,407,33,893,4c869f09fbd72009a714de7a851b5f663b1f2830b58d47aa1cfbba79f5abd133
0,CAL-216,2,41,74,504,216,191,626828474,16,202739086514,407,31,944,892a02db13f221fd5a2ae437d83b23c93f7a44dcf7a1f49a9cdd5c87984089f4
0,CAL-216,2,41,74,504,216,191,626828474,17,203868205274,407,38,995,13c2a89a21aa8ae224804cbc86360010ad3e4ad6794d8894b9365cd05e4ac197
0,CAL-216,2,41,74,504,216,191,626828474,18,204997324034,407,28,1046,012ebec09d485774cec3957e8e1acd34d01a0612b213e03ac773f5d16438a294
0,CAL-216,2,41,74,504,216,191,626828474,19,206126442794,407,30,1097,80ba64858ab7142512bdde743fd523d8db24de83c912b6f31adf31cdd5236bad
0,CAL-216,2,41,74,504,216,191,626828474,20,207255561554,407,37,1148,90a1ecb6471b39cf01f1b78309275c494b4904e979a5483d7ecfbc4c0b80d9f6
0,CAL-216,2,41,74,504,216,191,626828474,21,208384680314,407,29,1199,23660bf972bbc570604c5b694fff3895b121a40e5d5bf43baecbf3d8c79243bf
0,CAL-216,2,41,74,504,216,191,626828474,22,209513799074,407,28,1250,5b69f28df99a634c29dffa890208f8cf3012837c097f97e6d4e2fb5a450ec0d1
0,CAL-216,2,41,74,504,216,191,626828474,23,210642917834,407,33,1301,a7dbf5001bd94cbfeadf58177a38aed8ebc984cb1b6e3e0b923f918293ec7d71
0,CAL-216,2,41,74,504,216,191,626828474,24,211772036594,407,32,1352,462e419026cd9582c167394ab596cf0b7b7f7d284efb91581c7826530fbdee0e
0,CAL-216,2,41,74,504,216,191,626828474,25,212901155354,407,31,1403,c19884c7c00f29ecaaf819e94713a17409f349d99b73af6e96e2722d13bf8cd7
0,CAL-216,2,41,74,504,216,191,626828474,26,214030274114,407,37,1454,7ef4a6edec790180afb0aeac9a33624adbc96c5fd237dfbf870cc5b0f3d4e1f2
0,CAL-216,2,41,74,504,216,191,626828474,27,215159392874,407,26,1505,51d7736768ccda730007d0f3227834cb89955f7e56d120ae1e665611bc36a340
0,CAL-216,2,41,74,504,216,191,626828474,28,216288511634,407,34,1556,a197c55c5be5562c99e801d6eb46a0f5004fb6de5c90baf533b780be6697cdc0
0,CAL-216,2,41,74,504,216,191,626828474,29,217417630394,407,37,1607,ca42aec2c77f0f532d51d2e9b9c2d9b02fcc7dbdfa0ca16bbb0191259a5c181b
0,CAL-216,2,41,74,504,216,191,626828474,30,218546749154,407,32,1658,4944b0d782b0ae2d37db70ef18c4bb3e34dd5142964a0288410188b052e6119d
0,CAL-216,2,41,74,504,216,191,626828474,31,219675867914,407,22,1709,366150b5c1d200a07679e2d1f04231bd0d6d622bcff8ce73fb668cff3568c664
0,CAL-216,2,41,74,504,216,191,626828474,32,220804986674,407,28,1760,f4666fa68a2d5aa2be0087d53d1bf71d6ce61b9e3a153d03facae7f2ce62205e
0,CAL-216,2,41,74,504,216,191,626828474,33,221934105434,407,30,1811,bb4aaed44aad680f94b9da38f10da196233ac9885d6826fc4d60eb956a9c5c90
0,CAL-216,2,41,74,504,216,191,626828474,34,223063224194,407,28,1862,23fde9bbf607a28f5669042d488062747b8250a1c6fac5fa88815dbec317ebf0
0,CAL-216,2,41,74,504,216,191,626828474,35,224192342954,407,40,1913,cc255b0b571817cb48a8188e29b5f636d211ea66fbb68ed3c1f85b5a52ade089
0,CAL-216,2,41,74,504,216,191,626828474,36,225321461714,407,30,1964,ba5bcd10c5df9a9a317484cf1e1c924d72cbcd629a385711504760bc253523cb
0,CAL-216,2,41,74,504,216,191,626828474,37,226450580474,407,29,2015,8742eebdcd15d7d80a317ce30d8b94ffb9669f803ac5eb85775f9056f4b41a0a
0,CAL-216,2,41,74,504,216,191,626828474,38,227579699234,407,37,2066,107a8314017207f22a1c9568127951d00e20771bde536bf1d673401c46dbb1b0
0,CAL-216,2,41,74,504,216,191,626828474,39,228708817994,407,25,2117,aa7e0fb5eeb9d2539e453ac8472f9facaf7af312c5abfc5d25a888eab1f99614
0,CAL-216,2,41,74,504,216,191,626828474,40,229837936754,407,27,2168,6473fa0b16ee9828ebac256751dfc95cab9a4a4472e4798011e2eb643ddd1846
0,CAL-216,2,41,74,504,216,191,626828474,41,230967055514,407,38,2219,d2e636b263c3a7cf013a3f6de3c725143537580be47e638825245355b57bd0c3
0,CAL-216,2,41,74,504,216,191,626828474,42,232096174274,407,36,2270,86f3efc8637a13816d5dc4a3cb79cd997b35c1261f965ff3d8a49c0ab0332f70
0,CAL-216,2,41,74,504,216,191,626828474,43,233225293034,407,29,2321,84c0b235121bf11ab8add23bb29a8fc8d7eb4bcdf66f61e93ab541d35ec3abe5
0,CAL-216,2,41,74,504,216,191,626828474,44,234354411794,407,32,2372,b92ced7229c9d5be7f7fe7169876cefa7946ef4976c45c8464bfa4f160310876
0,CAL-216,2,41,74,504,216,191,626828474,45,235483530554,407,31,2423,731da7dd4ab4eaa1b53a3cd92c0cc24b8870187e13c9902ff0fa75f0188a29d0
0,CAL-216,2,41,74,504,216,191,626828474,46,236612649314,407,30,2474,e67931c9442e0c893b08cf2038562f22ea24ae147311274265cc73286384e063
0,CAL-216,2,41,74,504,216,191,626828474,47,237741768074,407,27,2525,d4494c14127b138c32f8b9ef4a43ebfdfa43332f90b421237a26d7ddb83e7366
0,CAL-216,2,41,74,504,216,191,626828474,48,238870886834,407,23,2576,787edf2d443cfdc0485799888801a307acb02d09d7997ec8475a26380a0bf1f4
0,CAL-216,2,41,74,504,216,191,626828474,49,240000005594,407,16,2627,19e8cdc45fcb45593a6cfc9bb4494e51a6d056466b3ccd4dd3b38f4e5d936912
0,CAL-216,2,41,74,504,216,191,626828474,50,241129124354,407,36,2678,c9d266620e6e9cf3a584bdd0ca842af80d1406a26edae46ca4fc55aee051ebfc
0,CAL-216,2,41,74,504,216,191,626828474,51,242258243114,407,25,2729,789c5fe8407b7278c78993587af760c5335f1dd4cb2f2ee0102ba4055b7de6e5
0,CAL-216,2,41,74,504,216,191,626828474,52,243387361874,407,28,2780,0b6f6fc765619484d47af00b0791a391f5f32af39c62b5bd08acb410bbc1103c
0,CAL-216,2,41,74,504,216,191,626828474,53,244516480634,407,33,2831,89b746a5c7a0b70d9442389ef25f0d037e8ea43adc5bb2a772917a8408da50ad
0,CAL-216,2,41,74,504,216,191,626828474,54,245645599394,407,30,2882,bbfb7649bf7f1d9a59ed34a0d37cf49a07574401cef1d2f4c3d11092852a7f48
1,CAL-227,2,41,50,504,227,180,169582034,0,184215939914,407,26,2933,4594d4e50d47968e9b111de5bf61c290fa4631eb86d1f54b8fd037e56fd405e3
1,CAL-227,2,41,50,504,227,180,169582034,1,185345058674,407,19,2984,e2ebf488576bcb503dfb29460c43006b11857fdf381c2641ac551af5a596908a
1,CAL-227,2,41,50,504,227,180,169582034,2,186474177434,407,21,3035,d564e4d42573aba4898f3e87b311f1d8dfa24e694d9efb61ac4bf0fbd238819a
1,CAL-227,2,41,50,504,227,180,169582034,3,187603296194,407,30,3086,8cb8fe550a9a9f5b71e0c2e8b8c6ac78459e31814cafc46445c94b25f68082e2
1,CAL-227,2,41,50,504,227,180,169582034,4,188732414954,407,31,3137,9ea3bb24e77f7631af6d1ac70cf5e0d5b6353a3ec3855deb5319e796bb9d98e7
1,CAL-227,2,41,50,504,227,180,169582034,5,189861533714,407,22,3188,3ea20741b1fa1a40b27a2cb9f6b27adba6b6e2ce2ed259f75d08de5e350dcea0
1,CAL-227,2,41,50,504,227,180,169582034,6,190990652474,407,31,3239,74e99e5bd65fbd3b7b1b118898fd8efb36e75ca0c339f825cad6d48263dd2069
1,CAL-227,2,41,50,504,227,180,169582034,7,192119771234,407,34,3290,1471bfc7fd6a926bb62540e6f54357b3493ddd6781540b8859e6aec21ece124a
1,CAL-227,2,41,50,504,227,180,169582034,8,193248889994,407,28,3341,4f8d9d52dc836244c43a7e5351ade5dccae06e20396d2c18b64fe1830134f856
1,CAL-227,2,41,50,504,227,180,169582034,9,194378008754,407,29,3392,f1ea5ebf8cbdf16cfe0aa4e85fa05a42793ff4bbe19417ed36005156b01d666d
1,CAL-227,2,41,50,504,227,180,169582034,10,195507127514,407,27,3443,25a17f5c04a35e1d1b3ff2fb70e8012cb156e76fab0bab9917f16c0ebd74f3e8
1,CAL-227,2,41,50,504,227,180,169582034,11,196636246274,407,27,3494,b4e5bcfa3db6cb899f6b763b9bde5d57c9701aea6b20768a3811b7475d1ffeb3
1,CAL-227,2,41,50,504,227,180,169582034,12,197765365034,407,31,3545,bd611446420ebcfc7cf9c802badcb29ca61a235298ad9cda8b62502164871137
1,CAL-227,2,41,50,504,227,180,169582034,13,198894483794,407,25,3596,8b7234c0b9accccadd54bc46dae06f345e42be65dad0f0a50085647537fbef2a
1,CAL-227,2,41,50,504,227,180,169582034,14,200023602554,407,27,3647,423d78326ff2e03f2844c1d5625b70a5f2d6a174677ab1c44a527efe0d8f26a2
1,CAL-227,2,41,50,504,227,180,169582034,15,201152721314,407,33,3698,edb2ee8e9af28d470c9467276d845b205fe254ccf523920c5993a6f93499f6f1
1,CAL-227,2,41,50,504,227,180,169582034,16,202281840074,407,27,3749,3a3da8c8c0d47e3611d8e290d95912b2f5f855f604d374158bdb86cef065b1e1
1,CAL-227,2,41,50,504,227,180,169582034,17,203410958834,407,24,3800,1794732b0a72e32f1a4f0aaec29808bfe35ec77982642bfa4ef9b96b520224f2
1,CAL-227,2,41,50,504,227,180,169582034,18,204540077594,407,31,3851,a1b5dea27b91cd190cb9f3e1f4bc8f973fc4b6586e46e74b595a50295d5f9ca0
1,CAL-227,2,41,50,504,227,180,169582034,19,205669196354,407,24,3902,98859216e312ff355acfcdec6713b0d19b0a8bb58c9a0ca62f7d8f506d97765b
1,CAL-227,2,41,50,504,227,180,169582034,20,206798315114,407,18,3953,21e4c67c58abadc6b18cac490038982d7bc318b62de99c8e10d66b67bcc3b2f9
1,CAL-227,2,41,50,504,227,180,169582034,21,207927433874,407,29,4004,bc46a41804d75f598c4b5a272cf4ac92ee312c9bc7b14f3fbf8c78237a00ef9a
1,CAL-227,2,41,50,504,227,180,169582034,22,209056552634,407,22,4055,035ec9014bae407e9898541ebfafda046cc4cd4badbca86da43b2182b76f8cb8
1,CAL-227,2,41,50,504,227,180,169582034,23,210185671394,407,19,4106,9f1dfbc6ff79b35cd2635957786c832c955c9172aa1408dd9d15f87abbae9428
1,CAL-227,2,41,50,504,227,180,169582034,24,211314790154,407,28,4157,d73272385814fe42b40428682da97115fe995de40a4166e2a1c74e9ed9a09628
1,CAL-227,2,41,50,504,227,180,169582034,25,212443908914,407,27,4208,66aaedcdc85bd331f6891a42013765fc269fdc37330643b54185f452fba8709a
1,CAL-227,2,41,50,504,227,180,169582034,26,213573027674,407,33,4259,1e71f41090942088a24d852d9df7fbbfa6943978950c73c8d4b9c0adeb3e95b3
1,CAL-227,2,41,50,504,227,180,169582034,27,214702146434,407,32,4310,28fc57a8d478876c28f44f5c652c7a6fb86e85ae62a17915bfc46a5db360764a
1,CAL-227,2,41,50,504,227,180,169582034,28,215831265194,407,26,4361,e78679b6a32a5341e05f24bacd9c3835d2589bad0304f62e950a56be7d89d1ae
1,CAL-227,2,41,50,504,227,180,169582034,29,216960383954,407,25,4412,5a261b2ddc96c0cf4e7d03487d6da6cf6173bf464639103e472d21260274fab5
1,CAL-227,2,41,50,504,227,180,169582034,30,218089502714,407,29,4463,5a471ded7aedd2277fc9e8c8f9594aa599455d31a120fa7a1b3bf521ce0d1f0c
1,CAL-227,2,41,50,504,227,180,169582034,31,219218621474,407,32,4514,6ecc3f3dea4b74e348479489954cb40c60b06f28c58a4d69ef70ed7751fa2291
1,CAL-227,2,41,50,504,227,180,169582034,32,220347740234,407,29,4565,fff7e9f360b7c0cb7eb96dec0d97401e362d933a891fa6c773e8da3aa7b53a5d
1,CAL-227,2,41,50,504,227,180,169582034,33,221476858994,407,30,4616,d99a960128dc8964385033bf40bc48f6ef4fe7795778f7826e72b813014c5919
1,CAL-227,2,41,50,504,227,180,169582034,34,222605977754,407,26,4667,6ba07fd75983b6e1055921731127c998fc6f8ff822917606530071a76eba806a
1,CAL-227,2,41,50,504,227,180,169582034,35,223735096514,407,20,4718,57cf1221bacc1ce02fa61a3fc2bc8f8d35f0239faaf1b6174c6e35208ed98c98
1,CAL-227,2,41,50,504,227,180,169582034,36,224864215274,407,29,4769,4fbf6a26d894d2d405311165b437fce84328f079bd14888657e4b0b0e3031eb2
1,CAL-227,2,41,50,504,227,180,169582034,37,225993334034,407,23,4820,95888bcc28f526d4ef3d16bc75e3ce29d90c52da9d4339659bc5f4846e4a7a5c
1,CAL-227,2,41,50,504,227,180,169582034,38,227122452794,407,26,4871,5ba8ffb6f22aedd5cc5d75885a40aff48b49c1129d2a255be47e31744e1014b2
1,CAL-227,2,41,50,504,227,180,169582034,39,228251571554,407,30,4922,70c69e2ce44bd3d3eb5a3eff5902e853ac0207642f7ea534e6f608339d40a1cd
1,CAL-227,2,41,50,504,227,180,169582034,40,229380690314,407,24,4973,319c02056b623c572bf5aa68dfd0fc7ff1d68ed3ac8858329f9cfe2a581a3eb8
1,CAL-227,2,41,50,504,227,180,169582034,41,230509809074,407,20,5024,2f59a7f77729c6194f212b6ef0fe123f424e1b39ae330474db80a98e98dc0db9
1,CAL-227,2,41,50,504,227,180,169582034,42,231638927834,407,34,5075,eae986042f11386a1793d0a8e875891e367386cdb6091f81b1c37dcadf71cf13
1,CAL-227,2,41,50,504,227,180,169582034,43,232768046594,407,24,5126,8d9f253b1727cb4d6d1f3c89fa69baaeb9675131f6153ec443b9a552c3379c14
1,CAL-227,2,41,50,504,227,180,169582034,44,233897165354,407,29,5177,07a5dcb00815761124fae167e1fc3efbf0b2a3b076de1995c38ed7fb8f5d3488
1,CAL-227,2,41,50,504,227,180,169582034,45,235026284114,407,30,5228,a79d8cb5437aabac76d608d45cdea6b5c325b4a85c423d06996cd69a272b90ed
1,CAL-227,2,41,50,504,227,180,169582034,46,236155402874,407,22,5279,3af2d984d5693142c504312f46c8292c8b55f48f05fad032d77bc187b71b26cb
1,CAL-227,2,41,50,504,227,180,169582034,47,237284521634,407,22,5330,1b3bec8c8031b50b1386d2bfca65e7220ed96243f1901de92fc8aa56e8dfb2a7
1,CAL-227,2,41,50,504,227,180,169582034,48,238413640394,407,34,5381,4c35d5d7d1d19fdbee6d09e52337f95c5ac5e4d0c00e24a6db8fd3a55899ecb5
1,CAL-227,2,41,50,504,227,180,169582034,49,239542759154,407,26,5432,db645ca21f34073ced67762bfde4837d8ae0bf4a21a050d0aaace90f0bbeadfc
1,CAL-227,2,41,50,504,227,180,169582034,50,240671877914,407,25,5483,69a3cc660dac20c9688da28d40a242729e94ccb2d30846801704019ee3da6c06
1,CAL-227,2,41,50,504,227,180,169582034,51,241800996674,407,32,5534,6502c147a89dca37fcf04932f262c4fb9326c6e72fcd3f9246e87b3585904bf1
1,CAL-227,2,41,50,504,227,180,169582034,52,242930115434,407,32,5585,978650eee135251396938a7483c333b807d1af53a15b2456a139f1d0f9986b00
1,CAL-227,2,41,50,504,227,180,169582034,53,244059234194,407,32,5636,ad7f8905b367fd5d0a04b546554ec9fd653b0ada87789760ad01c73f09a67959
1,CAL-227,2,41,50,504,227,180,169582034,54,245188352954,407,27,5687,33065897f52b755658f17e967381aaafdfd8e5ba102c305ef61e773d3d5dfe4b
1,CAL-227,2,41,50,504,227,180,169582034,55,246317471714,407,28,5738,38f8c4f9d432b6990d68d24a63661bd27a101601298a8d765a10b1ad3d83f813
2,CAL-230,2,7,32,504,230,177,143491754,0,184189849634,407,27,5789,637ec37baf3aa98a3fd04eb1e3f14d69dda7dadb9293629f956b84de9b88beb3
2,CAL-230,2,7,32,504,230,177,143491754,1,185318968394,407,33,5840,bf15201f5a3aace48b74e3f77f86b7a020a34ed99a4e0910d0847b6eb7711d4c
2,CAL-230,2,7,32,504,230,177,143491754,2,186448087154,407,32,5891,493de0622a71917cc5bdb9aa216c645f6efdf487a05fcfa8bed20affb761b093
2,CAL-230,2,7,32,504,230,177,143491754,3,187577205914,407,26,5942,6abbac3347f473c07b60f8a37db0299d120f48cc199c4113cdf611fb9c5ed791
2,CAL-230,2,7,32,504,230,177,143491754,4,188706324674,407,33,5993,539254421269fa52196675e0d47f261feb3fe2aa147ca176d296dad43afc6f48
2,CAL-230,2,7,32,504,230,177,143491754,5,189835443434,407,36,6044,02ffd6fa82fb59274623a25ddcaff58a6643a9bd683a69002dacf11c0f330162
2,CAL-230,2,7,32,504,230,177,143491754,6,190964562194,407,30,6095,9232046c63dec4d6250f95ca5aaf19f5bb3a1eb02ba37b3591ee733aebaa6e86
2,CAL-230,2,7,32,504,230,177,143491754,7,192093680954,407,36,6146,6e099b21ee0a7ef766af2e5f8541711c04dfeeb7152d2a9bbe6c570509ff5e85
2,CAL-230,2,7,32,504,230,177,143491754,8,193222799714,407,39,6197,620abe5a9a44fe24880ae506d2e4baa40b9306f76cd000b5be1b37a5ba386dd4
2,CAL-230,2,7,32,504,230,177,143491754,9,194351918474,407,34,6248,ea875eac393210b60d0206b53a04e5a0dfda2be3f5c04fba4bde57029acb119b
2,CAL-230,2,7,32,504,230,177,143491754,10,195481037234,407,31,6299,7ae83099cf8cd8b54afcf9d502a0315eccfd2a8a7cafb9efdfd8959e62db5ccb
2,CAL-230,2,7,32,504,230,177,143491754,11,196610155994,407,41,6350,e6f51bbaf426c7ad062ba5a98cb4280f56f15ac4a6267c16238c01960ca93558
2,CAL-230,2,7,32,504,230,177,143491754,12,197739274754,407,37,6401,b3a4c37e6ece9c1d87133a1ea64d6aa1319bd24b123d1e07ca4656f604a55927
2,CAL-230,2,7,32,504,230,177,143491754,13,198868393514,407,32,6452,ed2056a26803b06ee4daa600d515936eab927311b31ca9790dab3aacdf0049f6
2,CAL-230,2,7,32,504,230,177,143491754,14,199997512274,407,39,6503,cd661fd9b5bb8eb416d053e9967a640bf05563e9d3aac7083420ea208fee98f4
2,CAL-230,2,7,32,504,230,177,143491754,15,201126631034,407,39,6554,4bea45fad1f22b5db5cee8e1cfa8645c4fd7cdce00058f071a54b85ef3c235bb
2,CAL-230,2,7,32,504,230,177,143491754,16,202255749794,407,30,6605,90553ed05e3c167ae5c32ac9cfe9930963c52e38df26317e66d844fe63ac9c92
2,CAL-230,2,7,32,504,230,177,143491754,17,203384868554,407,33,6656,90be6b4ae3eacb855199615610fe11011af3e9007e4dc9c3bcc6e567789ccf3b
2,CAL-230,2,7,32,504,230,177,143491754,18,204513987314,407,33,6707,71f0b4e76db41fed9e73f06b7c46611099daad27e4862c754b883b6a00b26d60
2,CAL-230,2,7,32,504,230,177,143491754,19,205643106074,407,39,6758,e769d8be219919b174d4006fd2f20a83f7b355427cce56a36d0e2d32380a277f
2,CAL-230,2,7,32,504,230,177,143491754,20,206772224834,407,33,6809,ff823743246bfd9e5afe2ff66b138e478309274eb6fbd0142249a57e06b95630
2,CAL-230,2,7,32,504,230,177,143491754,21,207901343594,407,27,6860,08b9cded7ff29e10ac45a00658b369b884081fca242b70c2d425bb8d9095ef0f
2,CAL-230,2,7,32,504,230,177,143491754,22,209030462354,407,31,6911,e920175aef32e1ddd4d73219d32550895b6c6fe8604e7795d26aee10e9fb3fd8
2,CAL-230,2,7,32,504,230,177,143491754,23,210159581114,407,34,6962,ae8e3dffedc83e8811ab3fa2f1c7dbc08a9aeda8ff905286af0563de94a3f2fe
2,CAL-230,2,7,32,504,230,177,143491754,24,211288699874,407,30,7013,d6524f6423d769d78b73f6fb3fab770dac854767a7fdb27f9fad9fb76e82e800
2,CAL-230,2,7,32,504,230,177,143491754,25,212417818634,407,34,7064,9034682570130ff90b75bf598f78c8ae835b5630d7175b222064e6ef30a69f90
2,CAL-230,2,7,32,504,230,177,143491754,26,213546937394,407,34,7115,e25ea75551116e6a715ba1dc0acd5c0b0f41e2732dfbf3c4d1c9928e557b0b20
2,CAL-230,2,7,32,504,230,177,143491754,27,214676056154,407,31,7166,fd47ea2f9f2d999a38dd39b32619010220cce8617c4b3a02204c0769c7b3a797
2,CAL-230,2,7,32,504,230,177,143491754,28,215805174914,407,27,7217,4967ba21023df351c03627bc28bdae4192553ae5c4be6983eb501cad4d487ca4
2,CAL-230,2,7,32,504,230,177,143491754,29,216934293674,407,31,7268,0fc3f3a3ae8443bd5f52a5509080616c0ab4cf29142dadca686f0ca4550548a5
2,CAL-230,2,7,32,504,230,177,143491754,30,218063412434,407,33,7319,0bc14c2f808b13f4da842516bb7627fbe3712a7c97b3e20642e74bb868542ee3
2,CAL-230,2,7,32,504,230,177,143491754,31,219192531194,407,33,7370,5ceadf047c8570861863a710defaee9b5e2bf7a085608049a0249f162189997f
2,CAL-230,2,7,32,504,230,177,143491754,32,220321649954,407,42,7421,48925b55aa1cfca9b866fed2e1a1382de0d06693a0dcb14090985bb690bded23
2,CAL-230,2,7,32,504,230,177,143491754,33,221450768714,407,34,7472,017c8d7e0cd5ed5809f68f81d738a1c5c088cbcd62c7c1780d84b1936a86a07e
2,CAL-230,2,7,32,504,230,177,143491754,34,222579887474,407,33,7523,3aa391d6936c8d934c053f10a357c4e443eb8605b7611bc3850087b7b1bf2fbb
2,CAL-230,2,7,32,504,230,177,143491754,35,223709006234,407,42,7574,1a1d8d9a32fb4e778187fdabebcd357342678e89d5e965523781f990ecc8b056
2,CAL-230,2,7,32,504,230,177,143491754,36,224838124994,407,29,7625,c4d041a6c54ea212437e978ec15af4dfc7795a8a81e34aab23aebadcfb7cb834
2,CAL-230,2,7,32,504,230,177,143491754,37,225967243754,407,29,7676,06945d8e767c92409086da9c5ba026959180aeb49af01176587502a7a7f29879
2,CAL-230,2,7,32,504,230,177,143491754,38,227096362514,407,33,7727,757f7a4b4f5c01732dd61f43b9fb698cc593d8982ba163704fc963fc7fb6a5a2
2,CAL-230,2,7,32,504,230,177,143491754,39,228225481274,407,26,7778,a2ed2b03b295350bb3ce10b00bdc866743927c49e498bf25d224a3d1c8c3b5fb
2,CAL-230,2,7,32,504,230,177,143491754,40,229354600034,407,31,7829,4405621b7e9221654c867d03b43670cb23cc91a624e14faf0c762c7a31edc4bd
2,CAL-230,2,7,32,504,230,177,143491754,41,230483718794,407,37,7880,ea736b3c393ff7a0f5bf046c3dd57e1ce02916af5607e664b84a7502297ea7bf
2,CAL-230,2,7,32,504,230,177,143491754,42,231612837554,407,38,7931,0333fd9cdfc88444aabb8bbdfe239662c1d2b695fa119cc68d46f3659eb08e77
2,CAL-230,2,7,32,504,230,177,143491754,43,232741956314,407,41,7982,989098bfaaf87d56f9434ac845e81f2e7afc6ada2a4f5e25dd35985f4fdb7718
2,CAL-230,2,7,32,504,230,177,143491754,44,233871075074,407,36,8033,e4ee73b0490412144e2d761aee75bd584639c3e4ea5ac0b4bf0c3f246f968c98
2,CAL-230,2,7,32,504,230,177,143491754,45,235000193834,407,34,8084,0d9a93d21be80198d4430e9e7a5b0791a21f9cebd83e1f07a79e90fb4f0b9125
2,CAL-230,2,7,32,504,230,177,143491754,46,236129312594,407,34,8135,d2b852d88a85ddd66072addf6a3580393661a946e046fcdef3ca0451b3ada46f
2,CAL-230,2,7,32,504,230,177,143491754,47,237258431354,407,38,8186,5e0b481c228edb0e027bb6c3c639c19e932c806e20ee2378c394d3f9abef75a2
2,CAL-230,2,7,32,504,230,177,143491754,48,238387550114,407,40,8237,9e466adb08c8c2380cef92259f9d1973b38182b0976ca18e00fcd18a3edf65f6
2,CAL-230,2,7,32,504,230,177,143491754,49,239516668874,407,31,8288,11c4bfb31735650f9834589bfce4f331b23cafca5809c55ea877fabc518e2a4e
2,CAL-230,2,7,32,504,230,177,143491754,50,240645787634,407,31,8339,74841a598d64b0c023082f17f511aed06e76e64a4111083e8d759024ec949300
2,CAL-230,2,7,32,504,230,177,143491754,51,241774906394,407,37,8390,64df074cf9f7a2f914d63e1f419c52363abf4fe6785b7436dcfc0e55f9f8ff85
2,CAL-230,2,7,32,504,230,177,143491754,52,242904025154,407,37,8441,5a31ea1daafe118d4910df73da4d063414c1e5db4e6c8112ec8e9903d7fe00e4
2,CAL-230,2,7,32,504,230,177,143491754,53,244033143914,407,33,8492,554750a193be6dc7630fdb9f1ff3a2b7aee8232ba453438129172b9458f6a37d
2,CAL-230,2,7,32,504,230,177,143491754,54,245162262674,407,34,8543,81c50a78cb45e106266bd9c4fc5c584b40d22d327708caed7f298d45574e34fd
2,CAL-230,2,7,32,504,230,177,143491754,55,246291381434,407,30,8594,43d6eed1c0bc07d1d236f62fa833b978012e43bd9ddf83b24fca5804fcaa3fa1
3,MAX-001,2,7,50,17,231,176,361028234,0,184407386114,407,34,8645,93b6d2dda311d2c8dc101aeac7bfbbfce2a9c50fd43bf1f9d2c2e2589cb21504
3,MAX-001,2,7,50,17,231,176,361028234,1,185536504874,407,27,8696,385b24fc3c291371398183b3d81ec414acf3bac9105fdabbe11cc86b7dd798b8
3,MAX-001,2,7,50,17,231,176,361028234,2,186665623634,407,31,8747,0ea3bba78bc778513fddfd84c588ca928251618e50298b77d5bd30e8c51c2455
3,MAX-001,2,7,50,17,231,176,361028234,3,187794742394,407,39,8798,1a3d79d95240ed7f18a22cea0ba8976abe2cb4326086bbcc50a8f0f6007cbbfe
