pair_index,c,d,shift,exposure_count,winner_count,winner_frequency_numerator,winner_frequency_denominator,winner_frequency_decimal,persistently_covered_class_count,classes_with_at_least_one_win,maximum_within_class_frequency_numerator,maximum_within_class_frequency_denominator,maximum_within_class_frequency_decimal
297,17,8,129530788,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
298,17,9,131093288,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
299,17,10,138905788,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
300,17,11,177968288,4671,1854,206,519,0.396917148362235067,0,84,29,55,0.527272727272727273
301,17,12,373280788,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
302,17,13,1349843288,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
303,17,14,6232655788,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
304,17,15,30646718288,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
305,17,16,152717030788,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
306,18,0,387420490,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
307,18,1,387420494,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
308,18,2,387420514,4671,1306,1306,4671,0.279597516591736245,0,84,23,55,0.418181818181818182
309,18,3,387420614,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
310,18,4,387421114,4671,1315,1315,4671,0.281524298865339328,0,84,21,55,0.381818181818181818
311,18,5,387423614,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
312,18,6,387436114,4671,1285,1285,4671,0.275101691286662385,0,84,21,55,0.381818181818181818
313,18,7,387498614,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
314,18,8,387811114,4671,1275,425,1557,0.272960822093770071,0,84,21,55,0.381818181818181818
315,18,9,389373614,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
316,18,10,397186114,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
317,18,11,436248614,4671,974,974,4671,0.208520659387711411,0,84,16,55,0.290909090909090909
318,18,12,631561114,4671,1319,1319,4671,0.282380646542496253,0,84,11,28,0.392857142857142857
319,18,13,1608123614,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
320,18,14,6490936114,4671,1321,1321,4671,0.282808820381074716,0,84,2,5,0.400000000000000000
321,18,15,30904998614,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
322,18,16,152975311114,4671,1334,1334,4671,0.285591950331834725,0,84,11,28,0.392857142857142857
323,19,0,1162261468,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
324,19,1,1162261472,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
325,19,2,1162261492,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
326,19,3,1162261592,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
327,19,4,1162262092,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
328,19,5,1162264592,4671,1878,626,1557,0.402055234425176622,0,84,29,56,0.517857142857142857
329,19,6,1162277092,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
330,19,7,1162339592,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
331,19,8,1162652092,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
332,19,9,1164214592,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
333,19,10,1172027092,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
334,19,11,1211089592,4671,1892,1892,4671,0.405052451295225862,0,84,29,56,0.517857142857142857
335,19,12,1406402092,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
336,19,13,2382964592,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
337,19,14,7265777092,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
338,19,15,31679839592,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
339,19,16,153750152092,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
340,20,0,3486784402,4671,1258,1258,4671,0.269321344465853136,0,84,5,14,0.357142857142857143
341,20,1,3486784406,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
342,20,2,3486784426,4671,1228,1228,4671,0.262898736887176194,0,84,19,55,0.345454545454545455
343,20,3,3486784526,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
344,20,4,3486785026,4671,1269,47,173,0.271676300578034682,0,84,3,8,0.375000000000000000
345,20,5,3486787526,4671,963,107,519,0.206165703275529865,0,84,17,56,0.303571428571428571
346,20,6,3486800026,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
347,20,7,3486862526,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
348,20,8,3487175026,4671,1255,1255,4671,0.268679083707985442,0,84,23,55,0.418181818181818182
349,20,9,3488737526,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
350,20,10,3496550026,4671,1253,1253,4671,0.268250909869406979,0,84,21,55,0.381818181818181818
351,20,11,3535612526,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
352,20,12,3730925026,4671,1255,1255,4671,0.268679083707985442,0,84,11,28,0.392857142857142857
353,20,13,4707487526,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
354,20,14,9590300026,4671,1239,413,1557,0.265253692999357739,0,84,5,14,0.357142857142857143
355,20,15,34004362526,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
356,20,16,156074675026,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
357,21,0,10460353204,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
358,21,1,10460353208,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
359,21,2,10460353228,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
360,21,3,10460353328,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
361,21,4,10460353828,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
362,21,5,10460356328,4671,1894,1894,4671,0.405480625133804325,0,84,29,56,0.517857142857142857
363,21,6,10460368828,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
364,21,7,10460431328,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
365,21,8,10460743828,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
366,21,9,10462306328,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
367,21,10,10470118828,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
368,21,11,10509181328,4671,1898,1898,4671,0.406336972810961250,0,84,28,55,0.509090909090909091
369,21,12,10704493828,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
370,21,13,11681056328,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
371,21,14,16563868828,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
372,21,15,40977931328,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
373,21,16,163048243828,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
374,22,0,31381059610,4671,1238,1238,4671,0.265039606080068508,0,84,4,11,0.363636363636363636
375,22,1,31381059614,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
376,22,2,31381059634,4671,1305,145,519,0.279383429672447013,0,84,3,8,0.375000000000000000
377,22,3,31381059734,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
378,22,4,31381060234,4671,1305,145,519,0.279383429672447013,0,84,23,55,0.418181818181818182
379,22,5,31381062734,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
380,22,6,31381075234,4671,1283,1283,4671,0.274673517448083922,0,84,21,55,0.381818181818181818
381,22,7,31381137734,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
382,22,8,31381450234,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
383,22,9,31383012734,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
384,22,10,31390825234,4671,1294,1294,4671,0.277028473560265468,0,84,2,5,0.400000000000000000
385,22,11,31429887734,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
386,22,12,31625200234,4671,1299,433,1557,0.278098908156711625,0,84,4,11,0.363636363636363636
387,22,13,32601762734,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
388,22,14,37484575234,4671,1314,146,519,0.281310211946050096,0,84,11,28,0.392857142857142857
389,22,15,61898637734,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
390,22,16,183968950234,4671,1366,1366,4671,0.292442731749090131,0,84,11,28,0.392857142857142857
391,23,0,94143178828,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
392,23,1,94143178832,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
393,23,2,94143178852,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
394,23,3,94143178952,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
395,23,4,94143179452,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
396,23,5,94143181952,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
397,23,6,94143194452,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
398,23,7,94143256952,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
399,23,8,94143569452,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
400,23,9,94145131952,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
401,23,10,94152944452,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
402,23,11,94192006952,4671,1919,1919,4671,0.410832798116035110,0,84,15,28,0.535714285714285714
403,23,12,94387319452,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
404,23,13,95363881952,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
405,23,14,100246694452,4671,0,0,1,0.000000000000000000,0,0,0,1,0.000000000000000000
406,23,15,124660756952,0,0,0,1,0.000000000000000000,84,0,0,1,0.000000000000000000
