h,k,n,backend_a_T,backend_b_T,active_pairs,pointwise_equal
720,105,242963943059,47,47,407,1
720,106,242992171028,53,53,407,1
720,107,243020398997,47,47,407,1
720,108,243048626966,71,71,407,1
720,109,243076854935,46,46,407,1
720,110,243105082904,39,39,407,1
720,111,243133310873,62,62,407,1
720,112,243161538842,28,28,407,1
720,113,243189766811,45,45,407,1
720,114,243217994780,73,73,407,1
720,115,243246222749,44,44,407,1
720,116,243274450718,67,67,407,1
720,117,243302678687,48,48,407,1
720,118,243330906656,34,34,407,1
720,119,243359134625,56,56,407,1
720,120,243387362594,34,34,407,1
720,121,243415590563,37,37,407,1
720,122,243443818532,66,66,407,1
720,123,243472046501,70,70,407,1
720,124,243500274470,72,72,407,1
720,125,243528502439,42,42,407,1
720,126,243556730408,38,38,407,1
720,127,243584958377,53,53,407,1
720,128,243613186346,34,34,407,1
