n,H8,live_projection_digest,full_mask_digest,CRT_class,confirmed_E1_E4_intersection,conservative_superset_intersection,unknown_exposure,confirmed_exact_T_intersection,possible_exact_T_intersection
216153565634,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,491882474,False,UNKNOWN,True,False,UNKNOWN
224057396954,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,491882474,False,UNKNOWN,True,False,UNKNOWN
231961228274,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,491882474,False,UNKNOWN,True,False,UNKNOWN
239865059594,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,491882474,False,UNKNOWN,True,False,UNKNOWN
184230298874,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,183940994,False,UNKNOWN,True,False,UNKNOWN
192134130194,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,183940994,False,UNKNOWN,True,False,UNKNOWN
200037961514,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,183940994,False,UNKNOWN,True,False,UNKNOWN
207941792834,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,183940994,False,UNKNOWN,True,False,UNKNOWN
215845624154,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,183940994,False,UNKNOWN,True,False,UNKNOWN
223749455474,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,183940994,False,UNKNOWN,True,False,UNKNOWN
231653286794,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,183940994,False,UNKNOWN,True,False,UNKNOWN
239557118114,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,183940994,False,UNKNOWN,True,False,UNKNOWN
185051476154,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,1005118274,False,UNKNOWN,True,False,UNKNOWN
192955307474,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,1005118274,False,UNKNOWN,True,False,UNKNOWN
200859138794,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,1005118274,False,UNKNOWN,True,False,UNKNOWN
208762970114,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,1005118274,False,UNKNOWN,True,False,UNKNOWN
216666801434,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,1005118274,False,UNKNOWN,True,False,UNKNOWN
224570632754,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,1005118274,False,UNKNOWN,True,False,UNKNOWN
232474464074,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,1005118274,False,UNKNOWN,True,False,UNKNOWN
242636532914,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,1005118274,False,UNKNOWN,True,False,UNKNOWN
184743534674,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,697176794,False,UNKNOWN,True,False,UNKNOWN
192647365994,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,697176794,False,UNKNOWN,True,False,UNKNOWN
200551197314,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,697176794,False,UNKNOWN,True,False,UNKNOWN
208455028634,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,697176794,False,UNKNOWN,True,False,UNKNOWN
216358859954,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,697176794,False,UNKNOWN,True,False,UNKNOWN
224262691274,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,697176794,False,UNKNOWN,True,False,UNKNOWN
232166522594,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,697176794,False,UNKNOWN,True,False,UNKNOWN
242328591434,199,839e00d71e21cdbac743a0e0264caff99a239f23581a5e5ec5abe4628229cb68,c295c242d5a78a3dca44c4bc604cc6cccb8ea0fc737bb32206b533fab8ba7fdc,697176794,False,UNKNOWN,True,False,UNKNOWN
184247346674,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,200988794,False,UNKNOWN,True,False,UNKNOWN
192151177994,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,200988794,False,UNKNOWN,True,False,UNKNOWN
200055009314,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,200988794,False,UNKNOWN,True,False,UNKNOWN
207958840634,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,200988794,False,UNKNOWN,True,False,UNKNOWN
215862671954,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,200988794,False,UNKNOWN,True,False,UNKNOWN
223766503274,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,200988794,False,UNKNOWN,True,False,UNKNOWN
231670334594,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,200988794,False,UNKNOWN,True,False,UNKNOWN
239574165914,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,200988794,False,UNKNOWN,True,False,UNKNOWN
185068523954,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,1022166074,False,UNKNOWN,True,False,UNKNOWN
192972355274,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,1022166074,False,UNKNOWN,True,False,UNKNOWN
200876186594,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,1022166074,False,UNKNOWN,True,False,UNKNOWN
208780017914,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,1022166074,False,UNKNOWN,True,False,UNKNOWN
216683849234,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,1022166074,False,UNKNOWN,True,False,UNKNOWN
224587680554,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,1022166074,False,UNKNOWN,True,False,UNKNOWN
232491511874,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,1022166074,False,UNKNOWN,True,False,UNKNOWN
242653580714,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,1022166074,False,UNKNOWN,True,False,UNKNOWN
184760582474,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,714224594,False,UNKNOWN,True,False,UNKNOWN
192664413794,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,714224594,False,UNKNOWN,True,False,UNKNOWN
200568245114,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,714224594,False,UNKNOWN,True,False,UNKNOWN
208472076434,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,714224594,False,UNKNOWN,True,False,UNKNOWN
216375907754,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,714224594,False,UNKNOWN,True,False,UNKNOWN
224279739074,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,714224594,False,UNKNOWN,True,False,UNKNOWN
232183570394,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,714224594,False,UNKNOWN,True,False,UNKNOWN
242345639234,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,714224594,False,UNKNOWN,True,False,UNKNOWN
184452640994,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,406283114,False,UNKNOWN,True,False,UNKNOWN
192356472314,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,406283114,False,UNKNOWN,True,False,UNKNOWN
200260303634,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,406283114,False,UNKNOWN,True,False,UNKNOWN
208164134954,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,406283114,False,UNKNOWN,True,False,UNKNOWN
216067966274,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,406283114,False,UNKNOWN,True,False,UNKNOWN
223971797594,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,406283114,False,UNKNOWN,True,False,UNKNOWN
231875628914,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,406283114,False,UNKNOWN,True,False,UNKNOWN
239779460234,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,0f47ea2ad6e0c4519a27c01a8008a40c8b8c6b92172c0d4ac3f75f3284b03f78,406283114,False,UNKNOWN,True,False,UNKNOWN
184050978194,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,4620314,False,UNKNOWN,True,False,UNKNOWN
191954809514,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,4620314,False,UNKNOWN,True,False,UNKNOWN
199858640834,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,4620314,False,UNKNOWN,True,False,UNKNOWN
207762472154,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,4620314,False,UNKNOWN,True,False,UNKNOWN
215666303474,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,4620314,False,UNKNOWN,True,False,UNKNOWN
223570134794,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,4620314,False,UNKNOWN,True,False,UNKNOWN
231473966114,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,4620314,False,UNKNOWN,True,False,UNKNOWN
239377797434,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,4620314,False,UNKNOWN,True,False,UNKNOWN
184872155474,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,825797594,False,UNKNOWN,True,False,UNKNOWN
192775986794,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,825797594,False,UNKNOWN,True,False,UNKNOWN
200679818114,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,825797594,False,UNKNOWN,True,False,UNKNOWN
208583649434,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,825797594,False,UNKNOWN,True,False,UNKNOWN
216487480754,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,825797594,False,UNKNOWN,True,False,UNKNOWN
224391312074,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,825797594,False,UNKNOWN,True,False,UNKNOWN
232295143394,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,825797594,False,UNKNOWN,True,False,UNKNOWN
242457212234,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,825797594,False,UNKNOWN,True,False,UNKNOWN
184564213994,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,517856114,False,UNKNOWN,True,False,UNKNOWN
192468045314,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,517856114,False,UNKNOWN,True,False,UNKNOWN
200371876634,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,517856114,False,UNKNOWN,True,False,UNKNOWN
208275707954,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,517856114,False,UNKNOWN,True,False,UNKNOWN
216179539274,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,517856114,False,UNKNOWN,True,False,UNKNOWN
224083370594,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,517856114,False,UNKNOWN,True,False,UNKNOWN
231987201914,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,517856114,False,UNKNOWN,True,False,UNKNOWN
239891033234,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,517856114,False,UNKNOWN,True,False,UNKNOWN
184256272514,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,209914634,False,UNKNOWN,True,False,UNKNOWN
192160103834,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,209914634,False,UNKNOWN,True,False,UNKNOWN
200063935154,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,209914634,False,UNKNOWN,True,False,UNKNOWN
207967766474,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,209914634,False,UNKNOWN,True,False,UNKNOWN
215871597794,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,209914634,False,UNKNOWN,True,False,UNKNOWN
223775429114,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,209914634,False,UNKNOWN,True,False,UNKNOWN
231679260434,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,209914634,False,UNKNOWN,True,False,UNKNOWN
239583091754,200,15565cee9b1127c06002e1b7d15b56c39ec8611a33daa5b12b9d2ce02c57ee8c,2863b38904c57654ca194cfcf3ef8c90821d4a6d5ac4dc73be44e6c28025db18,209914634,False,UNKNOWN,True,False,UNKNOWN
184922439554,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,876081674,False,UNKNOWN,True,False,UNKNOWN
192826270874,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,876081674,False,UNKNOWN,True,False,UNKNOWN
200730102194,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,876081674,False,UNKNOWN,True,False,UNKNOWN
208633933514,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,876081674,False,UNKNOWN,True,False,UNKNOWN
216537764834,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,876081674,False,UNKNOWN,True,False,UNKNOWN
224441596154,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,876081674,False,UNKNOWN,True,False,UNKNOWN
232345427474,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,876081674,False,UNKNOWN,True,False,UNKNOWN
242507496314,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,876081674,False,UNKNOWN,True,False,UNKNOWN
184614498074,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,568140194,False,UNKNOWN,True,False,UNKNOWN
192518329394,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,568140194,False,UNKNOWN,True,False,UNKNOWN
200422160714,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,568140194,False,UNKNOWN,True,False,UNKNOWN
208325992034,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,568140194,False,UNKNOWN,True,False,UNKNOWN
216229823354,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,568140194,False,UNKNOWN,True,False,UNKNOWN
224133654674,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,568140194,False,UNKNOWN,True,False,UNKNOWN
232037485994,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,568140194,False,UNKNOWN,True,False,UNKNOWN
239941317314,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,568140194,False,UNKNOWN,True,False,UNKNOWN
184306556594,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,260198714,False,UNKNOWN,True,False,UNKNOWN
192210387914,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,260198714,False,UNKNOWN,True,False,UNKNOWN
200114219234,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,260198714,False,UNKNOWN,True,False,UNKNOWN
208018050554,200,195f37c13482a5459e3074c6d63b2be8db1cb9a1b4d965e7273d9284509519ea,b1074abaa943cb9db1d5bb0155ad854b4577b108dab0da111f0dd2825ea993fa,260198714,False,UNKNOWN,True,False,UNKNOWN
