record_type,n,record_id,normalized_low,normalized_high,source_id,source_artifact_sha256,source_commit,exposure_levels,certainty,outcome_influenced_selection,provenance_completeness,boundary_convention
integer,188062517594,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188089295114,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188098220954,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188111609714,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188124998474,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188133924314,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188138387234,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188160701834,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188183016434,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188196405194,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188205331034,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188236571474,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188245497314,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188272274834,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188285663594,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188294589434,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188303515274,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188307978194,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188321366954,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188330292794,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188343681554,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188370459074,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188401699514,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188406162434,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188419551194,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188432939954,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188441865794,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188450791634,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188468643314,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188477569154,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188490957914,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188499883754,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188504346674,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188526661274,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188548975874,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188553438794,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188575753394,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188580216314,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188602530914,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188615919674,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188624845514,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188629308434,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188638234274,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188647160114,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188651623034,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188673937634,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188678400554,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188696252234,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188706324674,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188714103914,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188727492674,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188732414954,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188749807274,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188776584794,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188785510634,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188798899394,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188812288154,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188821213994,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188834602754,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188843528594,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188861380274,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188883694874,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188910472394,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188919398234,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188923861154,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188932786994,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188946175754,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
integer,188959564514,,,,LEGACY_COMPLETE_PRIOR_REGISTRY_V1,428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af,1a3b130536245ef8fcd318b591e1dd37c03eef06,E1_BINARY_REPRESENTABILITY_CHECK;E2_EXACT_T_COUNT;E3_COMPLETE_WINNER_MASK,CONFIRMED,MIXED,COMPLETE,NOT_APPLICABLE_SPARSE
