n,T
240000041335,62
240000041336,42
240000041337,77
240000041338,53
240000041339,62
240000041340,73
240000041341,40
240000041342,57
240000041343,72
240000041344,56
240000041345,53
240000041346,68
240000041347,48
240000041348,71
240000041349,84
240000041350,37
240000041351,50
240000041352,85
240000041353,44
240000041354,43
240000041355,68
240000041356,43
240000041357,59
240000041358,84
240000041359,58
240000041360,32
240000041361,94
240000041362,63
240000041363,53
240000041364,79
240000041365,62
240000041366,69
240000041367,89
240000041368,65
240000041369,66
240000041370,90
240000041371,49
240000041372,69
240000041373,86
240000041374,43
240000041375,47
240000041376,83
240000041377,63
240000041378,43
240000041379,65
240000041380,40
240000041381,47
240000041382,76
240000041383,58
240000041384,39
240000041385,88
240000041386,64
240000041387,46
240000041388,72
240000041389,46
240000041390,69
240000041391,81
240000041392,58
240000041393,48
240000041394,83
240000041395,49
240000041396,61
240000041397,78
240000041398,28
240000041399,47
240000041400,68
240000041401,45
240000041402,45
240000041403,75
240000041404,36
240000041405,52
240000041406,86
240000041407,54
240000041408,35
240000041409,80
240000041410,55
240000041411,61
240000041412,78
240000041413,43
240000041414,69
240000041415,67
240000041416,59
240000041417,43
240000041418,63
240000041419,65
240000041420,55
240000041421,68
240000041422,37
240000041423,41
240000041424,79
240000041425,43
240000041426,35
240000041427,68
240000041428,52
240000041429,58
240000041430,81
240000041431,40
240000041432,29
240000041433,84
240000041434,61
240000041435,56
240000041436,93
240000041437,50
240000041438,75
240000041439,83
240000041440,67
240000041441,41
240000041442,94
240000041443,58
240000041444,75
240000041445,72
240000041446,53
240000041447,53
240000041448,74
240000041449,52
240000041450,27
240000041451,91
240000041452,51
240000041453,57
240000041454,81
240000041455,60
240000041456,38
240000041457,86
240000041458,64
240000041459,52
240000041460,94
240000041461,49
240000041462,80
240000041463,76
240000041464,70
240000041465,42
240000041466,82
240000041467,62
240000041468,74
240000041469,79
240000041470,27
240000041471,60
240000041472,82
240000041473,53
240000041474,37
240000041475,79
240000041476,51
240000041477,45
240000041478,87
240000041479,62
240000041480,46
240000041481,65
240000041482,67
240000041483,57
240000041484,81
240000041485,45
240000041486,84
240000041487,79
240000041488,54
240000041489,57
240000041490,93
240000041491,50
240000041492,65
240000041493,77
240000041494,39
240000041495,48
240000041496,84
240000041497,57
240000041498,33
240000041499,80
240000041500,37
240000041501,56
240000041502,77
240000041503,49
240000041504,37
240000041505,67
240000041506,57
240000041507,49
240000041508,77
240000041509,38
240000041510,72
240000041511,62
240000041512,59
240000041513,55
240000041514,76
240000041515,37
240000041516,82
240000041517,85
240000041518,47
240000041519,58
240000041520,72
240000041521,49
240000041522,26
240000041523,92
240000041524,42
240000041525,55
240000041526,76
240000041527,50
240000041528,48
240000041529,68
240000041530,74
240000041531,47
240000041532,87
240000041533,50
240000041534,74
240000041535,76
240000041536,60
240000041537,52
240000041538,94
240000041539,45
240000041540,73
240000041541,71
240000041542,49
240000041543,39
240000041544,71
240000041545,54
240000041546,40
240000041547,68
240000041548,47
240000041549,38
240000041550,86
240000041551,46
240000041552,43
240000041553,79
240000041554,77
240000041555,44
240000041556,87
240000041557,49
240000041558,71
240000041559,75
240000041560,72
240000041561,47
240000041562,76
240000041563,51
240000041564,75
240000041565,76
240000041566,36
240000041567,61
240000041568,80
240000041569,44
240000041570,37
240000041571,73
240000041572,39
240000041573,51
240000041574,74
240000041575,42
240000041576,37
240000041577,74
240000041578,73
240000041579,47
240000041580,68
240000041581,53
240000041582,63
240000041583,81
240000041584,72
240000041585,57
240000041586,78
240000041587,51
240000041588,70
240000041589,83
240000041590,45
240000041591,59
240000041592,84
240000041593,36
240000041594,35
240000041595,84
240000041596,38
240000041597,49
240000041598,91
240000041599,59
240000041600,48
240000041601,94
240000041602,64
240000041603,65
240000041604,92
240000041605,50
240000041606,69
240000041607,82
240000041608,61
240000041609,69
240000041610,79
240000041611,61
240000041612,73
240000041613,93
240000041614,39
240000041615,49
240000041616,71
240000041617,51
240000041618,47
240000041619,74
240000041620,44
240000041621,54
240000041622,87
240000041623,49
240000041624,33
240000041625,79
240000041626,55
240000041627,49
240000041628,72
240000041629,40
240000041630,62
240000041631,73
240000041632,67
240000041633,49
240000041634,85
240000041635,54
240000041636,63
240000041637,87
240000041638,36
240000041639,41
240000041640,70
240000041641,45
240000041642,40
240000041643,80
240000041644,42
240000041645,45
240000041646,81
240000041647,45
240000041648,38
240000041649,86
240000041650,64
240000041651,44
240000041652,75
240000041653,46
240000041654,67
240000041655,95
240000041656,62
240000041657,46
240000041658,80
240000041659,55
240000041660,77
240000041661,80
240000041662,48
240000041663,46
240000041664,82
240000041665,45
240000041666,40
240000041667,81
240000041668,38
240000041669,51
240000041670,88
240000041671,52
240000041672,37
240000041673,76
240000041674,52
240000041675,54
240000041676,71
240000041677,54
240000041678,73
240000041679,78
240000041680,56
240000041681,49
240000041682,78
240000041683,53
240000041684,69
240000041685,83
240000041686,41
240000041687,45
240000041688,94
240000041689,45
240000041690,39
240000041691,88
240000041692,36
240000041693,47
240000041694,68
240000041695,51
240000041696,40
240000041697,87
240000041698,64
240000041699,67
240000041700,81
240000041701,51
240000041702,64
240000041703,85
240000041704,73
240000041705,40
240000041706,76
240000041707,59
240000041708,81
240000041709,76
240000041710,46
240000041711,54
240000041712,79
240000041713,49
240000041714,38
240000041715,84
240000041716,43
240000041717,41
240000041718,88
240000041719,61
240000041720,36
240000041721,88
240000041722,73
240000041723,51
240000041724,91
240000041725,50
240000041726,72
240000041727,78
240000041728,77
240000041729,45
240000041730,74
240000041731,50
240000041732,69
240000041733,81
240000041734,30
240000041735,51
240000041736,72
240000041737,51
240000041738,32
240000041739,67
240000041740,29
240000041741,55
240000041742,68
240000041743,53
240000041744,29
240000041745,87
240000041746,62
240000041747,55
240000041748,77
240000041749,48
240000041750,55
240000041751,73
240000041752,60
240000041753,53
240000041754,80
240000041755,55
240000041756,62
240000041757,71
240000041758,40
240000041759,49
240000041760,85
240000041761,51
240000041762,37
240000041763,76
240000041764,40
240000041765,58
240000041766,87
240000041767,51
240000041768,40
240000041769,92
240000041770,64
240000041771,53
240000041772,78
240000041773,41
240000041774,72
240000041775,74
240000041776,82
240000041777,52
240000041778,85
240000041779,55
240000041780,65
240000041781,74
240000041782,39
240000041783,45
240000041784,87
240000041785,62
240000041786,36
240000041787,73
240000041788,37
240000041789,47
240000041790,80
240000041791,53
240000041792,29
240000041793,79
240000041794,60
240000041795,50
240000041796,83
240000041797,47
240000041798,72
240000041799,83
240000041800,69
240000041801,45
240000041802,79
240000041803,46
240000041804,69
240000041805,84
240000041806,32
240000041807,52
240000041808,76
240000041809,48
240000041810,33
240000041811,70
240000041812,29
240000041813,37
240000041814,82
240000041815,49
240000041816,38
240000041817,70
240000041818,79
240000041819,43
240000041820,88
240000041821,52
240000041822,74
240000041823,76
240000041824,68
240000041825,52
240000041826,81
240000041827,55
240000041828,64
240000041829,82
240000041830,35
240000041831,64
240000041832,79
240000041833,51
240000041834,46
240000041835,86
240000041836,35
240000041837,50
240000041838,85
240000041839,56
240000041840,43
240000041841,83
240000041842,81
240000041843,51
240000041844,85
240000041845,46
240000041846,77
240000041847,81
240000041848,59
240000041849,49
240000041850,82
240000041851,56
240000041852,59
240000041853,105
240000041854,35
240000041855,56
240000041856,80
240000041857,52
240000041858,42
240000041859,87
240000041860,41
240000041861,60
240000041862,70
240000041863,49
240000041864,41
240000041865,77
240000041866,60
240000041867,48
240000041868,79
240000041869,47
240000041870,72
240000041871,86
240000041872,68
240000041873,49
240000041874,73
240000041875,56
240000041876,78
240000041877,89
240000041878,35
240000041879,44
240000041880,82
240000041881,46
240000041882,27
240000041883,72
240000041884,41
240000041885,59
240000041886,92
240000041887,55
240000041888,46
240000041889,74
240000041890,71
240000041891,51
240000041892,93
240000041893,48
240000041894,84
240000041895,77
240000041896,73
240000041897,51
240000041898,79
240000041899,50
240000041900,67
240000041901,72
240000041902,41
240000041903,43
240000041904,69
240000041905,48
240000041906,41
240000041907,74
240000041908,38
240000041909,59
240000041910,78
240000041911,41
240000041912,43
240000041913,80
240000041914,61
240000041915,41
240000041916,74
240000041917,44
240000041918,67
240000041919,81
240000041920,62
240000041921,55
240000041922,72
240000041923,54
240000041924,63
240000041925,77
240000041926,40
240000041927,53
240000041928,82
240000041929,45
240000041930,35
240000041931,90
240000041932,33
240000041933,55
240000041934,77
240000041935,42
240000041936,33
240000041937,87
240000041938,65
240000041939,53
240000041940,74
240000041941,52
240000041942,72
240000041943,77
240000041944,80
240000041945,54
240000041946,92
240000041947,55
240000041948,74
240000041949,80
240000041950,41
240000041951,49
240000041952,85
240000041953,56
240000041954,35
240000041955,69
240000041956,37
240000041957,50
240000041958,75
240000041959,48
240000041960,25
240000041961,77
240000041962,55
240000041963,51
240000041964,91
240000041965,40
240000041966,73
240000041967,80
240000041968,59
240000041969,48
240000041970,82
240000041971,59
240000041972,74
240000041973,80
240000041974,36
240000041975,53
240000041976,66
240000041977,49
240000041978,41
240000041979,86
240000041980,38
240000041981,42
240000041982,86
240000041983,49
240000041984,33
240000041985,77
240000041986,74
240000041987,42
240000041988,93
240000041989,51
240000041990,72
240000041991,68
240000041992,69
240000041993,55
240000041994,86
240000041995,44
240000041996,74
240000041997,91
240000041998,37
240000041999,45
240000042000,91
240000042001,49
240000042002,55
240000042003,74
240000042004,52
240000042005,61
240000042006,88
240000042007,56
240000042008,35
240000042009,75
240000042010,61
240000042011,47
240000042012,81
240000042013,46
240000042014,72
240000042015,74
240000042016,57
240000042017,43
240000042018,83
240000042019,53
240000042020,66
240000042021,75
240000042022,55
240000042023,62
240000042024,71
240000042025,40
240000042026,42
240000042027,82
240000042028,50
240000042029,51
240000042030,75
240000042031,47
240000042032,35
240000042033,72
240000042034,57
240000042035,48
240000042036,89
240000042037,51
240000042038,78
240000042039,73
240000042040,66
240000042041,50
240000042042,80
240000042043,58
240000042044,73
240000042045,79
240000042046,31
240000042047,45
240000042048,73
240000042049,46
240000042050,37
240000042051,90
240000042052,38
240000042053,44
240000042054,81
240000042055,43
240000042056,44
240000042057,84
240000042058,53
240000042059,52
240000042060,78
240000042061,54
240000042062,76
240000042063,76
240000042064,62
240000042065,43
240000042066,69
240000042067,58
240000042068,58
240000042069,76
240000042070,29
240000042071,57
240000042072,72
240000042073,44
240000042074,39
240000042075,75
240000042076,41
240000042077,58
240000042078,81
240000042079,45
240000042080,39
240000042081,69
240000042082,63
240000042083,51
240000042084,94
240000042085,62
240000042086,69
240000042087,82
240000042088,63
240000042089,53
240000042090,73
240000042091,60
240000042092,66
240000042093,81
240000042094,41
240000042095,62
240000042096,77
240000042097,36
240000042098,33
240000042099,70
240000042100,49
240000042101,40
240000042102,85
240000042103,53
240000042104,44
240000042105,79
240000042106,72
240000042107,53
240000042108,74
240000042109,47
240000042110,75
240000042111,72
240000042112,65
240000042113,50
240000042114,75
240000042115,47
240000042116,66
240000042117,93
240000042118,27
240000042119,59
240000042120,73
240000042121,49
240000042122,30
240000042123,74
240000042124,39
240000042125,45
240000042126,84
240000042127,47
240000042128,36
240000042129,79
240000042130,54
240000042131,38
240000042132,96
240000042133,50
240000042134,74
240000042135,71
240000042136,58
240000042137,55
240000042138,81
240000042139,57
240000042140,60
240000042141,85
240000042142,30
240000042143,52
240000042144,79
240000042145,54
240000042146,35
240000042147,77
240000042148,46
