t3,t7,t11,t23,mask_digest,crt_residue,modulus,member_count,previously_designed_class,previously_evaluated_integer_count,fresh_integer_count,minimum_fresh_integer,maximum_fresh_integer,member_digest,fresh_member_digest
2,13,83,153,1db211322c8432126e40003cfbb4552a8fac6bf93c4b6d1940cb185f6c7bc1b3,636497714,1129118760,55,False,2,53,184682855594,245655268634,45f53aa892945d9a4485cc6081b752d2a8b81fc3e68cf13ce94b735f2053d1de,f9f2069315a41d3a6817ae2fe486df7af5e98ea46da07ab679d2f7f581a3c509
2,13,83,155,7ccff48a7cbc7f4196130042b51afad57bd2e9ccc4e71519a483880ee171d93d,79408874,1129118760,56,False,1,55,184125766754,246227298554,28801972348ed6958c320298d8e280afe3f46c4dd80b2dd73475e505c153e45d,53b858e06cb44864a9ea12ca81963d5ea551ac8739d6d50a970bfbbeee28756b
2,13,83,157,05de0793b57e51d09dcf5f5fe92335e391ea6ee47093955dc3f2edf8309e2752,651438794,1129118760,55,False,2,53,184697796674,245670209714,7afbbb583fbc0e3a85e5a55288877bb721c92aa63eb8b1dc0934c0bc5983676a,bb9eb84b4e87abc18e563bedfbb54d97a8e4ffcb4a5c4e828c15e61fdbc929ec
2,13,83,159,e4ad4fba14e094bae4c15626df680d639d8a0b159a53e78ede1017c299ab321a,94349954,1129118760,56,False,1,55,184140707834,246242239634,941ed4d8e3c6a9fd5f74cc39cad820ec4f2b8f78846262e533054f5511ef5dcf,f3135c673f852e8ca547646d7eed8dc7e5b5c3b3497ca7ec40899a8ba971b3f0
2,13,83,162,1dc972e97080c3d1274009e4bfc738a3d92bfe9f91aa5f3414ab9be6f3c52dad,952394834,1129118760,55,False,2,53,184998752714,245971165754,c3ef48c783550a0c4c668cd75c7dd0c4d3d84b8e70258b805027f96ae98a7347,ffdf5f1669801121bd1c2e345349fd444a9de2d31bd905f52dda76f0a587e44e
2,13,83,163,96f80303fb2290cc542890c9d948ade07a5857ab8a64f8d385f1a956f71dcdd0,109291034,1129118760,56,False,1,55,184155648914,246257180714,07c08021c21e61880ce2a18133e8a045746b16c38c5c0223a3203c12776f07c6,b0e0e1bbe1b4d4da7852cba9df13f4c1027e1eab00ff1a24645fa9d7376d97cf
2,13,83,164,b7a18f924f1b4b516a684c91c854dc270671b303d5708f7a9d964672c32530de,395305994,1129118760,56,False,1,55,184441663874,246543195674,c9728c920633552ba83ca574186d13d74a759c8f45f1a6a18908ae62d709e84d,99fbe3c3e42d256c91941d7def170df81415cbbb3184ebf36ac181b3d8674384
2,13,83,166,ceff76e6dd1c972049bb865aa4acf87679fd222bc7eda54b1d41842c59c38089,967335914,1129118760,55,False,2,53,185013693794,245986106834,ad470724b7801f5d6f94b5fb619d75daeb077779df871eea36f6fd2f4c36d86e,4b2566de508eff5bfefa64765f3d5f0cbb0931ddc30710c54b606b2c621c7675
2,13,83,167,4199b22702f6848a664af8cb0c9a46b63ae584aee73bc9e82bbf59c7aa2b5945,124232114,1129118760,56,False,1,55,184170589994,246272121794,48b6d56e438d2baaed594f64ac97aabb2e8e8c1f5f454f98086ca7565ea9e3d5,1c8b282899ead328102ed66838f1abd09c77ebfd566d8db23c0354c81baff718
2,13,83,170,79123f8d7dfb6dfb30977e57853d4b0c2f18b63437d68de3fa33198dda855bdc,982276994,1129118760,55,False,2,53,185028634874,246001047914,1eeae875a08a952038f502dbe48e7c499eaeb18284d062e08c41df85a2c6b9a7,6de21ad2c2d79102c470bfa6471a14e7bcc142cc65b5b95b900793296eb93172
2,13,83,171,08dfe7f39d798a03b3e548099d277b89f2d69b43be341225ff160840b0789058,139173194,1129118760,56,False,1,55,184185531074,246287062874,fbefbd25b21bb81b991ff96c2af57804f26167c98ba8d9ca949ccc87ddebc855,feaa93cd1e8318b30adacdd435ef6a5cb9df3fa83c16b324e73a16cc232f44cd
2,13,83,173,c9b526a8c69a995fa7dcfeda5dbcbe7c988e02a10ab43d3a77e67f738733d90b,711203114,1129118760,55,False,2,53,184757560994,245729974034,73b5dfc885be2944732d2529095040b386241391000253460a7f06c78ac3e6e5,451d3092ddf7289bfb3066c2d19c809eee2561a387f0eb3ab172bed469480c42
2,13,83,174,bf02578c6217c420f62a2174e4914913c59a38e7c4ed66a16cc8032d2323996c,997218074,1129118760,55,False,2,53,185043575954,246015988994,844fb0a796100d129f0a885cf16e4d9dc3ddce2712b0884b02bf60eb7f560b38,67b4b7a23ebf0cfff678c949eeb93992e83093780e26f4eceae036081984109f
2,13,83,175,ed4659a623dc82714ca5b5480fff5665a9942d6cabcb90720b16a494230a2bad,154114274,1129118760,56,False,1,55,184200472154,246302003954,137476b64b644fe15afbcf088481149eb6319ed84717b7e29d3f57f07c497f91,812273827070081335a1ab5110e087f2074a3860a345f865cb5ff7707c65db08
2,13,83,176,1db211322c8432126e40003cfbb4552a8fac6bf93c4b6d1940cb185f6c7bc1b3,440129234,1129118760,56,False,1,55,184486487114,246588018914,3e360509a210b279f5ca1fac56a1e799d71009eea3ff58186db5f101c5a5f1ea,91b8b0a9cc2c34a089f7cbd33228c4808c2e73a7ea01ca81d8b5db3aa85d72db
2,13,83,178,152f85eddc76e824c6d069910599595e4aaf42d6b2e0ea5b3ff82b494d06c508,1012159154,1129118760,55,False,2,53,185058517034,246030930074,eed4a46d87b0cd11b6e7908d758c6b16e1384c3f2e6186666c8c861a8507dcf3,6d3bfcbc3a85e0ef601d009a5c9fd57b43a815f5576c053330c48180a5d0c733
2,13,83,180,8c6bfd8022ddb5bb25e16a22782a1af3fa780d8a0933746516245fbdb15c8fb2,455070314,1129118760,56,False,1,55,184501428194,246602959994,0e4d473930e588ad11e3f212d948400f0b75af3561730653b0704bd1557bf5e0,2c8e88b325f9c33ed1d595fecb68906566ca3bcb6299885f5aef6ac698dad4ce
2,13,83,182,3508a65c8fc70fefce368d453944d96cd6d319aac3daf20ff1ae0c49c8846b8c,1027100234,1129118760,55,False,2,53,185073458114,246045871154,13cd4c0ac112eb84b7d4b12b7350a80073168da45974529e97d2847a99b6df7d,d27d490ecbba171103f8962736985e4ac49bd299f52c9caee94815240c59448f
2,13,83,185,1dc972e97080c3d1274009e4bfc738a3d92bfe9f91aa5f3414ab9be6f3c52dad,756026354,1129118760,55,False,2,53,184802384234,245774797274,128e1e68644cfcb0154e029fee3c0f33bd7e4ec95c37fc2232227c7d55c89e34,9a691ccf87dba2ae648e75ab8b4d30a688d28cc252c83d0caa70ba653f9b3c78
2,13,83,186,fe0a2440cb3233cb3030cc55b5ed17bdd7a74e3035458ffea9530f7c1fe5f8e0,1042041314,1129118760,55,False,2,53,185088399194,246060812234,dedeecf21680f24e381794ef3fc02917984e971444b29fccea4734fd01c2215f,c0e426ca2939ba6763ba0144c3e115a8c8809db65b4c25485a4f5cf0460b6aac
2,13,83,187,b7a18f924f1b4b516a684c91c854dc270671b303d5708f7a9d964672c32530de,198937514,1129118760,56,False,1,55,184245295394,246346827194,caca3ce7ab495abb24594389414e07368cf64a282177e4b11f5d866ef3c699c3,6b48c77e864a474025580dc7624297b74dbf20e4223c0ab8885305175480b82d
2,13,83,189,ceff76e6dd1c972049bb865aa4acf87679fd222bc7eda54b1d41842c59c38089,770967434,1129118760,55,False,2,53,184817325314,245789738354,5e3d2c8b24886a89f4212c6dd6afd370e91bf4d27edf3562048d9125c9ec7131,fd9f604c848d435341673aa150b9809da617f9a241f04a43260c03c54ea6ba98
2,13,83,190,68c525b1321bde58d3100b471956b9b4347f6cd818636ee5ce50b4a8e985ac50,1056982394,1129118760,56,False,2,54,183974221514,246075753314,97568edf912aa06acfff7541741dae985c2315200d7c9304819ed6a86055c9da,e8adfe763f35a6dbf94b52be6f9267293ae76c30945bf4b308a8453bafb3070e
2,13,83,193,79123f8d7dfb6dfb30977e57853d4b0c2f18b63437d68de3fa33198dda855bdc,785908514,1129118760,55,False,2,53,184832266394,245804679434,e200bbcfacceab39e35f324821d84ed5311d67c80c3acc8f7380877b005ec234,889e9bdea0bd7671480ceb741dd0fee8241bcf374214a7b6eed319bccc4b006d
2,13,83,194,99e5e8be196dabbe315d0b64a5c6d8bf5a12cbd7a99e2279b17c8697336be5ba,1071923474,1129118760,56,False,2,54,183989162594,246090694394,d58072fbea8656dd9d9f9f18100bec3e9575951b16d7c0e6546c2c077debb10f,8fa7bceaa23fad621a44fa07d8dc0b15d4688f4aedf0ded57b0c0da2afe05596
2,13,83,196,c9b526a8c69a995fa7dcfeda5dbcbe7c988e02a10ab43d3a77e67f738733d90b,514834634,1129118760,56,False,1,55,184561192514,246662724314,14ae3f920e69fea2c6ad062b0823002561c0fe47af855c2670da36cf1c11ae45,22d78809a56f9c92969e1b1d8abd8164014da63112bc39b1a271372cf8f09de6
2,13,83,197,ee2cd71b9a29986cf0d054e1ade32b001065666488afa2e6d95ca7c6f4988185,800849594,1129118760,55,False,2,53,184847207474,245819620514,f31cb1786ea9638c1541f862a099c82814f1af208a7c1d6393497567ecaa4b9e,0ad30884f0d2858ca055f2d260cf0352882d9efb32bcbeefb7e439ba844c60f0
2,13,83,198,ed4659a623dc82714ca5b5480fff5665a9942d6cabcb90720b16a494230a2bad,1086864554,1129118760,56,False,2,54,184004103674,246105635474,df607338b97442a3a816f7d577a335600dee3b80f8ff2c0872ddde207e21105b,e9321a25afac15b425906e1e11dd1a709b7443cc977b96076ee2f56cb31e678a
2,13,83,199,1db211322c8432126e40003cfbb4552a8fac6bf93c4b6d1940cb185f6c7bc1b3,243760754,1129118760,56,False,1,55,184290118634,246391650434,e4821c3c578435a41d1b421b3ead2302d3cc43b1c74a0519f9ad6d1c4dd83929,f2d13a49687cc957e3fb6b89a51e795eb2111c420b2c79b5c95865510e96e8fd
2,13,83,203,20853e88cca8ded19753d5d0a45a68c5272349061b54a2b0db0b0517936b8fd0,258701834,1129118760,56,False,1,55,184305059714,246406591514,5b5399b0055344e3e03f5001859ec4acc23ff66525f3b96252f5698017db40d3,52bbcd8a4f9087a8fb30b497496941aa627180632b92ac462225d06638496050
2,13,83,205,b5ce0e697f0e7adb4a0a29159d23ac72cdefeede68fcb930a2528aee31128d0b,830731754,1129118760,55,False,2,53,184877089634,245849502674,c1e84d7e4dea6ef05035d89708bc8b90db83158220e56c98e6ce05a170602150,f3f825aa8f8b8ca8d97ae812b9e7493fea80864b1f0dd7256c817c6823fd6b4b
2,13,83,208,1dc972e97080c3d1274009e4bfc738a3d92bfe9f91aa5f3414ab9be6f3c52dad,559657874,1129118760,56,False,1,55,184606015754,246707547554,d8d661e3c803dc99d59dfed6273c32bd95b0afd664ef42ee845e824b9672ea7c,dbd4e3bb77deb88593f09446b9f04b664b6077722c6d40ddcdb0f44e0b4499ba
2,13,83,209,fe0a2440cb3233cb3030cc55b5ed17bdd7a74e3035458ffea9530f7c1fe5f8e0,845672834,1129118760,55,False,2,53,184892030714,245864443754,c641258e4b1a48f506c20c9e3466d49439f7858c8fb0a6b95a796daa49a49159,a351ae4f24720a46cbbb2a5141d234e7993b5dc45cdfbdae80f3bcec653f0e10
2,13,83,210,b7a18f924f1b4b516a684c91c854dc270671b303d5708f7a9d964672c32530de,2569034,1129118760,56,False,1,55,184048926914,246150458714,70c1fe921f59522a1733450a736f5ca12d5537ef27f79802ab31d27a6f05e58c,19fc1c4e821ed23a836675e05b5f7a779139eefcfc93f9bbffd924f082217cd2
2,13,83,212,ceff76e6dd1c972049bb865aa4acf87679fd222bc7eda54b1d41842c59c38089,574598954,1129118760,56,False,1,55,184620956834,246722488634,4f3c3a518030cb4966c140da7f40aeeb9f81ca39f59432b2d54e889603830362,74019d1420628eb851332a2cce7a4b122d83270685082f0beeda072ac3168b26
2,13,83,213,68c525b1321bde58d3100b471956b9b4347f6cd818636ee5ce50b4a8e985ac50,860613914,1129118760,55,False,2,53,184906971794,245879384834,1a467ef1d218130d2a3f724105b90258738be470126fc0c7c88d2847e1b6f26e,14e193a99c10137040cfccf9babd3d752ec54409a87c30c9e30c6a65129ac6e9
2,13,83,216,6c8ea26a3234b1e27682317823cc442ac1c7f24db10fd635c4bf49a8fbd43603,589540034,1129118760,55,False,1,54,184635897914,245608310954,cd130b1378f2a89dabc4dd9879585f6fd4de7b8abe266d6ac3aa2224a44e813e,37e0f86d7833318ba4d032611662c3e291daf6aff2a13625beae975dc3ec94f1
2,13,83,217,781f000774cf8a9d9fedf45600d8c4d44c3f1741fcaffb940188854ad2190382,875554994,1129118760,55,False,2,53,184921912874,245894325914,6b767b54108e557fe5516d7bbcae281aea55688489fe8d6a51c4d9b54e0af6b6,7f824ce850c8ed2207c5b25872378053421708c7d2e6dea67d27fb9cc6f3f9ff
2,13,83,219,c9b526a8c69a995fa7dcfeda5dbcbe7c988e02a10ab43d3a77e67f738733d90b,318466154,1129118760,56,False,1,55,184364824034,246466355834,61935f9783ce607e333beb854b62c34a1deb9a9efad5fb7e504a5a254efec4c3,8f79a7f4d573ca65f709360eaa4a623ab9699fbf3f98b81524dbe6f3bc2438f2
2,13,83,220,ee2cd71b9a29986cf0d054e1ade32b001065666488afa2e6d95ca7c6f4988185,604481114,1129118760,55,False,1,54,184650838994,245623252034,86f67e0b1811a596c502dbb8f3868af34ac43522d49d7cd360cbd3db9a3d13f0,c22b0f7393de4566ffdc695c9b3b43abfdde92cbde3e493be4f4ffaa014f3529
2,13,83,221,ed4659a623dc82714ca5b5480fff5665a9942d6cabcb90720b16a494230a2bad,890496074,1129118760,55,False,2,53,184936853954,245909266994,1a665c803458309f218713fa0d92e3ba3160f8be9b9354dc916423cff6766da7,b6a2491fd49e8fed6380aa5557990165e0acbc48a038dc4c998c37911beebb72
2,13,83,222,1db211322c8432126e40003cfbb4552a8fac6bf93c4b6d1940cb185f6c7bc1b3,47392274,1129118760,56,False,1,55,184093750154,246195281954,d7f25bab7dc3b602fdecbcc4dd8b9e50b8811d3aafbf8672449918b5fe817cf4,6ecd0463b7f1036e4629f6cd2f3034e071ba3dfe8b2428558ea7af061e876255
2,13,83,224,152f85eddc76e824c6d069910599595e4aaf42d6b2e0ea5b3ff82b494d06c508,619422194,1129118760,55,False,1,54,184665780074,245638193114,af7a16f08f513ab6bf64ca5eb1e0fd75634860921778d8ac701054c0bf161ae9,4f835dc64df43832e6a6865661616171b5d028feea39fb1e07f602dc6eb3abfb
2,13,83,226,f988295e17d6c3a3867ac5eb8a922164197da81adc6662eaa9858f8277b8a7ba,62333354,1129118760,56,False,1,55,184108691234,246210223034,441c0e1e92459e4fcbb7794affacafbe6583e5f155d5c8d7cf4f76fc2e028b14,10b936ef0ecbc5870e5cc3fab7ec70f3b18a4772c52c6cd35036bbf525f7ddf1
2,13,83,228,b5ce0e697f0e7adb4a0a29159d23ac72cdefeede68fcb930a2528aee31128d0b,634363274,1129118760,55,False,2,53,184680721154,245653134194,d3d53357bdd2bf4235d7993c49e72d78f5468a25fb5ed62fff2d793eb7ab7300,678d89b255f77cae4bf1ae43283c202d35af9587ac2eb8940a77b22c149506ae
2,13,83,232,fe0a2440cb3233cb3030cc55b5ed17bdd7a74e3035458ffea9530f7c1fe5f8e0,649304354,1129118760,55,False,2,53,184695662234,245668075274,96d6b20452a3d0893ea3578427c2bf6a26266141274c3017c7ffb174360e8ffe,24e8e212f2d906b208793ceff57ce8b102111d34a6348d6162588a7291cc3078
2,13,83,233,b7a18f924f1b4b516a684c91c854dc270671b303d5708f7a9d964672c32530de,935319314,1129118760,55,False,2,53,184981677194,245954090234,ef05a2722c078403dc7992579bf7b6f0bd36e123d1dccb1570df9cb7360bc031,49d906717c23cf6d7263b57e1dd308b1f6b12d5d222c24a047c0b33382310b44
2,13,83,235,ceff76e6dd1c972049bb865aa4acf87679fd222bc7eda54b1d41842c59c38089,378230474,1129118760,56,False,2,54,184424588354,246526120154,19a84656fce16efc2331538db8b456c00f7852543bd094a2a6a7f97818cd07a5,2676a4bc950eb906a7a4e6f2966b2176ed56f87670cb42dd1710c48bf4a46be9
2,13,83,236,68c525b1321bde58d3100b471956b9b4347f6cd818636ee5ce50b4a8e985ac50,664245434,1129118760,55,False,2,53,184710603314,245683016354,d0116c8cb6b0df9f4beed6e498c6c440751c63fd6417c6ccea996252e940a873,41feabf094d7628977e5e3cb8bb6dca575bcc28d30c22892631f2d030868cba3
2,13,83,239,79123f8d7dfb6dfb30977e57853d4b0c2f18b63437d68de3fa33198dda855bdc,393171554,1129118760,56,False,1,55,184439529434,246541061234,705e991eacf0fe3383aed77351a4b43582857aa83cbb27a5e4156fe7ffe707f9,ace08e1e23abf93ab32f13e428a81ad2407e961f944db2e9496a2c6f6dccc78d
2,13,83,240,08dfe7f39d798a03b3e548099d277b89f2d69b43be341225ff160840b0789058,679186514,1129118760,55,False,2,53,184725544394,245697957434,f0f356222ab85a632751bf92c44a1771cf8e1be0434997f627b501452521ccda,915adfb8555f0b118bda4733535646e426bca14a335da4eb9499c3a54c186164
2,13,83,243,ee2cd71b9a29986cf0d054e1ade32b001065666488afa2e6d95ca7c6f4988185,408112634,1129118760,56,False,1,55,184454470514,246556002314,9e14fc80973af12dcf0e2889e9508b58c401b319ea80334ada7160843ff67d49,94b9e7108722edbb7aa17250d53a272c8b4207dca2a35e0cc1904a452904188e
2,13,83,245,1db211322c8432126e40003cfbb4552a8fac6bf93c4b6d1940cb185f6c7bc1b3,980142554,1129118760,55,False,2,53,185026500434,245998913474,9bca673a861e738c151c7504a5a9f883d44fb845b2f2ab58052d2fe48ba5338c,669c60b871080e033350dc2a4c7f08d1097e91379b8f777b877328e920436d77
2,13,83,247,152f85eddc76e824c6d069910599595e4aaf42d6b2e0ea5b3ff82b494d06c508,423053714,1129118760,56,False,1,55,184469411594,246570943394,80c0bb6b92e6c4dd1f9b91bdcb8b78489f3635f603ad1d61987ada2bb5688718,51b0965d67562fc14cdcd2015810e01b37ede58a32271e5550889a87caa3126d
2,13,83,249,2a923cb5b6dfcf0d147d63ec43cce6bcb7655343f73ccb9f3eab32dedf87a5ac,995083634,1129118760,55,False,2,53,185041441514,246013854554,b734c00b6ebee704e7c9d43ab1f6b6cbb3d16ea5e076cc56c1e7ec6f1f949c5f,f42c8fadf6237767310b33b27747f216f4a9b7c838061be56dbb7b9f72c58d32
2,13,83,251,b5ce0e697f0e7adb4a0a29159d23ac72cdefeede68fcb930a2528aee31128d0b,437994794,1129118760,56,False,1,55,184484352674,246585884474,b0667015fdc6f40e88bdc0c9cd6cac8094db678150ff707296f43b044287c80f,d7913ce844842359ce4b1c479e7ae37509df06e3ecd16658ea089eae3fc1a537
2,13,83,254,1dc972e97080c3d1274009e4bfc738a3d92bfe9f91aa5f3414ab9be6f3c52dad,166920914,1129118760,56,False,1,55,184213278794,246314810594,67a6f4ff97198beb194c4b9704a5d7817b24b7282032dff4b5d72b36ceda6e76,76ee6b7b38f370012d0605b0b051de79fd5333d12650fe8b8cc78fc893e39923
2,13,83,255,fe0a2440cb3233cb3030cc55b5ed17bdd7a74e3035458ffea9530f7c1fe5f8e0,452935874,1129118760,56,False,1,55,184499293754,246600825554,d22cfdde6261537fd92ff0f7a51b5a8f5c2fa09a80c50bdbbe46b0fd90cdd62d,a693b0c06c73d9b8a38d34cd2f9bd051f27399ddf5f1c6a652ec0e058b37ef99
2,13,83,258,fc6be05856d5e558490338297e18fb7d21e34db70a5f1a8bdf444850f5ab57da,181861994,1129118760,56,False,1,55,184228219874,246329751674,6ffae12e01dca63c0c5da8378e5baedf8e9513fc22bb14aeb6983ca4d66a5b17,c4156d6d612d13db7e5e754d22752f807375170362ffc3689da5a51a896c44fd
2,13,83,259,68c525b1321bde58d3100b471956b9b4347f6cd818636ee5ce50b4a8e985ac50,467876954,1129118760,56,False,1,55,184514234834,246615766634,85d3ea76fc27b96a55e61c9c52418a999df3591b3a17ad2b0bd79cd82689c517,deac7e6f54812d75efd3f55a154f0181d623ffa2ed15ddc571e40e203cada1e7
2,13,83,262,92175c91e5376d399d8e77a85cd789c27abc82a52a25c66b7370b15ea4d516a2,196803074,1129118760,56,False,1,55,184243160954,246344692754,5b1bb5c09c3951ac189e4f5658a570d4929448253349725f6f91411b93133991,0dc24ffb5c14d51d8b6d3e87bda6b18c5d8afc7e0fbf57d6208e7da4f40510c3
2,13,83,263,08dfe7f39d798a03b3e548099d277b89f2d69b43be341225ff160840b0789058,482818034,1129118760,56,False,1,55,184529175914,246630707714,4d9068e4972f435950c751bb717f75c85f286162d8456cb527eaa56fe1ab10a7,4ce95a8c611e7622fa6d455dc29384d3813d0841dd63bd8b9a8640f2b07bcfe5
2,13,83,265,c9b526a8c69a995fa7dcfeda5dbcbe7c988e02a10ab43d3a77e67f738733d90b,1054847954,1129118760,56,False,2,54,183972087074,246073618874,28ae2da7d8f39a41159ee661585e45cec639e1ae8b6c9da1c8916c6a5d08537d,873cad948f1bc3baac2eddda62d9cd9c697affd15cf5615b9a813cbe3558026f
2,13,83,266,ee2cd71b9a29986cf0d054e1ade32b001065666488afa2e6d95ca7c6f4988185,211744154,1129118760,56,False,1,55,184258102034,246359633834,5ee58fb67f2eded771eb0733ff7d7254e08da4749cc52c17d46dd436cbad7236,8c6d37d6fa0076bfadca831e33e07698a1ac42db48fa1bd0c244da492cd73e77
2,13,83,267,ed4659a623dc82714ca5b5480fff5665a9942d6cabcb90720b16a494230a2bad,497759114,1129118760,56,False,1,55,184544116994,246645648794,b7541a498e1cafa4992997d2566539840e36679fd2bf930881e89320d51740fa,84c27f51e100a96156516383888d2d46f475db2eeb18518b0ccf4906ef49f721
2,13,83,268,087da3a321df39d84aa72301c1a1f725f786017b651d5fbdbb3270b508d02e49,783774074,1129118760,55,False,2,53,184830131954,245802544994,df22779875be6827bb556a6c1058a29c62d132d06db0de347f8493e584acd3c8,16add77f3e37f963ce169926fc8cb7c57cd7a3593ce5bcb6a091acf13ded93d6
2,13,83,270,152f85eddc76e824c6d069910599595e4aaf42d6b2e0ea5b3ff82b494d06c508,226685234,1129118760,56,False,1,55,184273043114,246374574914,10876e221d5197ed211f2331a9116b863adbf9d3bb6e2cb89e725f27d1cde44f,5ab52b2698e793800b1f35639562ea8cf9b134fe63341f8b5335add577187a49
2,13,83,272,89acc665faf58e7ce278a6405660733c5bcd582065f68cc013b160f93b410766,798715154,1129118760,55,False,2,53,184845073034,245817486074,775754d3965728e6722ff7e44bb9062fd9fd590edfd8d00557746fc617e964ec,fecfbf77a3997c99186835039a09b6d2d1525dd267ff7ff8133c9c3ccb62f08b
2,13,83,274,b5ce0e697f0e7adb4a0a29159d23ac72cdefeede68fcb930a2528aee31128d0b,241626314,1129118760,56,False,1,55,184287984194,246389515994,0a5a2c04ac0084180bc2a2c6325fba6ac9866629ecf8e5b4261fce7307a22f54,e84072298fbe8d82b0df44bdaf7434bda6e6dab9802ccb4716ec8b0f7b60716e
2,13,83,277,1dc972e97080c3d1274009e4bfc738a3d92bfe9f91aa5f3414ab9be6f3c52dad,1099671194,1129118760,56,False,1,55,184016910314,246118442114,a44e1a7d76815d7fa6305d8d866fe4edc9889714eba3e4f2143d463dfe0fc5eb,046a21c8dc947886bf405a7eb00a3314054878f0e9dc7f68e758c708c401e0d9
2,13,83,278,fe0a2440cb3233cb3030cc55b5ed17bdd7a74e3035458ffea9530f7c1fe5f8e0,256567394,1129118760,56,False,1,55,184302925274,246404457074,5d2d47217ce87a822ee1ada7e40f01b5c6abf07c7eab2c3ffa17d40a046f15d0,87546f4769b8655cfb5ef329d226aa8f576f07e5c6ca0e3af5fdfc59c53d4f66
2,13,83,279,b7a18f924f1b4b516a684c91c854dc270671b303d5708f7a9d964672c32530de,542582354,1129118760,56,False,1,55,184588940234,246690472034,98bcb486edc2e02a94a6a91c99ddf697f536eaeb3a647f7b773a32bbb58818d7,ddcc81df6d2cdf77b4e009eedcdb43cf7b51e4ef63f4cffd055545dea969e819
2,13,83,281,edca333b8a54dc121a469195bf00b4ade681c11a37f95d219ea6ef62c4c3aa08,1114612274,1129118760,56,False,1,55,184031851394,246133383194,299fa6436ddfbbab7ebe02c6215e47a97c73d792afdc46b8faf1c70d661071f7,e75064a41bc6d4914465fa7816b14122ab3686caa9218caea256761eb609aa0d
2,13,83,282,68c525b1321bde58d3100b471956b9b4347f6cd818636ee5ce50b4a8e985ac50,271508474,1129118760,56,False,1,55,184317866354,246419398154,3cea01bea46ec77ab3c408d65964cbe5faaa5075d56d831c0d20d25e77c3856d,0c5fb189f64b0dbf6fe02c8d840673135d71f74d737b9fd2e158ebf0ac1b7b42
2,13,83,285,79123f8d7dfb6dfb30977e57853d4b0c2f18b63437d68de3fa33198dda855bdc,434594,1129118760,56,False,1,55,184046792474,246148324274,e016617dde89f8d3546cb746aa4125562427383505b7886ba2d69fd6a9d64c2f,368e6359ccb3999d3d6ab74d7c77020cdf286ddff2684a35b6445487ee231bba
2,13,83,286,08dfe7f39d798a03b3e548099d277b89f2d69b43be341225ff160840b0789058,286449554,1129118760,56,False,1,55,184332807434,246434339234,21265a0579226666a322a483ffcd5e35f46aa577f82d2e952020f3f4655ea8a4,36c71ae0fd41618b22ca5952ac9280a5fdf8187afa4365a30b2df49438c7f50f
2,13,83,288,9bdca11b8c71bce0a9fffc0bf6c11238fb7a375129705ee9dcc41771ff4a3843,858479474,1129118760,55,False,2,53,184904837354,245877250394,16e948a107cf8e189c2ddfc54f17386dec45df830c4ecf63ddaa0333313f912f,3d9ddb7875d5e147de1f5e520adaf6cee5a2e6130463ad7529a53a92daf3d8fd
2,13,83,289,ee2cd71b9a29986cf0d054e1ade32b001065666488afa2e6d95ca7c6f4988185,15375674,1129118760,56,False,1,55,184061733554,246163265354,d528ca77738a4a8f277195a08836e5a1f70a658517b001d47377c69c1ec784f8,73e989e1e462fd717d6a58b9da25c4ef273950d69c6a158c37b7d800aff869f5
2,13,83,290,ed4659a623dc82714ca5b5480fff5665a9942d6cabcb90720b16a494230a2bad,301390634,1129118760,56,False,1,55,184347748514,246449280314,53e0ed1e197562504ee727049f5d0b0b95d3d43d4a4393f942831b786e95b821,3c634dc182471a30dbd57c832c6d44ec1f90cde4c5dcd1d5c8c1f1663e7d85ce
2,13,83,291,1db211322c8432126e40003cfbb4552a8fac6bf93c4b6d1940cb185f6c7bc1b3,587405594,1129118760,55,False,1,54,184633763474,245606176514,c88c6e09d2b08f3c6574378b1aa0510c86813edb0c28d66687bf02af9d5698ef,130df66f8d9a40d0c0f5c10c2bb0af850edf21c0079c8af08f6267704fc86794
2,13,83,295,89acc665faf58e7ce278a6405660733c5bcd582065f68cc013b160f93b410766,602346674,1129118760,55,False,1,54,184648704554,245621117594,ca62b9719979fa6c7fc99900e5016803a358ee32870f4f64eab82d2f2de802a5,877c96a7cba49d955686f2d0a801053fd379dbfa5c412f271cbb0cb0987e8e4c
2,13,83,297,b5ce0e697f0e7adb4a0a29159d23ac72cdefeede68fcb930a2528aee31128d0b,45257834,1129118760,56,False,1,55,184091615714,246193147514,1b0f4a727e98b5946729d330cbddb021cf2568de82f1f255c6b08ccfda935c0c,f2a1795a61d2392e01afe5d25add2f6544c977eec8d28bdfff09af7ba1ea47ff
2,13,83,301,fe0a2440cb3233cb3030cc55b5ed17bdd7a74e3035458ffea9530f7c1fe5f8e0,60198914,1129118760,56,False,1,55,184106556794,246208088594,5090fa7f56f1eb2c53df20ed182d737863a2de2f00879c382ba7cf404076c1c3,af0816b175a684c7d955f68258760e3662ec30221e912b37e1f83883aed48691
2,13,83,302,b7a18f924f1b4b516a684c91c854dc270671b303d5708f7a9d964672c32530de,346213874,1129118760,56,False,1,55,184392571754,246494103554,d90611ee1cc690a791ee7346c9e3cd945367973429a71e2cc49809e76697fe89,91848549dde3bc5d992e5bdf6663b21a942236faaa8584a718831efc84016bb6
